restaurant_id,name,borough,address,zipcode,cuisine,inspection_grade,inspection_score,inspection_date,latitude,longitude
41013755,RUMOURS,Manhattan,"933 8 AVENUE, Manhattan, NY 10019",10019,American,A,7.0,2026-04-07,40.765566240453,-73.983722405932
50154922,FIVE BOYS FRESH PIZZA,Manhattan,"206 VARICK STREET, Manhattan, NY 10014",10014,Pizza,A,10.0,2026-04-07,40.728633761508,-74.005296565435
50080782,CANTEEN M / COFFEE M,Manhattan,"189 BOWERY, Manhattan, NY 10002",10002,American,A,10.0,2026-04-07,40.720734281452,-73.993863497398
50179828,CHIM CHIM,Manhattan,"352 EAST   20 STREET, Manhattan, NY 10003",10003,Southeast Asian,A,2.0,2026-04-07,40.735516199656,-73.981113693347
41636558,JOE'S PIZZA,Manhattan,"211 8 AVENUE, Manhattan, NY 10011",10011,Pizza,,,2026-04-07,40.743826151871,-73.999556112616
50123748,BLANK STREET COFFEE,Manhattan,"298 5 AVENUE, Manhattan, NY 10001",10001,Coffee/Tea,A,5.0,2026-04-07,40.74644105997,-73.986026018869
50119996,POPEYES,Manhattan,"1411 SAINT NICHOLAS AVENUE, Manhattan, NY 10033",10033,Chicken,A,8.0,2026-04-06,40.849021627312,-73.93395818893
50094533,AMICI RISTORANTE,Manhattan,"165 MULBERRY STREET, Manhattan, NY 10013",10013,Italian,,18.0,2026-04-06,40.719828635939,-73.997110363591
50131907,VIRGIN HOTEL SC1,Manhattan,"1227 BROADWAY, Manhattan, NY 10001",10001,American,A,6.0,2026-04-06,40.746627977497,-73.988490921674
50062377,LITTLE ALLEY,Manhattan,"550 3 AVENUE, Manhattan, NY 10016",10016,Chinese,Z,43.0,2026-04-06,40.747315178763,-73.976970777703
50176565,SIMPL,Manhattan,"927 2 AVENUE, Manhattan, NY 10022",10022,Coffee/Tea,N,22.0,2026-04-06,40.754501777537,-73.968803772622
40545375,POST BILLIARDS CAFE,Manhattan,"154 POST AVENUE, Manhattan, NY 10034",10034,Latin American,A,13.0,2026-04-06,40.864912331284,-73.919057588359
50122257,GARDEN CAFE,Manhattan,"4961 BROADWAY, Manhattan, NY 10034",10034,Italian,A,13.0,2026-04-06,40.867973535584,-73.920246997645
50132085,KASHMIR 9,Manhattan,"478 9 AVENUE, Manhattan, NY 10018",10018,Pakistani,,22.0,2026-04-06,40.75507133236,-73.995062269528
50119264,KORE COFFEE,Manhattan,"26A ELIZABETH STREET, Manhattan, NY 10013",10013,Coffee/Tea,A,12.0,2026-04-06,40.716145159898,-73.997215136645
50113213,GUAC TIME,Manhattan,"599 AVENUE OF THE AMERICAS, Manhattan, NY 10011",10011,Mexican,,,2026-04-06,40.739478352215,-73.995301597438
50001241,FRESH CURRY,Manhattan,"183 CHURCH STREET, Manhattan, NY 10007",10007,Bangladeshi,,85.0,2026-04-06,40.715681093825,-74.007326448118
50161217,DAGG THAI,Manhattan,"10 EAST   39 STREET, Manhattan, NY 10016",10016,Thai,A,12.0,2026-04-06,40.751273958898,-73.981592847553
40383067,RUSSIAN TURKISH BATHS,Manhattan,"268 EAST   10 STREET, Manhattan, NY 10009",10009,Russian,,78.0,2026-04-06,40.728344489977,-73.983453717052
50180648,COOLEY LLP,Manhattan,"55 HUDSON YARDS, Manhattan, NY 10001",10001,American,A,9.0,2026-04-06,40.755439214916,-74.002219825347
50090073,El Nuevo Valle Seafood Restaurant,Manhattan,"231 SHERMAN AVENUE, Manhattan, NY 10034",10034,Latin American,C,29.0,2026-04-06,40.865925523775,-73.919609520902
50115279,ZOU ZOU'S,Manhattan,"438 WEST   33 STREET, Manhattan, NY 10001",10001,Mediterranean,A,8.0,2026-04-06,40.753251646774,-73.998083433494
50170550,EATALY CAFFE,Manhattan,"20 HUDSON YARDS, Manhattan, NY 10001",10001,Italian,A,11.0,2026-04-06,40.753037571144,-74.000281528635
50013416,GONG CHA,Manhattan,"75 WEST   38 STREET, Manhattan, NY 10018",10018,"Juice, Smoothies, Fruit Salads",A,12.0,2026-04-06,40.75188103464,-73.984905996947
50102435,DIM SUM CHELSEA,Manhattan,"236 8 AVENUE, Manhattan, NY 10011",10011,Chinese,,26.0,2026-04-06,40.744718195066,-73.99888846218
50104273,LA QUINTA MANHATTAN MIDTOWN,Manhattan,"333 WEST   38 STREET, Manhattan, NY 10018",10018,Continental,Z,24.0,2026-04-06,40.755161783573,-73.992701677902
50047825,"L'AMICO, BACK BAR",Manhattan,"839 6 AVENUE, Manhattan, NY 10001",10001,American,A,9.0,2026-04-06,40.746894352563,-73.989905606376
50047217,THE SMITH,Manhattan,"1150 BROADWAY, Manhattan, NY 10001",10001,American,A,6.0,2026-04-06,40.744220863211,-73.988917184822
50176521,GNOCCHI ON 9TH,Manhattan,"836 7 AVENUE, Manhattan, NY 10019",10019,Italian,A,12.0,2026-04-06,40.76338658128,-73.981593097008
50180359,IHOP,Manhattan,"4168 BROADWAY, Manhattan, NY 10033",10033,American,A,6.0,2026-04-06,40.847226144721,-73.938123851104
50116712,ERNST AND YOUNG,Manhattan,"401 9 AVENUE, Manhattan, NY 10001",10001,Other,A,7.0,2026-04-06,40.752439174557,-73.997000664281
50091040,PINKBERRY,Manhattan,"1039 2 AVENUE, Manhattan, NY 10022",10022,Frozen Desserts,A,11.0,2026-04-06,40.757786578795,-73.966409063435
50171410,DERBY CUP COFFEE,Manhattan,"37 ELIZABETH STREET, Manhattan, NY 10013",10013,Coffee/Tea,,,2026-04-06,40.716740765687,-73.996868804305
50177409,SHAH'S HALAL FOOD,Manhattan,"179 MADISON AVENUE, Manhattan, NY 10016",10016,Middle Eastern,A,12.0,2026-04-06,40.7475221054,-73.983120512781
50111193,DUNKIN-BASKIN ROBBINS,Manhattan,"361 3 AVENUE, Manhattan, NY 10016",10016,Donuts,A,9.0,2026-04-06,40.740876808374,-73.981639035254
50131267,D & P 44TH FLOOR COFFEE BAR/MARKET,Manhattan,"66 HUDSON BLVD EAST, Manhattan, NY 10001",10001,Coffee/Tea,A,0.0,2026-04-06,40.755480407583,-74.000212958987
50165918,BKK NEW YORK,Manhattan,"238 WEST   56 STREET, Manhattan, NY 10019",10019,Thai,A,11.0,2026-04-06,40.765629178185,-73.982422780932
50182240,ORA LA CASA DE LAS FLORES,Manhattan,"401 WEST   24 STREET, Manhattan, NY 10011",10011,Coffee/Tea,N,38.0,2026-04-06,40.747328461903,-74.001270378903
50181073,RESTAURANT ASSOCIATES(1285 MARKETS),Manhattan,"1285 AVENUE OF THE AMERICAS, Manhattan, NY 10019",10019,American,N,8.0,2026-04-06,40.760745825561,-73.979817827252
50116702,ERNST AND YOUNG,Manhattan,"401 9 AVENUE, Manhattan, NY 10001",10001,Coffee/Tea,A,13.0,2026-04-06,40.752439174557,-73.997000664281
50116707,ERNST AND YOUNG,Manhattan,"401 9 AVENUE, Manhattan, NY 10001",10001,Other,A,12.0,2026-04-06,40.752439174557,-73.997000664281
50172499,A'MORE CAFFE,Manhattan,"126 WEST   25 STREET, Manhattan, NY 10001",10001,Coffee/Tea,A,12.0,2026-04-06,40.744575248503,-73.992825544061
50169445,EATALY CAFFE,Manhattan,"1230 AVENUE OF THE AMERICAS, Manhattan, NY 10020",10020,Italian,A,10.0,2026-04-06,40.758970183257,-73.98108896917
50118072,BIRRIA L.E.S.,Manhattan,"127 RIVINGTON STREET, Manhattan, NY 10002",10002,Mexican,,0.0,2026-04-04,40.719649523864,-73.986984044854
50142449,HEN HOUSE NYC,Manhattan,"120 1 AVENUE, Manhattan, NY 10009",10009,Middle Eastern,,0.0,2026-04-04,40.727117871479,-73.985618782146
50161777,DARK MATTER COFFEE - ADIOS AMIGOS,Manhattan,"1 EAST    1 STREET, Manhattan, NY 10003",10003,Coffee/Tea,Z,5.0,2026-04-04,40.724829371244,-73.992178272601
50163395,DOUGH,Manhattan,"1119 LEXINGTON AVENUE, Manhattan, NY 10075",10075,Donuts,,0.0,2026-04-04,40.774099187613,-73.959504771684
50111811,AMBO,Manhattan,"55C EAST    8 STREET, Manhattan, NY 10003",10003,Indian,,0.0,2026-04-04,40.731082034173,-73.993566672696
50144098,PETISCO BRAZUCA,Manhattan,"100 PEARL STREET, Manhattan, NY 10004",10004,Brazilian,,0.0,2026-04-04,40.704279137344,-74.009784953715
50125044,KOLACHI,Manhattan,"130 1 AVENUE, Manhattan, NY 10009",10009,Pakistani,,0.0,2026-04-04,40.72742800177,-73.985395022115
50106934,MAMA'S CUPBOARD,Manhattan,"235 EAST   53 STREET, Manhattan, NY 10022",10022,Southeast Asian,,0.0,2026-04-04,40.757334289283,-73.968510065311
50173372,EARTHBAR,Manhattan,"97 GREENWICH AVENUE, Manhattan, NY 10014",10014,American,C,50.0,2026-04-03,40.737488482694,-74.001670733617
50103157,Ouaga,Manhattan,"2280 ADAM CLAYTON POWELL JR BOULEVARD, Manhattan, NY ",,Bottled Beverages,A,2.0,2026-04-03,0.0,0.0
50150901,NARI,Manhattan,"43 WEST   54 STREET, Manhattan, NY 10019",10019,Korean,,43.0,2026-04-03,40.761651029722,-73.976821409485
50112310,DOABA DELI,Manhattan,"945 COLUMBUS AVENUE, Manhattan, NY 10025",10025,Indian,Z,0.0,2026-04-03,40.799486470307,-73.962667713806
50175559,VARIETY COFFEE ROASTERS,Manhattan,"455 AMSTERDAM AVENUE, Manhattan, NY 10024",10024,Coffee/Tea,A,8.0,2026-04-03,40.784937570254,-73.977004658808
50035662,PARIS BAGUETTE,Manhattan,"977 8 AVENUE, Manhattan, NY 10019",10019,Bakery Products/Desserts,Z,24.0,2026-04-03,40.76693023791,-73.982718464213
41004674,FLORIDITA RESTAURANT UPTOWN,Manhattan,"4162 BROADWAY, Manhattan, NY 10033",10033,Latin American,A,13.0,2026-04-03,40.847055998484,-73.938174612473
50086458,PIZZA PLUS,Manhattan,"4 SOUTH STREET, Manhattan, NY 10004",10004,Pizza,,23.0,2026-04-03,40.701687901075,-74.011631125861
40854704,"MANON CAFE, LEONIDAS",Manhattan,"120 BROADWAY, Manhattan, NY 10271",10271,Coffee/Tea,A,7.0,2026-04-03,40.708538906895,-74.011040790545
41577558,SUBWAY,Manhattan,"36 WEST   46 STREET, Manhattan, NY 10036",10036,Sandwiches,A,13.0,2026-04-03,40.756557409609,-73.980313607207
50139414,QAHWAH HOUSE,Manhattan,"13 CARMINE STREET, Manhattan, NY 10014",10014,Middle Eastern,A,13.0,2026-04-03,40.730387766371,-74.002276717369
40750262,MARRIOTT MARQUIS - Main Kitchen,Manhattan,"1535 BROADWAY, Manhattan, NY 10036",10036,American,A,13.0,2026-04-03,40.75825992874,-73.985467647469
50000240,SPRING HILL HOTEL,Manhattan,"25 WEST   37 STREET, Manhattan, NY 10018",10018,Continental,A,12.0,2026-04-03,40.750780291425,-73.984206058877
50077763,HARLEM HOPS,Manhattan,"2268 ADAM CLAYTON POWELL JR BOULEVARD, Manhattan, NY ",,American,A,2.0,2026-04-03,0.0,0.0
41717852,THE DEAD RABBIT,Manhattan,"30 WATER STREET, Manhattan, NY 10004",10004,Irish,A,10.0,2026-04-03,40.703115251235,-74.010928083357
50074977,WOKUNI,Manhattan,"327 LEXINGTON AVENUE, Manhattan, NY 10016",10016,Japanese,A,11.0,2026-04-02,40.749294275907,-73.977598080922
50126795,SPRINGBONE KITCHEN,Manhattan,"488 MADISON AVENUE, Manhattan, NY 10022",10022,American,,38.0,2026-04-02,40.758881154371,-73.974855112655
50066749,VOCO AN IHG HOTEL,Manhattan,"341 WEST   36 STREET, Manhattan, NY 10018",10018,American,B,24.0,2026-04-02,40.754003557133,-73.993755748345
41304636,NIALL'S ON 52ND,Manhattan,"218 EAST   52 STREET, Manhattan, NY 10022",10022,Irish,N,22.0,2026-04-02,40.756799256133,-73.96922861894
50102879,IZAKAYA TORIBAR,Manhattan,"164 EAST   56 STREET, Manhattan, NY 10022",10022,Asian/Asian Fusion,,,2026-04-02,40.75993643071,-73.968913118654
50107127,ELENI'S,Manhattan,"226 3 AVENUE, Manhattan, NY 10003",10003,Greek,,18.0,2026-04-02,40.736507613542,-73.984848149419
50006211,DISTRICT TAP HOUSE,Manhattan,"246 WEST   38 STREET, Manhattan, NY 10018",10018,American,A,5.0,2026-04-02,40.754071923573,-73.990153562957
50011926,BLACK IRON BURGER,Manhattan,"245 WEST   38 STREET, Manhattan, NY 10018",10018,Hamburgers,A,12.0,2026-04-02,40.754069174466,-73.990103031798
41707393,ROCKEFELLER FOUNDATION,Manhattan,"420 5 AVENUE, Manhattan, NY 10018",10018,American,,26.0,2026-04-02,40.750802054152,-73.982845377776
50108809,ZUCKER'S BAGELS & SMOKED FISH,Manhattan,"125 FULTON STREET, Manhattan, NY 10038",10038,Bagels/Pretzels,A,13.0,2026-04-02,40.710029612315,-74.007358287593
50119095,RAJ'S INDIAN KITCHEN,Manhattan,"53 NASSAU STREET, Manhattan, NY 10038",10038,Indian,A,4.0,2026-04-02,40.708967270515,-74.008984902529
50153495,PALMA VERDE / TACOS LA BROADWAY / DRAMMA,Manhattan,"1604 BROADWAY, Manhattan, NY 10019",10019,American,B,27.0,2026-04-02,40.760480331763,-73.984647748718
50073698,MIZNON,Manhattan,"75 9 AVENUE, Manhattan, NY 10011",10011,Middle Eastern,A,6.0,2026-04-02,40.741869040229,-74.004713006739
50158695,DEAR IRVING ON BROADWAY,Manhattan,"1717 BROADWAY, Manhattan, NY 10019",10019,American,A,7.0,2026-04-02,40.764284307815,-73.982823842051
50050113,LENWICH,Manhattan,"1024 2 AVENUE, Manhattan, NY 10022",10022,Sandwiches,A,12.0,2026-04-02,40.757465504149,-73.966622191349
40402172,LOMBARDI'S,Manhattan,"32 SPRING STREET, Manhattan, NY 10012",10012,Pizza,A,12.0,2026-04-02,40.721684052993,-73.995660012794
41708524,REICHENBACH HALL,Manhattan,"5 WEST   37 STREET, Manhattan, NY 10018",10018,German,,66.0,2026-04-02,40.750585348897,-73.983744126629
50046215,GREGORYS COFFEE,Manhattan,"520 8 AVENUE, Manhattan, NY 10018",10018,Coffee/Tea,,,2026-04-02,40.753605486254,-73.992416708652
41243427,DUNKIN',Manhattan,"240 WEST   40 STREET, Manhattan, NY 10018",10018,Donuts,A,2.0,2026-04-02,40.755257567593,-73.989131909204
50136413,LA VISTA PIZZA,Manhattan,"1099 2 AVENUE, Manhattan, NY 10022",10022,Pizza,A,13.0,2026-04-02,40.759830978972,-73.964920827388
50133507,WEST10WEST,Manhattan,"242 WEST   10 STREET, Manhattan, NY 10014",10014,New American,N,27.0,2026-04-02,40.733824094276,-74.005675850751
50124792,PROLETARIAT / THIRD KINGDOM,Manhattan,"21 EAST    7 STREET, Manhattan, NY 10003",10003,Vegan,A,5.0,2026-04-02,40.728485167591,-73.989302260633
50006574,LADUREE SOHO,Manhattan,"398 WEST BROADWAY, Manhattan, NY 10012",10012,French,A,7.0,2026-04-02,40.724231257501,-74.002211566279
41486672,CHIPOTLE MEXICAN GRILL,Manhattan,"101 FULTON STREET, Manhattan, NY 10038",10038,Tex-Mex,,26.0,2026-04-02,40.709604223664,-74.006521420949
50060069,THE HIDEOUT,Manhattan,"42 RIVINGTON STREET, Manhattan, NY 10002",10002,Coffee/Tea,A,10.0,2026-04-02,40.720887802221,-73.991035129781
41351524,CLUB A STEAKHOUSE,Manhattan,"240 EAST   58 STREET, Manhattan, NY 10022",10022,Steakhouse,,18.0,2026-04-02,40.760476326281,-73.96601423936
50171954,NINO'S RISTORANTE,Manhattan,"405 EAST   52 STREET, Manhattan, NY 10022",10022,Italian,N,48.0,2026-04-02,40.754945270541,-73.96480068906
50101533,REMI43 FLOWER & COFFEE,Manhattan,"810 2 AVENUE, Manhattan, NY 10017",10017,Coffee/Tea,A,12.0,2026-04-02,40.750687275724,-73.97155578678
40364691,THE GEORGIAN SUITE KITCHEN,Manhattan,"1A EAST   77 STREET, Manhattan, NY 10075",10075,Continental,A,7.0,2026-04-02,40.775577501812,-73.964443126559
50117248,MEZCALI,Manhattan,"83 MAIDEN LANE, Manhattan, NY 10038",10038,Mexican,A,10.0,2026-04-02,40.707435788554,-74.007606873705
50118086,FASANO,Manhattan,"280 PARK AVENUE, Manhattan, NY 10017",10017,Italian,,25.0,2026-04-02,40.756015620437,-73.974830932004
50019121,KIN RAMEN,Manhattan,"129 WEST   56 STREET, Manhattan, NY 10019",10019,Asian/Asian Fusion,A,12.0,2026-04-02,40.764151898461,-73.978863765359
50180734,VISIT SICILY NYC,Manhattan,"86 EAST    7 STREET, Manhattan, NY 10003",10003,Italian,A,13.0,2026-04-02,40.727145388761,-73.986185221784
41117086,SABOR A MEXICO II,Manhattan,"233 EAST   77 STREET, Manhattan, NY 10075",10075,Mexican,A,13.0,2026-04-02,40.772608023828,-73.95740081485
50069152,MAYA MEZCAL,Manhattan,"304 EAST    6 STREET, Manhattan, NY 10003",10003,Mexican,A,7.0,2026-04-02,40.72720873499,-73.988119062934
50146925,CLAUDE,Manhattan,"187 WEST    4 STREET, Manhattan, NY 10014",10014,Bakery Products/Desserts,A,13.0,2026-04-02,40.732613777453,-74.001915970625
50075871,COPINETTE,Manhattan,"891 1 AVENUE, Manhattan, NY 10022",10022,Continental,,23.0,2026-04-02,40.753971271038,-73.966096977642
41333188,VIVI BUBBLE TEA,Manhattan,"49 BAYARD STREET, Manhattan, NY 10013",10013,Coffee/Tea,A,8.0,2026-04-02,40.715206451998,-73.997337823706
50137494,IRVING FARM NEW YORK,Manhattan,"645 5 AVENUE, Manhattan, NY 10022",10022,Coffee/Tea,A,2.0,2026-04-02,40.759125767491,-73.976407179257
50114428,53,Manhattan,"53 WEST   53 STREET, Manhattan, NY 10019",10019,Asian/Asian Fusion,A,10.0,2026-04-02,40.761415251439,-73.978204044229
50074603,CHICK-FIL-A,Manhattan,"144 FULTON STREET, Manhattan, NY 10038",10038,Chicken,A,9.0,2026-04-02,40.710570255513,-74.008465706667
50139570,QUIQUE CRUDO,Manhattan,"27 BEDFORD STREET, Manhattan, NY 10014",10014,Mexican,A,12.0,2026-04-02,40.72921022829,-74.003593613749
41249363,ROASTING PLANT COFFEE,Manhattan,"81 ORCHARD STREET, Manhattan, NY 10002",10002,Coffee/Tea,Z,25.0,2026-04-02,40.717747739313,-73.990433114122
50150089,AMBER SUSHI,Manhattan,"1406 3 AVENUE, Manhattan, NY 10075",10075,Japanese,,,2026-04-02,40.774861274698,-73.956883062187
41601678,GOOGLE CHELSEA MARKET,Manhattan,"75 9 AVENUE, Manhattan, NY 10011",10011,American,A,2.0,2026-04-02,40.741869040229,-74.004713006739
50121509,LOBBY COFFEE BAR,Manhattan,"320 PARK AVENUE, Manhattan, NY 10022",10022,Coffee/Tea,A,9.0,2026-04-02,40.757442664136,-73.973798050467
50178654,LUCKIN COFFEE,Manhattan,"221 GRAND STREET, Manhattan, NY 10013",10013,Coffee/Tea,Z,41.0,2026-04-02,40.718802053007,-73.99581893032
41620680,THE SMITH,Manhattan,"956 2 AVENUE, Manhattan, NY 10022",10022,American,A,12.0,2026-04-02,40.755253685196,-73.968233124089
50088468,HOLE IN THE WALL,Manhattan,"626 1 AVENUE, Manhattan, NY 10016",10016,Australian,B,26.0,2026-04-02,40.744964710079,-73.972633692414
40976804,CHIPOTLE MEXICAN GRILL,Manhattan,"150 EAST   44 STREET, Manhattan, NY 10017",10017,Tex-Mex,,,2026-04-02,40.752384184844,-73.974298132058
50110674,OMAKASE BY KORAMI,Manhattan,"400 WEST   50 STREET, Manhattan, NY 10019",10019,Japanese,A,2.0,2026-04-02,40.763651062393,-73.98937600879
41219092,5TH & MAD,Manhattan,"7 EAST   36 STREET, Manhattan, NY 10016",10016,Irish,,,2026-04-02,40.749506564548,-73.983098353126
50146462,SIR HENRYS,Manhattan,"795 8 AVENUE, Manhattan, NY 10019",10019,American,A,12.0,2026-04-02,40.761205227168,-73.986900087348
50110272,LE B NYC,Manhattan,"283 WEST   12 STREET, Manhattan, NY 10014",10014,French,A,12.0,2026-04-02,40.737546064849,-74.00400904246
50108692,In Common Cafe,Manhattan,"441 9 AVENUE, Manhattan, NY 10001",10001,Australian,Z,2.0,2026-04-02,40.753751141047,-73.996047728584
41459743,EVERYDAY GOURMET DELI,Manhattan,"369 LEXINGTON AVENUE, Manhattan, NY 10017",10017,American,,31.0,2026-04-01,40.750575892891,-73.97666286348
50172033,MADISON KITCHEN (HEARTH/MEZZE/SIZZLE),Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,American,A,5.0,2026-04-01,40.755634159504,-73.975109006874
50057641,NORMA,Manhattan,"438 3 AVENUE, Manhattan, NY 10016",10016,Italian,,16.0,2026-04-01,40.743459318157,-73.979783386973
50109386,UPSIDE PIZZA,Manhattan,"51 SPRING STREET, Manhattan, NY 10012",10012,Pizza,A,11.0,2026-04-01,40.722046390765,-73.996493357783
50172446,COOKIES BY JACKIE,Manhattan,"1000 SOUTH 8TH AVENUE, Manhattan, NY 10019",10019,Bakery Products/Desserts,N,60.0,2026-04-01,40.766812226924,-73.982808747226
50171988,DAILY PROVISIONS,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,American,A,7.0,2026-04-01,40.755634159504,-73.975109006874
50070258,MAMA'S FRIED CHICKEN,Manhattan,"2925 8 AVENUE, Manhattan, NY 10039",10039,Chicken,,34.0,2026-04-01,40.82906105338,-73.937353069691
50172018,"Fuel Bar, Kiosks Pop Up Bars and Market Bar",Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,Other,A,13.0,2026-04-01,40.755634159504,-73.975109006874
50136624,SUBWAY,Manhattan,"2793 FREDERICK DOUGLASS BOULEVARD, Manhattan, NY ",,Sandwiches/Salads/Mixed Buffet,A,9.0,2026-04-01,0.0,0.0
50182863,TAPAS ON LEX,Manhattan,"1643 LEXINGTON AVENUE, Manhattan, NY 10029",10029,Latin American,N,214.0,2026-04-01,40.790689055859,-73.947396481787
41530258,OSTERIA AL DOGE,Manhattan,"142 WEST   44 STREET, Manhattan, NY 10036",10036,Italian,,18.0,2026-04-01,40.756626652393,-73.984367096463
41596546,MARGON RESTAURANT,Manhattan,"136 WEST   46 STREET, Manhattan, NY 10036",10036,Latin American,B,19.0,2026-04-01,40.757856168616,-73.983399433011
50171994,THE CORNER,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,Coffee/Tea,A,4.0,2026-04-01,40.755634159504,-73.975109006874
41509061,THE JUNCTION,Manhattan,"329 LEXINGTON AVENUE, Manhattan, NY 10016",10016,American,,21.0,2026-04-01,40.749340929791,-73.977561973767
50044930,CAFE DELECTICA,Manhattan,"564 3 AVENUE, Manhattan, NY 10016",10016,American,,29.0,2026-04-01,40.747949125721,-73.976512206476
50103040,THE GREY DOG,Manhattan,"55 WEST   26 STREET, Manhattan, NY 10010",10010,American,A,10.0,2026-04-01,40.744588835621,-73.9908983996
41647682,MICKEY SPILLANE'S HELL'S KITCHEN NYC,Manhattan,"350 WEST   49 STREET, Manhattan, NY 10019",10019,American,A,12.0,2026-04-01,40.762728800821,-73.989130685394
50121605,ENLY,Manhattan,"227 MOTT STREET, Manhattan, NY 10012",10012,Coffee/Tea,A,7.0,2026-04-01,40.722411396362,-73.995162105898
50120168,LA MARCHANDE,Manhattan,"88 WALL STREET, Manhattan, NY 10005",10005,French,,,2026-04-01,40.705278403831,-74.007534491663
50172003,COFFEE BAR,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,Coffee/Tea,A,11.0,2026-04-01,40.755634159504,-73.975109006874
50162594,FOUNTAIN HOUSE AND BODY,Manhattan,"698 10 AVENUE, Manhattan, NY 10019",10019,Coffee/Tea,N,48.0,2026-04-01,40.763777563319,-73.992429985723
50089142,RPM UNDERGROUND,Manhattan,"244 WEST   54 STREET, Manhattan, NY 10019",10019,American,B,25.0,2026-04-01,40.764254147162,-73.983036837012
41017390,EUROPAN CAFE,Manhattan,"672 8 AVENUE, Manhattan, NY 10036",10036,American,A,9.0,2026-04-01,40.757637306231,-73.989478040229
50122869,DOMINO'S PIZZA,Manhattan,"153 EAST  116 STREET, Manhattan, NY 10029",10029,Pizza,A,12.0,2026-04-01,40.798437211109,-73.941174404806
50001977,IL FORNO / IRON BAR & GRILL,Manhattan,"713 8 AVENUE, Manhattan, NY 10036",10036,Italian,A,12.0,2026-04-01,40.759004103738,-73.988514042648
50172006,SWEETGREEN,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,American,A,4.0,2026-04-01,40.755634159504,-73.975109006874
50171998,MORGAN'S,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,American,A,11.0,2026-04-01,40.755634159504,-73.975109006874
41235443,NIZZA,Manhattan,"628 9 AVENUE, Manhattan, NY 10036",10036,Italian,,34.0,2026-04-01,40.759978752198,-73.991488282451
50073537,MAMAN,Manhattan,"22 WEST   25 STREET, Manhattan, NY 10010",10010,French,A,10.0,2026-04-01,40.743359104168,-73.98996388512
50172037,UMAMI ASIAN WOK AND NOODLE,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,Asian/Asian Fusion,A,7.0,2026-04-01,40.755634159504,-73.975109006874
50082831,FELIX ROASTING CO,Manhattan,"450 PARK AVENUE SOUTH, Manhattan, NY 10016",10016,Coffee/Tea,A,12.0,2026-04-01,40.744843196627,-73.982976838292
41053236,DIZZY'S CLUB,Manhattan,"10 COLUMBUS CIRCLE, Manhattan, NY 10019",10019,American,,22.0,2026-04-01,40.767808491195,-73.982266967297
50172011,STARBUCKS,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,Coffee/Tea,A,12.0,2026-04-01,40.755634159504,-73.975109006874
50046844,DOMINO'S,Manhattan,"965 AMSTERDAM AVENUE, Manhattan, NY 10025",10025,Pizza,A,10.0,2026-04-01,40.801293269011,-73.965065043605
50171981,DENKI SUSHI,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,Asian/Asian Fusion,A,4.0,2026-04-01,40.755634159504,-73.975109006874
50152762,THE GREEN ORGANIC,Manhattan,"105 BROAD STREET, Manhattan, NY 10004",10004,American,Z,2.0,2026-04-01,40.70302461698,-74.011508734789
41109381,DOMINO'S,Manhattan,"2554 ADAM CLAYTON POWELL JR BOULEVARD, Manhattan, NY ",,Pizza,,2.0,2026-04-01,0.0,0.0
50172040,BROAD STREET DELI,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,Sandwiches,A,2.0,2026-04-01,40.755634159504,-73.975109006874
50176961,JUST SALAD,Manhattan,"485 LEXINGTON AVENUE, Manhattan, NY 10017",10017,Salads,A,13.0,2026-04-01,40.754236829522,-73.973994224303
50043183,CHIPOTLE MEXICAN GRILL,Manhattan,"805 COLUMBUS AVENUE, Manhattan, NY 10025",10025,Tex-Mex,A,2.0,2026-04-01,40.794980614566,-73.965956828718
50041646,HIGHLINE CAFE,Manhattan,"85 10 AVENUE, Manhattan, NY 10011",10011,American,A,7.0,2026-04-01,40.743051881572,-74.007545997501
50172016,PIZZA/RIO BRONCO/AIR STREEMS/SOUP,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,American,A,2.0,2026-04-01,40.755634159504,-73.975109006874
50005405,ARIA,Manhattan,"365 WEST   51 STREET, Manhattan, NY 10019",10019,Italian,A,11.0,2026-04-01,40.763818334576,-73.987787613691
50109998,BAYA BAR,Manhattan,"232 MULBERRY STREET, Manhattan, NY 10012",10012,"Juice, Smoothies, Fruit Salads",A,2.0,2026-04-01,40.722647477819,-73.995977426469
50172035,LITTLE DIRT CANDY,Manhattan,"270 PARK AVENUE, Manhattan, NY 10017",10017,Vegan,A,0.0,2026-04-01,40.755634159504,-73.975109006874
50170659,EMPEROR DUMPLING,Manhattan,"688 8 AVENUE, Manhattan, NY 10036",10036,Chinese,Z,2.0,2026-04-01,40.758210921701,-73.98905923301
