restaurant_id,name,cuisine,address,zipcode,inspection_grade,inspection_score,lat,lon,pluto_bbl,pluto_address,pluto_zipcode,pluto_landuse,pluto_lotarea,pluto_bldgarea,pluto_comarea,pluto_retailarea,pluto_commercial_area_proxy,restaurant_count_in_bbl,raw_estimated_area_sqft,estimated_area_sqft,match_distance_m,match_quality
41148810,TROPICAL SPANISH CUISINE,Spanish,"3771 BROADWAY, MANHATTAN, NY 10032",10032,A,10.0,40.833969973095,-73.945323975296,1021340095.0,3761 BROADWAY,10032.0,4.0,15340.0,70356.0,6601.0,3344.0,6601.0,1,3300.5,3300.5,37.97603256169801,good
50123997,L'AMI PIERRE,Bakery Products/Desserts,"149 WEST   51 STREET, MANHATTAN, NY 10019",10019,A,13.0,40.761275887272,-73.981748903516,1010030005.0,135 WEST 50 STREET,10020.0,5.0,48200.0,865759.0,865759.0,36153.0,865759.0,4,10821.987500000001,8000.0,44.479720545260136,good
50063953,MUMBAI MASALA,Indian,"1768 AMSTERDAM AVENUE, MANHATTAN, NY 10031",10031,,,40.826839664347,-73.946439158699,1020790032.0,1768 AMSTERDAM AVENUE,10031.0,4.0,1992.0,6550.0,1239.0,1239.0,1239.0,2,495.6,495.6,29.635570207757247,good
50144859,SAPPE,Thai,"240 WEST   14 STREET, MANHATTAN, NY 10011",10011,A,2.0,40.739061240675,-74.000923796848,1007640024.0,225 WEST 14 STREET,10011.0,4.0,3850.0,17424.0,1350.0,1350.0,1350.0,4,270.0,270.0,27.42607484235464,good
50128429,MILADY'S,American,"160 PRINCE STREET, MANHATTAN, NY 10012",10012,Z,29.0,40.725971453002,-74.001334911865,1005020016.0,160 PRINCE STREET,10012.0,4.0,4811.0,21157.0,4000.0,4000.0,4000.0,2,1000.0,1000.0,16.69175895002307,good
50162529,PARIS BAGUETTE,Coffee/Tea,"244 GRAND STREET, MANHATTAN, NY 10002",10002,A,10.0,40.718313421404,-73.994350727409,1003040018.0,243 GRAND STREET,10002.0,4.0,1331.0,4885.0,4885.0,2600.0,4885.0,4,610.625,610.625,18.574285076563676,good
50171495,ANSA COFFEE,Coffee/Tea,"101 THOMPSON STREET, MANHATTAN, NY 10012",10012,A,13.0,40.725496596641,-74.002117804485,1005020006.0,98 THOMPSON STREET,10012.0,4.0,4742.0,21190.0,1232.0,1232.0,1232.0,2,492.8,492.8,22.880173775390453,good
50095965,THE STAND,American,"116 EAST   16 STREET, MANHATTAN, NY 10003",10003,,27.0,40.735473239405,-73.988279961022,1008710070.0,116 EAST 16 STREET,10003.0,5.0,5834.0,64405.0,64405.0,12000.0,64405.0,1,9660.75,8000.0,23.38351338813481,good
50146608,LEXINGTON FAMOUS PIZZA,Pizza,"50 LEXINGTON AVENUE, MANHATTAN, NY 10010",10010,A,12.0,40.74043255208,-73.98430234633,1008800019.0,50 LEXINGTON AVENUE,10010.0,3.0,12837.0,150340.0,8000.0,8000.0,8000.0,2,2000.0,2000.0,11.749626337400953,good
50117281,JUST SALAD,Soups/Salads/Sandwiches,"1350 AVENUE OF THE AMERICAS, MANHATTAN, NY 10019",10019,Z,37.0,40.76272452693,-73.978340789128,1012700001.0,1340 AVENUE OF THE AMER,10019.0,5.0,12083.0,274656.0,0.0,0.0,82396.8,6,2059.92,2059.92,37.479532108597866,good
50155371,DON CHICKEN,Korean,"205 ALLEN STREET, MANHATTAN, NY 10002",10002,,,40.722633275381,-73.988776481069,1004170050.0,200 ALLEN STREET,10002.0,5.0,585.0,585.0,585.0,585.0,585.0,4,117.0,200.0,22.60323057887941,good
50075946,EM STAR CAFE,Chinese,"19 DIVISION STREET, MANHATTAN, NY 10002",10002,A,13.0,40.714086567576,-73.996623638233,1002810056.0,17 DIVISION STREET,10002.0,4.0,1756.0,4875.0,4875.0,3250.0,4875.0,1,2437.5,2437.5,18.47594650054785,good
50108106,POPEYES LOUISIANA KITCHEN,Chicken,"934 8 AVENUE, MANHATTAN, NY 10019",10019,Z,30.0,40.765612893117,-73.983664634075,1010270003.0,936 8 AVENUE,10019.0,4.0,1178.0,5040.0,1008.0,1008.0,1008.0,6,134.4,200.0,21.982248343890674,good
50125513,S & P LUNCH,Sandwiches/Salads/Mixed Buffet,"174 5 AVENUE, MANHATTAN, NY 10010",10010,A,12.0,40.741034289865,-73.989960627976,1008510001.0,171 5 AVENUE,10010.0,5.0,8650.0,183449.0,183449.0,8949.0,183449.0,2,4586.225,4586.225,26.27382264641526,good
50169169,CAFFE PARADISO,Coffee/Tea,"202 ELIZABETH STREET, MANHATTAN, NY 10012",10012,,,40.722007881843,-73.994418958472,1004920007.0,202 ELIZABETH STREET,10012.0,4.0,3636.0,14574.0,1995.0,1995.0,1995.0,1,1596.0,1596.0,20.729276844122143,good
50000711,THE MANHATTAN AT TIMES SQUARE,American,"790 7 AVENUE, MANHATTAN, NY 10019",10019,,24.0,40.7619978926,-73.982611454037,1010230029.0,1652 BROADWAY,10019.0,5.0,33266.0,461591.0,94000.0,0.0,94000.0,6,2350.0,2350.0,40.780694192534405,good
41325638,TRIBECA BAGELS,Sandwiches,"374 CANAL STREET, MANHATTAN, NY 10013",10013,A,11.0,40.721071972868,-74.004260579913,1002110028.0,374 CANAL STREET,10013.0,5.0,2303.0,2300.0,2300.0,2300.0,2300.0,2,920.0,920.0,22.789655474796483,good
41230004,WICKED WILLY'S,American,"149 BLEECKER STREET, MANHATTAN, NY 10012",10012,,31.0,40.728268828151,-73.999357776932,1005370036.0,149 BLEECKER STREET,10012.0,4.0,2870.0,7088.0,5316.0,5316.0,5316.0,2,1329.0,1329.0,23.318106337377266,good
40635454,THE LOWELL,American,"28 EAST   63 STREET, MANHATTAN, NY 10065",10065,,25.0,40.765969522515,-73.969336277115,1013780021.0,711 MADISON AVENUE,10065.0,4.0,2042.0,10035.0,4192.0,4192.0,4192.0,3,698.6666666666666,698.6666666666666,13.318546579229071,good
50108396,CHINA WOK,Chinese,"454A LENOX AVENUE, MANHATTAN, NY 10037",10037,A,7.0,40.812551110081,-73.941978325349,1019170133.0,455 LENOX AVENUE,10037.0,4.0,1088.0,3060.0,860.0,0.0,860.0,1,688.0,688.0,33.07299701394339,good
50119778,BETTY,New American,"193 HENRY STREET, MANHATTAN, NY 10002",10002,,22.0,40.713575444829,-73.987832926701,1002850008.0,193 HENRY STREET,10002.0,4.0,2188.0,8610.0,1739.0,1355.0,1739.0,1,1391.2,1391.2,21.725033444800758,good
50041701,MOMOYA,Japanese,"427 AMSTERDAM AVENUE, MANHATTAN, NY 10024",10024,,48.0,40.7840923079,-73.977618827214,1012110004.0,427 AMSTERDAM AVENUE,10024.0,5.0,2013.0,2000.0,2000.0,2000.0,2000.0,1,1600.0,1600.0,25.6710248251555,good
40904478,LOVELY DAY,Thai,"196 ELIZABETH STREET, MANHATTAN, NY 10012",10012,Z,25.0,40.721840454189,-73.994483910165,1004920004.0,196 ELIZABETH STREET,10012.0,4.0,2446.0,11850.0,1500.0,1500.0,1500.0,1,1200.0,1200.0,20.96071605252447,good
40996365,POPEYES,Chicken,"75 LEXINGTON AVENUE, MANHATTAN, NY 10010",10010,,24.0,40.741255862317,-73.983457715611,1008810062.0,75 LEXINGTON AVENUE,10010.0,4.0,1531.0,4522.0,1300.0,1300.0,1300.0,1,1040.0,1040.0,19.164096284020275,good
50182318,BANH MI CAFE,Asian/Asian Fusion,"46 MULBERRY STREET, MANHATTAN, NY 10013",10013,N,31.0,40.714995135114,-73.999628450833,1001640007.0,42 MULBERRY STREET,10013.0,4.0,3486.0,13120.0,3100.0,3100.0,3100.0,3,516.6666666666666,516.6666666666666,19.159579023124063,good
50072372,MISSION NYC,Korean,"229 WEST   28 STREET, MANHATTAN, NY 10001",10001,A,9.0,40.747657701115,-73.994348229453,1007787502.0,215 WEST 28TH STREET,10001.0,4.0,9826.0,123615.0,26508.0,13055.0,26508.0,1,7952.4,7952.4,25.910457328301977,good
40716141,RUMPUS ROOM,American,"249 ELDRIDGE STREET, MANHATTAN, NY 10002",10002,A,13.0,40.722847442125,-73.989570138897,1004170011.0,151 EAST HOUSTON STREET,10002.0,5.0,2182.0,14554.0,0.0,0.0,4366.2,1,2183.1,2183.1,14.221090403309507,good
50119792,LITTLE CHARLI,Pizza,"271 BLEECKER STREET, MANHATTAN, NY 10014",10014,,0.0,40.731502120294,-74.003153541023,1005900009.0,273 BLEECKER STREET,10014.0,4.0,2020.0,5628.0,2828.0,2828.0,2828.0,1,2262.4,2262.4,18.60205347511584,good
50098928,S'MORES N'MORE,American,"42 WEST   42 STREET, MANHATTAN, NY 10036",10036,N,0.0,40.754068239421,-73.982321170752,1012580018.0,29 WEST 42 STREET,10036.0,8.0,15666.0,265200.0,265200.0,0.0,265200.0,43,308.3720930232558,308.3720930232558,48.082759125336096,good
50143546,GOTHAM BURGER SOCIAL CLUB,American,"131 ESSEX STREET, MANHATTAN, NY 10002",10002,,0.0,40.720000907561,-73.987463779515,1004110068.0,114 RIVINGTON STREET,10002.0,5.0,1780.0,12015.0,12015.0,1235.0,12015.0,3,1201.5,1201.5,14.377413093691176,good
41636395,PRINCE STREET PIZZA,Pizza,"27 PRINCE STREET, MANHATTAN, NY 10012",10012,,0.0,40.722927389298,-73.994638951146,1005087504.0,25 PRINCE STREET,10012.0,4.0,1405.0,4491.0,573.0,573.0,573.0,1,458.40000000000003,458.40000000000003,17.923145835497174,good
50124278,POTLUCK CLUB,Asian/Asian Fusion,"133 CHRYSTIE STREET, MANHATTAN, NY 10002",10002,,0.0,40.719422244276,-73.993185406032,1004240032.0,131 CHRYSTIE STREET,10002.0,4.0,2589.0,12150.0,2589.0,2589.0,2589.0,2,1035.6000000000001,1035.6000000000001,29.672526002980348,good
50180419,LA PIADINERIA,Other,"18 EAST   23 STREET, MANHATTAN, NY 10010",10010,N,0.0,40.741053360564,-73.988444975384,1008510063.0,10 EAST 23 STREET,10010.0,5.0,4605.0,25170.0,25170.0,4320.0,25170.0,3,2517.0,2517.0,30.93034052971958,good
50099479,DOUGHNUTTERY,Donuts,"42 WEST   42 STREET, MANHATTAN, NY 10036",10036,,0.0,40.754068239421,-73.982321170752,1012580018.0,29 WEST 42 STREET,10036.0,8.0,15666.0,265200.0,265200.0,0.0,265200.0,43,308.3720930232558,308.3720930232558,48.082759125336096,good
50171445,COCOTAZO,Spanish,"349 EAST  109 STREET, MANHATTAN, NY 10029",10029,A,9.0,40.792060473037,-73.939854652978,1016800041.0,324 EAST 109 STREET,10029.0,2.0,2523.0,11750.0,0.0,0.0,3525.0,1,1762.5,1762.5,24.084549588166723,good
50178806,PANINERIA,Italian,"616A AMSTERDAM AVENUE, MANHATTAN, NY 10024",10024,,0.0,40.790096892503,-73.973261502553,1012370033.0,618 AMSTERDAM AVENUE,10024.0,4.0,14603.0,161422.0,10000.0,10000.0,10000.0,2,2500.0,2500.0,37.05285770728394,good
50152943,THE TERRACE,Tapas,"332 EAST  116 STREET, MANHATTAN, NY 10029",10029,A,12.0,40.796593178986,-73.936834761588,1016870043.0,316 EAST 116 STREET,10029.0,2.0,2119.0,8175.0,0.0,0.0,2452.5,1,1962.0,1962.0,29.018462882245196,good
50042812,SAN MATTEO PIZZERIA E CUCINA,Italian,"1559 2 AVENUE, MANHATTAN, NY 10028",10028,,0.0,40.774558301155,-73.954171763943,1015260028.0,1559 2 AVENUE,10028.0,4.0,1607.0,4744.0,1067.0,1067.0,1067.0,1,853.6,853.6,25.862736878016445,good
50146241,FINE FOOD CUISINE,American,"227 EAST  116 STREET, MANHATTAN, NY 10029",10029,,121.0,40.797632003319,-73.939260881244,1016650043.0,218 EAST 116 STREET,10029.0,4.0,1409.0,3258.0,816.0,816.0,816.0,4,163.20000000000002,200.0,29.587315854096932,good
50017582,PARM,Italian,"235 COLUMBUS AVENUE, MANHATTAN, NY 10023",10023,,0.0,40.776528103646,-73.979415857365,1011420033.0,100 WEST 71 STREET,10023.0,4.0,2510.0,12150.0,2300.0,2300.0,2300.0,2,920.0,920.0,20.339133960339222,good
50107045,MAMA TACO,Tex-Mex,"5025 BROADWAY, MANHATTAN, NY 10034",10034,,28.0,40.86938998294,-73.916615146727,1022430241.0,5025 BROADWAY,10034.0,4.0,12525.0,61380.0,6000.0,6000.0,6000.0,1,3000.0,3000.0,31.4486643941277,good
50046048,UPTOWN BOURBON,American,"3631 BROADWAY, MANHATTAN, NY 10031",10031,A,7.0,40.829264162538,-73.948388485734,1020810001.0,3624 BROADWAY,10031.0,4.0,9992.0,45930.0,7500.0,7500.0,7500.0,4,937.5,937.5,40.453454362048404,good
50138013,CHA CHA MATCHA,Coffee/Tea,"477 MADISON AVENUE, MANHATTAN, NY 10022",10022,A,12.0,40.758708256676,-73.974956248378,1012877502.0,488 MADISON AVE,10022.0,5.0,21590.0,363339.0,259137.0,24018.0,259137.0,2,6478.425,6478.425,31.245007548229797,good
50058113,4 CHARLES PRIME RIB,Steakhouse,"4 CHARLES STREET, MANHATTAN, NY 10014",10014,A,12.0,40.735254255334,-74.000609815285,1006110057.0,37 GREENWICH AVENUE,10014.0,4.0,1505.0,5638.0,700.0,700.0,700.0,1,560.0,560.0,10.803549992326138,good
41569979,SHAKE SHACK,Hamburgers,"102 NORTH END AVENUE, MANHATTAN, NY 10282",10282,A,2.0,40.714804609047,-74.016153324341,1000160225.0,1 NORTH END AVENUE,10282.0,5.0,42342.0,502000.0,502000.0,2500.0,502000.0,7,3585.714285714286,3585.714285714286,70.41980551388708,acceptable
50133242,POTBELLY,Sandwiches,"501 FASHION AVENUE, MANHATTAN, NY 10018",10018,A,13.0,40.752976675196,-73.989164766809,1008120006.0,491 7 AVENUE,10018.0,5.0,7556.0,180704.0,180704.0,4700.0,180704.0,7,1290.7428571428572,1290.7428571428572,43.47977868411601,good
50101773,SHAKE SHACK,Hamburgers,"1700 BROADWAY, MANHATTAN, NY 10019",10019,A,12.0,40.763334557175,-73.982398119522,1010250025.0,1690 BROADWAY,10019.0,5.0,30150.0,596559.0,596559.0,11000.0,596559.0,5,5965.59,5965.59,22.347665542305943,good
50116911,INSOMNIA COOKIES,Bakery Products/Desserts,"796 9 AVENUE, MANHATTAN, NY 10019",10019,A,13.0,40.765204425081,-73.987675448447,1010620035.0,793 9 AVENUE,10019.0,4.0,1803.0,8750.0,1500.0,1500.0,1500.0,3,400.0,400.0,26.73336570879018,good
50180783,2788 BAGELS,Bagels/Pretzels,"2788 BROADWAY, MANHATTAN, NY 10025",10025,,17.0,40.80253741452,-73.967712010611,1018790062.0,2788 BROADWAY,10025.0,3.0,7301.0,37345.0,5000.0,5000.0,5000.0,1,2500.0,2500.0,35.926766864384646,good
40857661,EAGLE NYC,American,"554 WEST   28 STREET, MANHATTAN, NY 10001",10001,,,40.75153064186,-74.003591213215,1006997502.0,540 WEST 28 STREET,10001.0,4.0,17406.0,98610.0,17029.0,5964.0,17029.0,1,5108.7,5108.7,31.67617342586625,good
41391794,BEST PIZZA ON 1ST.,Pizza,"1038 1 AVENUE, MANHATTAN, NY 10022",10022,A,7.0,40.758057289797,-73.963088080754,1013497503.0,360 EAST 57 STREET,10022.0,4.0,6463.0,82697.0,10241.0,10241.0,10241.0,2,1536.1499999999999,1536.1499999999999,27.869933341770754,good
50175628,KJUN BUKU,Fusion,"334 LEXINGTON AVENUE, MANHATTAN, NY 10016",10016,A,13.0,40.749629093545,-73.977377809367,1008950028.0,335 LEXINGTON AVENUE,10016.0,4.0,1495.0,5916.0,1200.0,1200.0,1200.0,1,960.0,960.0,21.430194017854458,good
41689872,ELSEWHERE ESPRESSO,Coffee/Tea,"335 EAST    6 STREET, MANHATTAN, NY 10003",10003,A,10.0,40.72700831208,-73.987599557418,1004480047.0,317 EAST 6 STREET,10003.0,2.0,1635.0,4000.0,0.0,0.0,1200.0,1,960.0,960.0,20.882914138677215,good
41272855,BOBO,French,"181 WEST   10 STREET, MANHATTAN, NY 10014",10014,A,10.0,40.734290812313,-74.002724283182,1006110001.0,233 WEST 4 STREET,10014.0,4.0,1627.0,7766.0,1627.0,1627.0,1627.0,3,433.86666666666673,433.86666666666673,10.76671395202142,good
50155289,DUNKIN DONUTS,Donuts,"173 BROADWAY, MANHATTAN, NY 10007",10007,A,7.0,40.709881200891,-74.009930059062,1000650016.0,174 BROADWAY,10038.0,5.0,1288.0,15081.0,15081.0,2500.0,15081.0,4,1131.075,1131.075,19.559566595698183,good
40483540,WALTER READE THEATER,American,"70 LINCOLN CENTER PLAZA, MANHATTAN, NY 10023",10023,A,12.0,40.773990001732,-73.984478540062,1011377501.0,160 WEST 66 STREET,10023.0,3.0,28455.0,396861.0,0.0,0.0,119058.29999999999,3,1984.305,1984.305,31.55437089558309,good
50002380,KURANT,American,"1091 2 AVENUE, MANHATTAN, NY 10022",10022,A,11.0,40.759641632494,-73.965058096131,1013310124.0,1091 2 AVENUE,10022.0,4.0,1200.0,3600.0,1200.0,1200.0,1200.0,1,960.0,960.0,23.25906230394894,good
50152778,EMPANADA MAMA TO-GO,Latin American,"1435 1 AVENUE, MANHATTAN, NY 10021",10021,A,12.0,40.769571296033,-73.954716745146,1014690046.0,1442 1 AVENUE,10021.0,4.0,2248.0,7710.0,4030.0,4030.0,4030.0,5,403.0,403.0,30.06347813419777,good
50178506,DAHLA,Other,"202 WEST   14 STREET, MANHATTAN, NY 10011",10011,A,12.0,40.738734617439,-74.000155168238,1006180032.0,62 7 AVENUE,10011.0,4.0,2600.0,12239.0,5200.0,5200.0,5200.0,7,371.42857142857144,371.42857142857144,22.25228872536017,good
41666383,BOCCA DI BACCO,Italian,"167 9 AVENUE, MANHATTAN, NY 10011",10011,A,13.0,40.74448760634,-74.002796879278,1007170043.0,169 9 AVENUE,10011.0,4.0,2481.0,11736.0,2348.0,2348.0,2348.0,1,1878.4,1878.4,25.84108505167618,good
50082290,KIRKLAND & ELLIS CAFE,American,"601 LEXINGTON AVENUE, MANHATTAN, NY 10022",10022,A,3.0,40.758457530151,-73.970913550161,1013077502.0,100 EAST 53 STREET,10022.0,4.0,10343.0,202273.0,14855.0,14855.0,14855.0,27,165.05555555555554,200.0,45.71601021919242,good
50002559,PARIS BAGUETTE,Bakery Products/Desserts,"567 7 AVENUE, MANHATTAN, NY 10018",10018,,,40.754963735968,-73.987720663834,1009930003.0,567 7 AVENUE,10018.0,4.0,1185.0,4149.0,4149.0,3261.0,4149.0,2,1037.25,1037.25,23.518058925703887,good
41392668,KENNY BAKERY,Bakery Products/Desserts,"126 DYCKMAN STREET, MANHATTAN, NY 10040",10040,A,11.0,40.86230351661,-73.925210394161,1021740057.0,124 DYCKMAN STREET,10040.0,5.0,1600.0,1920.0,1920.0,1920.0,1920.0,1,1536.0,1536.0,29.37070513877311,good
50130931,DONER HAUS,German,"240 EAST   14 STREET, MANHATTAN, NY 10003",10003,,,40.732868228056,-73.9862128967,1004690019.0,222 EAST 14 STREET,10003.0,4.0,1652.0,5492.0,3040.0,1520.0,3040.0,2,760.0,760.0,29.35197280132401,good
50111496,THE BEER GARAGE,American,"118 CHRISTOPHER STREET, MANHATTAN, NY 10014",10014,A,5.0,40.733173588603,-74.0056036299,1005880045.0,120 CHRISTOPHER STREET,10014.0,4.0,5340.0,22785.0,1620.0,1620.0,1620.0,4,324.0,324.0,20.023503453404647,good
50067994,DOMINICAN VALLE RESTAURANT,Spanish,"1601 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10040",10040,,,40.855002547855,-73.92958181661,1021690053.0,1601 ST NICHOLAS AVENUE,10040.0,4.0,11640.0,54288.0,4288.0,4288.0,4288.0,1,2144.0,2144.0,36.042233227365706,good
50009019,JUST SALAD,Salads,"1306 1 AVENUE, MANHATTAN, NY 10021",10021,A,13.0,40.766665406296,-73.956812576883,1014450027.0,1315 1 AVENUE,10021.0,4.0,1875.0,7563.0,1500.0,1500.0,1500.0,2,600.0,600.0,34.28757621387799,good
50103595,FRAME,American,"552 7 AVENUE, MANHATTAN, NY 10018",10018,Z,18.0,40.754508142783,-73.988070862027,1007890040.0,552 7 AVENUE,10018.0,5.0,4937.0,30528.0,30528.0,6823.0,30528.0,1,9158.4,8000.0,30.152388340374923,good
50038886,OKINII,Japanese,"216 THOMPSON STREET, MANHATTAN, NY 10012",10012,A,12.0,40.729020892621,-73.999152111624,1005370006.0,218 THOMPSON STREET,10012.0,4.0,4250.0,18375.0,3062.0,3062.0,3062.0,3,510.3333333333333,510.3333333333333,19.391581049015883,good
50038065,ANTOJITOS MEXICANO,Spanish,"511 WEST  181 STREET, MANHATTAN, NY 10033",10033,,31.0,40.848339432192,-73.93139616449,1021550026.0,507 WEST 181 STREET,10033.0,5.0,4970.0,28850.0,9000.0,0.0,9000.0,2,2250.0,2250.0,26.54684336826739,good
50048030,JAMBA JUICE,Fruits/Vegetables,"625 8 AVENUE, MANHATTAN, NY 10018",10018,,24.0,40.756185423077,-73.990564733785,1007890078.0,618 8 AVENUE,10018.0,5.0,1856.0,8565.0,1700.0,1700.0,1700.0,21,64.76190476190476,200.0,49.69243037716469,good
50180916,THE GINGER MAN,American,"11 EAST   36 STREET, MANHATTAN, NY 10016",10016,,,40.749410463657,-73.982867392369,1008660009.0,9 EAST 36 STREET,10016.0,4.0,3061.0,13290.0,2000.0,2000.0,2000.0,1,1600.0,1600.0,22.914743808172183,good
50182238,THE EIGHTH,Other,"132 7 AVENUE, MANHATTAN, NY 10011",10011,N,33.0,40.740966091414,-73.997932223491,1007937508.0,166 WEST 18 STREET,10011.0,4.0,6075.0,56136.0,5836.0,5836.0,5836.0,2,1459.0,1459.0,28.620426249623286,good
50137592,GOOD SUGAR,"Juice, Smoothies, Fruit Salads","1186 3 AVENUE, MANHATTAN, NY 10021",10021,A,13.0,40.76790236599,-73.961952626072,1014040033.0,1186 3 AVENUE,10021.0,3.0,9540.0,132724.0,6985.0,6985.0,6985.0,1,3492.5,3492.5,32.0562108522131,good
50109701,MAIZ,Mexican,"606 8 AVENUE, MANHATTAN, NY 10018",10018,A,6.0,40.755556907953,-73.990997960578,1007890001.0,600 8 AVENUE,10018.0,4.0,2943.0,39925.0,2800.0,2800.0,2800.0,5,448.0,448.0,26.45682897869957,good
50168841,HAPPY CAKE BISTRO,Spanish,"4730 BROADWAY, MANHATTAN, NY 10040",10040,A,11.0,40.864888360972,-73.928436061009,1021750039.0,4730 BROADWAY,10040.0,4.0,12850.0,57631.0,4400.0,4400.0,4400.0,3,733.3333333333334,733.3333333333334,35.686068519352354,good
41017954,EL PANADERO BAKERY,Bakery Products/Desserts,"1380 ST NICHOLAS AVENUE, MANHATTAN, NY 10033",10033,A,11.0,40.84808330484,-73.9346169667,1021530029.0,561 WEST 179 STREET,10033.0,4.0,10000.0,37533.0,5000.0,5000.0,5000.0,1,2500.0,2500.0,31.37118900663108,good
50182268,MILKY ICE,Frozen Desserts,"130 EAST   57 STREET, MANHATTAN, NY 10022",10022,N,6.0,40.761061935614,-73.96948654606,1013110059.0,698 LEXINGTON AVENUE,10022.0,5.0,572.0,4004.0,1144.0,1144.0,1144.0,3,305.06666666666666,305.06666666666666,26.025277405535896,good
50055011,FISH CHEEKS,Thai,"55 BOND STREET, MANHATTAN, NY 10012",10012,Z,43.0,40.725899860012,-73.992629129726,1005300042.0,52 BOND STREET,10012.0,2.0,1625.0,3750.0,0.0,0.0,1125.0,2,450.0,450.0,20.360972240968806,good
50096535,PHO SHOP,Asian/Asian Fusion,"141 WEST   72 STREET, MANHATTAN, NY 10023",10023,,36.0,40.77803786866,-73.980271125212,1011440115.0,141 WEST 72 STREET,10023.0,4.0,2248.0,8000.0,3000.0,3000.0,3000.0,1,2400.0,2400.0,30.37624257329094,good
50144353,HALAL FLAMEZ,American,"527 MALCOLM X BOULEVARD, MANHATTAN, NY 10037",10037,N,18.0,40.815056134223,-73.940169773591,1019210032.0,527 LENOX AVENUE,10037.0,5.0,2025.0,3749.0,3749.0,1751.0,3749.0,1,1874.5,1874.5,33.14330377859813,good
50115168,DUTCH BABY,American,"813 WEST  187 STREET, MANHATTAN, NY 10033",10033,A,7.0,40.855295293188,-73.937443941482,1021790213.0,209 PINEHURST AVENUE,10033.0,5.0,7350.0,7350.0,7350.0,7350.0,7350.0,4,918.75,918.75,21.51461415690289,good
50122884,BLANK STREET COFFEE,Coffee/Tea,"190 COLUMBUS AVENUE, MANHATTAN, NY 10023",10023,,30.0,40.775188840307,-73.980427226049,1011400033.0,100 WEST 69 STREET,10023.0,4.0,2510.0,11925.0,2428.0,2428.0,2428.0,2,971.2,971.2,22.226175092752417,good
50069967,MAGIC HOUR,American,"485 7 AVENUE, MANHATTAN, NY 10018",10018,,20.0,40.752457950673,-73.989543829055,1007860042.0,488 7 AVENUE,10018.0,4.0,7900.0,88872.0,8400.0,8400.0,8400.0,5,840.0,840.0,28.00168000631218,good
50145389,CLASS ON 38TH,Japanese,"55 WEST   38 STREET, MANHATTAN, NY 10018",10018,N,26.0,40.751686094949,-73.98444405498,1008400023.0,29 WEST 38 STREET,10018.0,5.0,6320.0,92739.0,92739.0,4000.0,92739.0,1,13910.85,8000.0,23.632644314989676,good
50001348,NOMURA CAFERERIA / EXECUTIVE DINING,American,"309 WEST   49 STREET, MANHATTAN, NY 10019",10019,A,13.0,40.76187496657,-73.987062397117,1010390038.0,304 WEST 49 STREET,10019.0,10.0,5028.0,28245.0,28245.0,0.0,28245.0,3,2824.5,2824.5,27.117625552257163,good
50132602,SOPHIES CUBAN CUISINE,Other,"1015 AVENUE OF THE AMERICAS, MANHATTAN, NY 10018",10018,,27.0,40.752136446538,-73.986086177502,1008130038.0,1015 AVENUE OF THE AMER,10018.0,4.0,1480.0,4450.0,2250.0,2250.0,2250.0,1,1800.0,1800.0,23.407033359998078,good
50067708,MY PIE,Pizza,"690 LEXINGTON AVENUE, MANHATTAN, NY 10022",10022,A,9.0,40.760633717758,-73.969353182058,1013110059.0,698 LEXINGTON AVENUE,10022.0,5.0,572.0,4004.0,1144.0,1144.0,1144.0,3,305.06666666666666,305.06666666666666,23.177757310768282,good
50054535,THE COCK,American,"93 2 AVENUE, MANHATTAN, NY 10003",10003,A,13.0,40.727055095993,-73.988793773122,1004470003.0,92 2 AVENUE,10003.0,4.0,4850.0,19894.0,1152.0,1152.0,1152.0,1,921.6,921.6,29.38111069249238,good
50180206,ROOT OF ALL HEALTH,Coffee/Tea,"2681 BROADWAY, MANHATTAN, NY 10025",10025,N,91.0,40.798579824042,-73.96893112111,1018740022.0,2680 BROADWAY,10025.0,4.0,10185.0,37816.0,7576.0,7576.0,7576.0,2,1894.0,1894.0,38.980109702628845,good
50004623,SCHNIPPER'S,American,"570 LEXINGTON AVENUE, MANHATTAN, NY 10022",10022,A,12.0,40.756918006477,-73.972065672336,1013050060.0,566 LEXINGTON AVENUE,10022.0,5.0,16300.0,458300.0,458300.0,15000.0,458300.0,5,4583.0,4583.0,33.53123548384567,good
50074184,SENZA GLUTEN,Coffee/Tea,"171 SULLIVAN STREET, MANHATTAN, NY 10012",10012,A,13.0,40.728021796053,-74.001067962476,1005250032.0,128 WEST HOUSTON STREET,10012.0,4.0,2500.0,12590.0,1680.0,1680.0,1680.0,3,448.0,448.0,17.2597356752042,good
50113547,SIMO PIZZA,Italian,"75 UNIVERSITY PLACE, MANHATTAN, NY 10003",10003,A,13.0,40.733154323937,-73.993429357959,1005680019.0,72 UNIVERSITY PLACE,10003.0,4.0,2122.0,6374.0,1074.0,1074.0,1074.0,2,429.6,429.6,26.87761518301784,good
50096880,CLOISTERS GRILL,Latin American,"7 HENSHAW STREET, MANHATTAN, NY 10034",10034,,54.0,40.866747529528,-73.930039351486,1022460125.0,1795 RIVERSIDE DRIVE,10034.0,4.0,17125.0,80736.0,4000.0,2000.0,4000.0,2,1000.0,1000.0,23.292634025026498,good
