user_id,age_group,age,gender,budget_tier,preferred_cuisine_1,preferred_cuisine_2,dietary_restriction,signup_date,acquisition_channel,simulated_order_count
344,35-44,40,male,medium,Italian,Korean,none,2026-01-10,organic,2
345,25-34,27,female,medium,Indian,Italian,none,2025-09-07,paid_search,16
346,35-44,42,male,high,Coffee/Tea,Chicken,none,2025-11-20,paid_search,8
347,45-54,53,female,low,Thai,American,none,2025-11-16,paid_search,7
348,18-24,18,female,medium,French,Other,vegetarian,2026-01-01,organic,6
349,25-34,33,male,medium,Coffee/Tea,Other,none,2026-01-15,social_media,2
350,35-44,40,female,medium,Coffee/Tea,Bakery Products/Desserts,none,2026-01-25,referral,5
351,35-44,40,female,low,Donuts,Italian,none,2025-09-17,organic,4
352,55-64,58,male,medium,Mediterranean,Chicken,none,2026-02-19,organic,10
353,45-54,45,male,high,Mediterranean,"Juice, Smoothies, Fruit Salads",none,2026-02-18,organic,4
354,25-34,34,female,low,Asian/Asian Fusion,Bakery Products/Desserts,none,2025-09-13,social_media,2
355,18-24,19,male,high,Bakery Products/Desserts,Other,none,2026-01-22,paid_search,5
356,45-54,45,male,low,"Juice, Smoothies, Fruit Salads",American,none,2025-10-14,organic,17
357,18-24,19,male,medium,American,Asian/Asian Fusion,none,2026-01-25,social_media,6
358,35-44,35,female,low,"Juice, Smoothies, Fruit Salads",Thai,none,2026-01-09,organic,1
359,65+,65,male,low,Japanese,Pizza,none,2026-01-30,social_media,4
360,35-44,43,female,high,Bakery Products/Desserts,Japanese,none,2026-01-28,paid_search,2
361,25-34,25,male,medium,Korean,French,none,2025-10-12,social_media,3
362,45-54,48,female,medium,Chicken,Bakery Products/Desserts,none,2025-10-07,organic,0
363,35-44,44,female,low,Sandwiches,Coffee/Tea,none,2025-09-14,referral,0
364,35-44,40,male,medium,Donuts,Japanese,none,2026-01-03,social_media,9
365,65+,71,female,medium,American,Donuts,none,2025-10-01,organic,15
366,25-34,26,male,medium,"Juice, Smoothies, Fruit Salads",American,none,2025-10-25,organic,7
367,65+,70,male,low,American,French,none,2026-01-30,paid_search,9
368,55-64,61,male,high,Korean,Indian,none,2026-01-06,referral,1
369,25-34,34,female,medium,French,Korean,none,2026-02-20,referral,4
370,18-24,23,male,medium,Bakery Products/Desserts,French,none,2025-10-23,paid_search,4
371,18-24,19,female,low,Coffee/Tea,Indian,none,2026-02-15,referral,4
372,18-24,19,female,medium,French,Sandwiches,halal,2026-02-27,organic,2
373,18-24,24,male,medium,Japanese,Mediterranean,none,2026-01-18,organic,15
374,45-54,46,female,medium,Sandwiches,Other,none,2025-09-24,restaurant_qr,2
375,18-24,19,female,low,Indian,Korean,halal,2025-12-25,referral,10
376,25-34,31,male,high,"Juice, Smoothies, Fruit Salads",Donuts,vegetarian,2026-01-05,paid_search,5
377,55-64,55,female,low,Mexican,Asian/Asian Fusion,none,2025-12-29,referral,2
378,18-24,20,female,medium,Chicken,Other,none,2026-02-15,restaurant_qr,5
379,55-64,57,male,medium,"Juice, Smoothies, Fruit Salads",Coffee/Tea,none,2025-11-13,referral,1
380,25-34,30,female,low,"Juice, Smoothies, Fruit Salads",Japanese,none,2025-11-06,referral,1
381,18-24,18,male,medium,Latin American,Chicken,none,2025-11-30,referral,4
382,45-54,50,male,low,Italian,Bakery Products/Desserts,none,2025-10-15,organic,4
383,35-44,43,male,high,Sandwiches,Latin American,none,2025-09-17,referral,4
384,55-64,61,male,high,Italian,Korean,kosher,2026-01-14,organic,2
385,45-54,53,female,high,French,American,kosher,2026-01-04,referral,14
386,55-64,56,female,low,Donuts,"Juice, Smoothies, Fruit Salads",none,2026-01-11,paid_search,1
387,25-34,32,male,medium,Coffee/Tea,French,none,2025-12-21,social_media,6
388,25-34,32,male,medium,Donuts,Chinese,none,2025-10-10,paid_search,0
389,45-54,46,male,high,Mediterranean,Mediterranean,halal,2025-10-07,organic,2
390,55-64,58,female,medium,Coffee/Tea,"Juice, Smoothies, Fruit Salads",none,2025-12-10,organic,9
391,65+,79,female,high,Thai,Pizza,none,2025-11-06,restaurant_qr,15
392,35-44,41,female,medium,Pizza,Other,none,2025-11-17,restaurant_qr,6
393,25-34,28,male,medium,French,Latin American,none,2025-12-04,organic,1
394,45-54,48,female,low,French,Mexican,none,2026-02-28,restaurant_qr,20
395,25-34,30,male,medium,Mexican,Asian/Asian Fusion,vegetarian,2025-11-18,referral,4
396,65+,67,male,medium,American,Japanese,none,2025-12-08,social_media,1
397,55-64,63,female,medium,Latin American,Donuts,none,2026-01-18,organic,6
398,35-44,44,male,medium,Other,Chinese,none,2025-09-29,restaurant_qr,4
399,45-54,46,female,medium,French,Coffee/Tea,none,2025-12-21,social_media,5
400,45-54,50,male,low,Korean,Other,halal,2025-09-17,referral,4
401,18-24,21,male,medium,Chinese,Japanese,kosher,2025-11-28,referral,4
402,55-64,61,male,medium,Mediterranean,Donuts,gluten_free,2026-01-19,referral,5
403,35-44,43,male,medium,Latin American,Donuts,halal,2025-10-20,social_media,7
404,55-64,57,female,low,Thai,Chicken,none,2025-10-14,organic,10
405,25-34,34,female,low,Chicken,Mediterranean,none,2025-12-27,organic,13
406,55-64,57,male,low,"Juice, Smoothies, Fruit Salads",Mexican,none,2026-01-27,organic,3
407,25-34,31,female,medium,Other,"Juice, Smoothies, Fruit Salads",kosher,2025-11-02,organic,11
408,18-24,23,female,low,Mediterranean,Chicken,none,2026-03-01,social_media,4
409,55-64,58,female,medium,Coffee/Tea,French,none,2025-10-23,social_media,5
410,18-24,22,male,high,Coffee/Tea,Latin American,vegetarian,2025-10-05,referral,6
411,25-34,32,female,low,Sandwiches,Donuts,none,2025-12-31,organic,2
412,65+,85,male,medium,Mexican,Chicken,none,2025-10-04,paid_search,7
413,65+,83,male,medium,Other,French,none,2025-12-04,organic,1
414,35-44,36,female,high,Sandwiches,Mediterranean,none,2025-12-24,organic,3
415,45-54,50,female,medium,Other,Thai,none,2025-10-26,organic,0
416,35-44,36,female,medium,French,Chinese,vegetarian,2025-10-13,social_media,2
417,25-34,27,male,high,Coffee/Tea,Latin American,none,2026-02-08,organic,5
418,25-34,30,female,medium,Mediterranean,Chicken,gluten_free,2025-10-05,social_media,3
419,45-54,49,female,high,Thai,Donuts,none,2025-12-10,organic,8
420,45-54,52,female,low,Bakery Products/Desserts,Other,none,2025-10-24,referral,3
421,55-64,63,male,high,Coffee/Tea,Asian/Asian Fusion,none,2026-01-31,referral,17
422,45-54,47,female,medium,American,Donuts,none,2025-10-27,restaurant_qr,3
423,18-24,21,male,medium,Indian,Japanese,none,2025-11-25,referral,15
424,35-44,44,male,low,Japanese,Chicken,vegetarian,2026-02-06,restaurant_qr,13
425,18-24,20,female,medium,Coffee/Tea,Thai,none,2026-02-16,referral,4
426,35-44,37,male,low,Asian/Asian Fusion,Korean,none,2026-01-25,social_media,1
427,35-44,40,female,high,Coffee/Tea,"Juice, Smoothies, Fruit Salads",none,2026-02-06,organic,7
428,55-64,55,male,high,Korean,Sandwiches,none,2025-11-27,organic,2
429,25-34,31,male,low,Sandwiches,Other,none,2026-01-06,organic,3
430,18-24,21,male,high,Chinese,Latin American,none,2026-02-06,social_media,9
431,25-34,25,female,medium,Thai,Korean,none,2025-10-01,paid_search,7
432,45-54,49,female,medium,Bakery Products/Desserts,Korean,halal,2026-02-04,referral,7
433,35-44,44,female,medium,French,Chinese,none,2025-12-12,restaurant_qr,3
434,18-24,22,female,low,Asian/Asian Fusion,Indian,none,2025-09-17,paid_search,3
435,18-24,21,female,low,Asian/Asian Fusion,Thai,none,2025-12-27,paid_search,4
436,45-54,49,female,low,Chinese,Asian/Asian Fusion,none,2025-12-17,restaurant_qr,10
437,18-24,21,female,high,Chicken,Donuts,none,2025-09-04,organic,4
438,55-64,58,female,low,Asian/Asian Fusion,Chicken,none,2025-09-20,referral,7
439,45-54,52,male,high,Coffee/Tea,Italian,vegetarian,2026-01-18,organic,2
440,18-24,19,female,low,Sandwiches,Coffee/Tea,none,2026-02-01,social_media,4
441,18-24,18,female,medium,Pizza,American,none,2025-09-18,organic,0
442,65+,83,female,medium,Japanese,French,none,2025-12-11,referral,9
443,25-34,33,female,high,Latin American,Indian,none,2026-01-07,social_media,2
444,25-34,28,male,low,Japanese,Donuts,none,2026-01-22,organic,4
445,55-64,64,female,medium,Asian/Asian Fusion,Sandwiches,gluten_free,2026-01-19,organic,0
446,65+,85,male,medium,Mediterranean,American,none,2025-09-27,paid_search,4
447,65+,66,male,low,Japanese,Sandwiches,vegetarian,2026-02-01,restaurant_qr,2
448,45-54,48,male,low,American,Donuts,none,2025-09-12,referral,1
449,25-34,26,male,medium,Latin American,Italian,none,2025-10-22,paid_search,2
450,18-24,24,male,medium,Japanese,"Juice, Smoothies, Fruit Salads",none,2025-10-15,organic,8
451,45-54,46,male,medium,Thai,Donuts,none,2025-10-11,paid_search,2
452,35-44,38,male,medium,Chicken,Italian,none,2025-09-08,social_media,1
453,35-44,40,male,medium,Pizza,Mexican,none,2026-01-19,referral,0
454,55-64,61,male,medium,Italian,Thai,halal,2025-11-28,organic,5
455,18-24,19,male,medium,Latin American,Japanese,none,2025-09-23,social_media,8
456,35-44,37,male,high,Mediterranean,Bakery Products/Desserts,none,2026-01-29,social_media,15
457,18-24,20,female,medium,Chinese,Asian/Asian Fusion,halal,2025-09-13,restaurant_qr,6
458,35-44,44,female,medium,Japanese,Asian/Asian Fusion,vegetarian,2025-09-23,restaurant_qr,13
459,18-24,23,female,low,Mexican,Japanese,none,2026-02-04,referral,0
460,18-24,22,female,medium,Indian,Mediterranean,none,2025-11-07,social_media,6
461,18-24,21,female,low,Asian/Asian Fusion,American,kosher,2025-10-24,organic,5
462,45-54,47,female,medium,Bakery Products/Desserts,Donuts,none,2026-01-05,referral,3
463,45-54,46,male,medium,Asian/Asian Fusion,French,none,2025-10-31,paid_search,1
464,35-44,42,female,high,Pizza,Mediterranean,none,2025-11-16,organic,6
465,65+,85,male,low,Sandwiches,Mediterranean,none,2025-10-23,paid_search,3
466,25-34,25,female,medium,Mediterranean,Mexican,none,2025-12-11,referral,8
467,25-34,27,female,medium,Donuts,Bakery Products/Desserts,none,2025-09-25,organic,4
468,55-64,64,male,low,Latin American,Pizza,none,2025-11-02,paid_search,0
469,25-34,32,male,low,Asian/Asian Fusion,Mediterranean,none,2026-01-09,paid_search,6
470,65+,68,female,low,Bakery Products/Desserts,Thai,none,2025-12-01,organic,2
471,18-24,23,male,low,Asian/Asian Fusion,Mediterranean,halal,2025-10-16,organic,2
472,65+,74,male,low,Korean,Bakery Products/Desserts,kosher,2026-02-08,referral,14
473,18-24,21,female,low,Sandwiches,Other,none,2026-01-27,referral,4
474,55-64,56,female,low,Donuts,Asian/Asian Fusion,none,2025-11-12,organic,4
475,35-44,41,male,medium,Other,"Juice, Smoothies, Fruit Salads",none,2026-01-12,referral,2
476,65+,69,male,medium,Korean,Asian/Asian Fusion,none,2025-10-24,referral,8
477,18-24,22,male,high,Sandwiches,Bakery Products/Desserts,none,2025-12-19,paid_search,1
478,35-44,40,male,medium,Coffee/Tea,American,none,2025-12-08,social_media,8
479,65+,77,female,medium,Chinese,Latin American,kosher,2026-01-08,restaurant_qr,7
480,35-44,43,female,high,Latin American,Thai,none,2025-11-22,paid_search,13
481,35-44,40,female,medium,Thai,Italian,none,2025-10-29,organic,6
482,45-54,52,male,medium,Mexican,Thai,none,2025-09-15,restaurant_qr,4
483,35-44,41,male,medium,Asian/Asian Fusion,Japanese,none,2026-01-16,social_media,7
484,35-44,43,male,low,Korean,"Juice, Smoothies, Fruit Salads",vegetarian,2025-10-16,organic,8
485,35-44,38,female,low,"Juice, Smoothies, Fruit Salads",Coffee/Tea,none,2025-11-17,social_media,8
486,55-64,56,female,medium,American,Asian/Asian Fusion,none,2025-10-03,paid_search,7
487,18-24,24,female,medium,Italian,Sandwiches,halal,2025-10-07,referral,1
488,25-34,30,male,low,Donuts,Mediterranean,none,2025-11-16,paid_search,2
489,65+,81,male,high,Indian,Sandwiches,gluten_free,2026-01-18,organic,1
490,55-64,63,female,medium,Asian/Asian Fusion,Sandwiches,none,2025-09-16,social_media,2
491,35-44,43,male,medium,Mexican,American,none,2025-10-19,paid_search,4
492,35-44,36,female,high,Latin American,Indian,none,2026-01-13,organic,3
493,25-34,27,male,medium,Thai,Asian/Asian Fusion,none,2025-10-27,social_media,1
494,25-34,29,female,high,Italian,Coffee/Tea,none,2026-02-23,referral,1
495,35-44,39,male,medium,Chinese,Sandwiches,none,2026-02-14,organic,14
496,25-34,25,female,low,Other,Mediterranean,none,2025-10-24,social_media,1
497,35-44,42,male,medium,Pizza,Japanese,none,2025-11-07,organic,3
498,18-24,21,female,medium,Coffee/Tea,Mexican,none,2026-01-24,organic,3
499,65+,68,female,medium,Latin American,Coffee/Tea,none,2025-09-18,paid_search,2
500,65+,77,female,high,Chinese,French,none,2025-10-28,organic,8
501,45-54,51,female,medium,Mexican,Other,none,2025-12-11,referral,5
502,35-44,44,female,medium,American,Korean,none,2025-12-30,organic,5
503,25-34,27,male,high,Thai,Latin American,kosher,2025-12-20,social_media,2
504,55-64,60,female,medium,Sandwiches,Donuts,none,2025-10-28,organic,5
505,45-54,54,male,medium,"Juice, Smoothies, Fruit Salads",Mediterranean,none,2025-09-22,restaurant_qr,2
506,25-34,34,male,high,Bakery Products/Desserts,Coffee/Tea,none,2025-12-26,social_media,7
507,65+,76,male,low,Korean,Thai,none,2026-01-31,social_media,4
508,55-64,63,female,medium,"Juice, Smoothies, Fruit Salads",Thai,none,2026-02-10,organic,3
509,65+,65,female,high,Mediterranean,Asian/Asian Fusion,halal,2025-12-10,paid_search,5
510,45-54,49,male,medium,Italian,American,halal,2025-11-15,organic,1
511,35-44,38,male,medium,Thai,Sandwiches,none,2025-10-01,restaurant_qr,1
512,35-44,42,female,medium,Asian/Asian Fusion,Mexican,none,2025-10-21,paid_search,1
513,65+,75,female,medium,Italian,Coffee/Tea,none,2026-01-24,social_media,3
514,55-64,55,female,high,American,Japanese,none,2025-10-21,social_media,8
515,18-24,18,male,low,Korean,Asian/Asian Fusion,none,2025-12-15,paid_search,6
516,18-24,23,female,low,American,Mediterranean,none,2025-12-03,social_media,3
517,25-34,28,female,low,Donuts,Indian,none,2025-10-07,social_media,5
518,55-64,63,male,medium,Coffee/Tea,Pizza,vegetarian,2025-12-04,social_media,6
519,65+,75,female,medium,Thai,Sandwiches,none,2025-09-07,paid_search,2
520,25-34,29,female,high,Pizza,Asian/Asian Fusion,none,2026-01-28,paid_search,5
521,35-44,39,male,medium,Mexican,Pizza,kosher,2026-01-03,organic,5
522,25-34,29,male,medium,Mediterranean,Latin American,none,2026-02-02,referral,1
523,65+,81,female,low,Indian,Japanese,halal,2026-01-26,social_media,5
524,55-64,55,female,medium,American,Chicken,none,2025-10-28,paid_search,9
525,55-64,62,female,medium,Italian,Sandwiches,none,2025-10-15,restaurant_qr,3
526,35-44,42,female,low,Italian,Thai,kosher,2025-12-27,organic,12
527,35-44,40,male,low,Chinese,Indian,none,2026-01-19,referral,2
528,25-34,28,female,low,Sandwiches,Mexican,none,2025-12-07,restaurant_qr,1
529,18-24,19,female,low,Sandwiches,Bakery Products/Desserts,none,2025-10-16,referral,2
530,55-64,56,female,medium,Thai,Mediterranean,none,2025-11-11,referral,6
531,55-64,63,male,low,Latin American,Indian,none,2026-02-15,paid_search,4
532,65+,69,male,medium,Thai,Pizza,halal,2025-12-23,organic,6
533,65+,84,male,high,Other,Thai,kosher,2025-11-17,social_media,3
534,35-44,44,female,medium,Bakery Products/Desserts,"Juice, Smoothies, Fruit Salads",kosher,2025-10-03,organic,3
535,45-54,45,male,high,Japanese,Chinese,none,2025-12-28,organic,4
536,65+,67,male,medium,Indian,Mediterranean,none,2026-01-20,referral,4
537,55-64,60,female,medium,Indian,Bakery Products/Desserts,none,2025-12-21,organic,11
538,25-34,29,female,high,Pizza,Chinese,halal,2026-01-05,restaurant_qr,5
539,35-44,39,female,low,Latin American,"Juice, Smoothies, Fruit Salads",none,2025-10-02,referral,2
540,18-24,20,female,high,"Juice, Smoothies, Fruit Salads",Korean,none,2026-02-05,referral,8
541,65+,69,female,low,Latin American,Italian,none,2025-11-17,referral,6
542,35-44,35,female,medium,Latin American,Chinese,none,2025-10-19,referral,6
543,25-34,25,female,low,Thai,Chinese,none,2025-11-03,referral,1
544,45-54,47,male,medium,Korean,Other,gluten_free,2025-09-21,social_media,6
545,35-44,44,female,medium,Latin American,Korean,gluten_free,2026-02-21,organic,0
546,25-34,28,male,medium,"Juice, Smoothies, Fruit Salads",Italian,none,2026-01-01,referral,3
547,18-24,22,male,medium,Indian,Pizza,none,2025-10-28,referral,5
548,45-54,46,male,medium,Mexican,Donuts,gluten_free,2026-01-12,paid_search,11
549,35-44,42,male,low,Thai,Mexican,none,2026-01-10,organic,10
550,45-54,46,female,low,Mexican,"Juice, Smoothies, Fruit Salads",none,2025-12-22,social_media,4
551,35-44,43,male,high,French,Pizza,none,2026-01-24,organic,2
552,55-64,56,female,medium,Mediterranean,Mexican,none,2026-01-30,restaurant_qr,12
553,35-44,43,female,high,Indian,French,none,2025-09-14,restaurant_qr,8
554,35-44,41,male,high,"Juice, Smoothies, Fruit Salads",Italian,none,2025-12-30,organic,20
555,55-64,62,female,medium,Latin American,Asian/Asian Fusion,none,2025-11-29,social_media,4
556,25-34,26,female,medium,Other,Asian/Asian Fusion,none,2026-02-16,organic,10
557,25-34,31,male,low,Thai,French,gluten_free,2025-09-19,social_media,4
558,18-24,21,male,low,Indian,Sandwiches,vegetarian,2025-09-19,organic,4
559,45-54,50,male,low,Mediterranean,Pizza,vegetarian,2025-12-13,social_media,4
560,35-44,38,female,medium,Bakery Products/Desserts,Sandwiches,none,2026-02-22,paid_search,7
561,45-54,51,male,medium,Indian,Asian/Asian Fusion,none,2025-09-29,organic,2
562,25-34,28,female,medium,Sandwiches,Coffee/Tea,none,2026-01-25,paid_search,5
563,25-34,26,male,medium,Korean,Other,kosher,2026-01-13,organic,2
564,18-24,19,male,medium,Asian/Asian Fusion,French,none,2025-12-07,social_media,3
565,25-34,31,male,medium,"Juice, Smoothies, Fruit Salads",Donuts,none,2026-02-02,organic,9
566,35-44,42,male,medium,French,Donuts,none,2026-01-10,paid_search,9
567,25-34,26,female,low,"Juice, Smoothies, Fruit Salads",Italian,none,2025-11-18,referral,3
568,35-44,39,male,low,Pizza,Indian,none,2025-09-13,referral,6
569,55-64,55,male,medium,Coffee/Tea,American,gluten_free,2025-11-21,referral,0
570,25-34,31,female,medium,"Juice, Smoothies, Fruit Salads",Sandwiches,halal,2026-02-01,restaurant_qr,5
571,35-44,42,male,medium,Indian,Bakery Products/Desserts,none,2025-10-26,organic,1
572,45-54,50,female,low,Pizza,Japanese,gluten_free,2025-12-10,organic,7
573,25-34,29,male,medium,Asian/Asian Fusion,French,none,2026-02-20,social_media,13
574,35-44,40,male,low,Thai,Latin American,none,2025-11-16,referral,6
575,55-64,56,male,low,Pizza,Coffee/Tea,none,2025-09-16,restaurant_qr,13
576,65+,65,female,medium,Donuts,French,none,2026-03-01,organic,2
577,25-34,31,male,medium,French,Japanese,none,2026-01-22,paid_search,3
578,65+,75,male,medium,American,Chicken,halal,2026-02-09,organic,3
579,35-44,44,male,high,Italian,Chinese,none,2025-12-27,referral,17
580,25-34,26,female,medium,Mexican,Indian,none,2026-02-15,social_media,4
581,35-44,36,female,medium,Mexican,Coffee/Tea,none,2025-10-21,organic,6
582,65+,81,male,low,Thai,Sandwiches,vegetarian,2025-12-31,paid_search,7
583,35-44,44,female,medium,Korean,Donuts,none,2025-10-05,social_media,8
584,25-34,32,male,medium,Bakery Products/Desserts,French,none,2025-10-15,referral,2
585,45-54,52,male,medium,"Juice, Smoothies, Fruit Salads",Coffee/Tea,none,2025-12-05,organic,2
586,25-34,25,male,medium,Bakery Products/Desserts,Pizza,none,2025-11-17,referral,8
587,18-24,21,male,low,Japanese,Mexican,none,2026-01-27,social_media,6
588,18-24,20,female,medium,Sandwiches,Indian,none,2025-10-29,referral,5
589,18-24,18,female,high,Pizza,"Juice, Smoothies, Fruit Salads",none,2025-11-12,referral,6
590,25-34,28,female,high,Asian/Asian Fusion,Sandwiches,none,2025-09-07,organic,3
591,25-34,25,female,medium,Sandwiches,Other,vegetarian,2026-01-28,organic,6
592,45-54,45,female,medium,"Juice, Smoothies, Fruit Salads",Coffee/Tea,none,2025-11-24,social_media,4
593,25-34,27,male,medium,Indian,Mexican,none,2025-12-31,organic,6
594,25-34,29,male,medium,Chinese,"Juice, Smoothies, Fruit Salads",gluten_free,2026-02-20,referral,6
595,55-64,59,male,low,Asian/Asian Fusion,Japanese,none,2025-12-08,social_media,7
596,35-44,43,male,medium,Mediterranean,French,kosher,2025-12-27,referral,3
597,45-54,54,male,medium,Latin American,Thai,none,2025-12-15,organic,3
598,25-34,26,male,high,Thai,Mediterranean,none,2026-03-01,organic,2
599,25-34,26,male,medium,Japanese,Mexican,none,2025-10-20,social_media,0
600,18-24,23,male,medium,"Juice, Smoothies, Fruit Salads",Japanese,gluten_free,2025-12-12,organic,3
601,25-34,33,female,medium,Donuts,French,none,2026-02-15,social_media,4
602,25-34,25,female,medium,Bakery Products/Desserts,Sandwiches,none,2026-02-02,referral,2
603,25-34,33,female,medium,Asian/Asian Fusion,French,gluten_free,2026-02-07,paid_search,2
604,18-24,18,male,low,"Juice, Smoothies, Fruit Salads",Mediterranean,none,2025-11-13,referral,2
605,18-24,22,male,medium,Other,Chicken,none,2025-11-15,organic,3
606,35-44,43,female,high,Latin American,Sandwiches,none,2025-10-08,organic,5
607,25-34,29,female,medium,Chicken,Mediterranean,none,2025-11-09,restaurant_qr,10
608,25-34,33,male,low,"Juice, Smoothies, Fruit Salads",Bakery Products/Desserts,none,2025-11-24,restaurant_qr,3
609,35-44,38,female,medium,Korean,Thai,none,2025-10-12,paid_search,2
610,45-54,46,female,high,Indian,Bakery Products/Desserts,none,2025-10-11,restaurant_qr,5
611,18-24,22,male,low,American,Other,none,2025-10-14,paid_search,3
612,55-64,60,female,medium,Japanese,American,kosher,2026-02-02,organic,1
613,35-44,38,female,high,Asian/Asian Fusion,Pizza,halal,2026-01-19,organic,4
614,18-24,23,male,medium,Asian/Asian Fusion,Pizza,none,2025-11-23,restaurant_qr,8
615,55-64,57,male,high,Italian,Sandwiches,vegetarian,2025-12-31,organic,7
616,65+,70,male,medium,Donuts,Sandwiches,none,2025-10-30,social_media,3
617,18-24,19,female,medium,Italian,French,none,2025-12-28,social_media,3
618,25-34,26,female,medium,Mediterranean,Pizza,vegetarian,2026-01-30,social_media,6
619,55-64,63,female,low,Asian/Asian Fusion,Donuts,none,2025-12-11,paid_search,3
620,45-54,51,male,low,Thai,Indian,none,2026-02-20,organic,5
621,25-34,27,male,medium,Latin American,Chicken,vegetarian,2026-02-22,organic,4
622,25-34,25,female,low,Korean,Pizza,none,2025-10-04,social_media,7
623,25-34,32,male,medium,Asian/Asian Fusion,Indian,halal,2026-01-02,social_media,3
624,35-44,40,female,high,Indian,French,none,2025-09-05,social_media,5
625,35-44,41,female,high,Pizza,Mexican,none,2026-01-31,social_media,11
626,25-34,33,female,medium,French,Pizza,none,2025-10-08,organic,3
627,35-44,39,female,high,Korean,Bakery Products/Desserts,none,2026-02-10,referral,2
628,45-54,45,male,medium,Thai,American,vegetarian,2026-01-13,social_media,1
629,18-24,21,female,medium,Pizza,Chicken,none,2025-10-23,organic,11
630,25-34,34,female,low,French,Thai,none,2026-01-24,paid_search,4
631,45-54,51,male,medium,Bakery Products/Desserts,Sandwiches,none,2025-10-24,referral,4
632,55-64,59,female,medium,Donuts,Mediterranean,none,2025-10-21,referral,6
633,35-44,37,male,medium,Chicken,French,none,2025-11-22,organic,5
634,35-44,43,male,medium,Donuts,French,kosher,2026-01-07,social_media,20
635,18-24,18,female,low,Other,Asian/Asian Fusion,none,2025-10-31,organic,1
636,35-44,35,female,medium,French,Thai,none,2026-02-05,organic,4
637,35-44,35,female,high,French,Japanese,halal,2025-10-22,social_media,2
638,25-34,27,female,medium,Bakery Products/Desserts,French,none,2026-02-21,social_media,1
639,25-34,30,female,high,Mediterranean,"Juice, Smoothies, Fruit Salads",none,2026-01-27,referral,6
640,25-34,34,male,high,Chicken,Coffee/Tea,vegetarian,2026-01-18,organic,3
641,18-24,20,male,high,Pizza,Thai,none,2025-12-18,organic,3
642,25-34,27,female,high,Thai,Mexican,none,2025-11-28,paid_search,3
643,25-34,32,male,high,American,Bakery Products/Desserts,none,2026-02-08,organic,0
644,25-34,34,male,medium,American,Mexican,gluten_free,2025-12-22,organic,4
645,18-24,19,male,low,Sandwiches,American,kosher,2025-10-23,organic,3
646,55-64,63,male,medium,Coffee/Tea,Latin American,vegetarian,2025-11-28,paid_search,7
647,35-44,37,male,medium,Japanese,Chicken,none,2026-01-29,organic,3
648,45-54,49,female,low,Donuts,Korean,none,2025-11-16,social_media,1
649,45-54,54,female,low,Japanese,American,none,2025-10-09,organic,3
650,35-44,42,male,high,"Juice, Smoothies, Fruit Salads",Chinese,none,2026-03-01,organic,0
651,18-24,19,female,high,Japanese,Coffee/Tea,none,2025-12-20,social_media,6
652,35-44,40,male,high,American,Thai,gluten_free,2025-09-07,organic,4
653,35-44,39,male,medium,Bakery Products/Desserts,Italian,halal,2026-01-11,social_media,1
654,45-54,54,female,low,Chicken,Indian,none,2025-10-12,organic,2
655,35-44,43,female,low,Other,Chicken,none,2026-02-15,paid_search,0
656,18-24,21,female,low,Italian,Chicken,none,2026-01-08,organic,3
657,25-34,29,male,low,Mexican,Asian/Asian Fusion,none,2025-09-11,organic,1
658,25-34,26,female,low,Indian,Mexican,vegetarian,2026-02-22,social_media,4
659,45-54,49,female,high,Japanese,Sandwiches,vegetarian,2025-12-18,restaurant_qr,6
660,35-44,38,female,medium,Chicken,French,none,2026-01-15,organic,3
661,25-34,31,female,low,Thai,Mediterranean,none,2025-12-23,paid_search,2
662,65+,70,female,low,"Juice, Smoothies, Fruit Salads",Donuts,none,2025-11-08,social_media,4
663,35-44,36,female,medium,Asian/Asian Fusion,"Juice, Smoothies, Fruit Salads",none,2025-10-06,paid_search,3
664,25-34,29,male,low,Chicken,Coffee/Tea,none,2025-09-17,referral,5
665,18-24,24,female,high,Mediterranean,Japanese,none,2025-10-30,organic,4
666,25-34,31,female,medium,Italian,American,none,2025-10-14,restaurant_qr,7
667,25-34,29,female,medium,Korean,Thai,halal,2025-11-05,paid_search,15
668,25-34,33,female,medium,Japanese,Latin American,none,2026-01-18,organic,15
669,25-34,28,male,low,Chinese,Mexican,none,2026-02-10,referral,14
670,25-34,27,male,medium,Donuts,Japanese,none,2025-10-05,social_media,2
671,25-34,28,female,medium,Bakery Products/Desserts,French,none,2026-02-09,paid_search,1
672,55-64,59,male,medium,Mediterranean,Indian,none,2025-12-10,social_media,11
673,18-24,22,female,low,Asian/Asian Fusion,Chicken,none,2026-01-04,social_media,5
674,35-44,40,female,medium,Mediterranean,Chinese,none,2025-09-05,organic,2
675,35-44,37,male,medium,Bakery Products/Desserts,Indian,none,2025-12-18,social_media,5
676,65+,66,male,high,Other,Mediterranean,vegetarian,2025-11-24,organic,1
677,18-24,23,male,medium,Japanese,American,none,2025-09-29,referral,5
678,25-34,28,female,medium,"Juice, Smoothies, Fruit Salads",Sandwiches,vegetarian,2025-09-25,restaurant_qr,4
679,65+,80,male,medium,Coffee/Tea,Pizza,none,2025-11-12,paid_search,13
680,55-64,59,female,medium,Sandwiches,Mexican,none,2025-11-07,paid_search,2
681,55-64,58,female,medium,Sandwiches,Chicken,none,2025-09-24,organic,0
682,25-34,27,male,medium,Japanese,Mediterranean,none,2026-01-19,organic,9
683,25-34,32,female,medium,Chicken,Chinese,kosher,2025-12-24,restaurant_qr,5
