borough,block,lot,bbl,address,zipcode,latitude,longitude,landuse,lotarea,bldgarea,comarea,retailarea,officearea,resarea,numfloors,unitsres,unitstotal,yearbuilt,commercial_area_proxy,has_commercial_space
MN,483,17,1004830017.0,524 BROADWAY,10012.0,40.7226928,-73.9984667,5.0,12372.0,143637.0,143637.0,23339.0,111310.0,0.0,11.0,0.0,18.0,1903.0,143637.0,1
MN,483,38,1004830038.0,438 BROOME STREET,10013.0,40.7217705,-73.9992063,3.0,3357.0,14253.0,1100.0,1100.0,0.0,13153.0,5.0,7.0,8.0,1885.0,1100.0,1
MN,483,7501,1004837501.0,508 BROADWAY,10012.0,40.7222783,-73.9990656,4.0,2492.0,10961.0,3896.0,1700.0,0.0,7065.0,5.0,4.0,5.0,1854.0,3896.0,1
MN,484,1,1004840001.0,84 MERCER STREET,10012.0,40.7228574,-73.9995779,3.0,23200.0,125590.0,23200.0,23200.0,0.0,102390.0,6.0,19.0,26.0,1885.0,23200.0,1
MN,484,9,1004840009.0,525 BROADWAY,10012.0,40.7230386,-73.9991666,5.0,5004.0,45000.0,45000.0,5000.0,40000.0,0.0,8.0,0.0,15.0,1920.0,45000.0,1
MN,484,11,1004840011.0,523 BROADWAY,10012.0,40.7229508,-73.9992424,4.0,2407.0,8876.0,888.0,888.0,0.0,7988.0,5.0,4.0,5.0,1854.0,888.0,1
MN,484,12,1004840012.0,521 BROADWAY,10012.0,40.7229178,-73.9993326,4.0,3462.0,13730.0,4740.0,4740.0,0.0,0.0,5.0,0.0,7.0,1854.0,4740.0,1
MN,484,24,1004840024.0,495 BROADWAY,10012.0,40.7222481,-74.0000577,5.0,9766.0,77066.0,77066.0,4817.0,61425.0,0.0,8.0,0.0,9.0,1893.0,77066.0,1
MN,484,28,1004840028.0,489 BROADWAY,10012.0,40.722034,-74.0000541,4.0,2142.0,10710.0,2000.0,2000.0,0.0,8710.0,5.0,8.0,11.0,1860.0,2000.0,1
MN,484,31,1004840031.0,448 BROOME STREET,10013.0,40.7221877,-74.0002814,3.0,1250.0,5175.0,1035.0,1035.0,0.0,4140.0,5.0,4.0,5.0,1871.0,1035.0,1
MN,484,32,1004840032.0,450 BROOME STREET,10013.0,40.7222454,-74.0003968,3.0,2540.0,23700.0,4600.0,4600.0,0.0,19100.0,9.0,8.0,9.0,1895.0,4600.0,1
MN,485,3,1004850003.0,62 GREENE STREET,10012.0,40.7229316,-74.0007865,3.0,4800.0,23319.0,6169.0,4500.0,0.0,17150.0,5.0,4.0,5.0,1873.0,6169.0,1
MN,485,5,1004850005.0,66 GREENE STREET,10012.0,40.7230139,-74.0007143,4.0,2258.0,9738.0,3998.0,2085.0,0.0,5740.0,5.0,4.0,5.0,1873.0,3998.0,1
MN,485,6,1004850006.0,68 GREENE STREET,10012.0,40.7230715,-74.0006674,4.0,2825.0,12880.0,12880.0,5320.0,7560.0,0.0,5.0,0.0,5.0,1873.0,12880.0,1
MN,485,8,1004850008.0,72 GREENE STREET,10012.0,40.7232499,-74.0005159,5.0,7500.0,45000.0,33750.0,18500.0,15250.0,11250.0,5.0,3.0,10.0,1873.0,33750.0,1
MN,485,11,1004850011.0,78 GREENE STREET,10012.0,40.7233625,-74.0004221,4.0,2500.0,13750.0,11458.0,2292.0,2292.0,2292.0,6.0,1.0,7.0,1901.0,11458.0,1
MN,485,12,1004850012.0,80 GREENE STREET,10012.0,40.7234503,-74.0003463,3.0,5000.0,21100.0,2100.0,2100.0,0.0,19000.0,6.0,7.0,8.0,1873.0,2100.0,1
MN,485,16,1004850016.0,120 SPRING STREET,10012.0,40.7235409,-74.0001768,5.0,741.0,1428.0,1428.0,1091.0,337.0,0.0,2.0,0.0,1.0,1825.0,1428.0,1
MN,485,17,1004850017.0,118 SPRING STREET,10012.0,40.7235107,-74.0001227,4.0,1164.0,9103.0,3472.0,1144.0,2328.0,5631.0,7.0,5.0,7.0,1900.0,3472.0,1
MN,485,18,1004850018.0,114 SPRING STREET,10012.0,40.7234448,-74.0000685,3.0,2227.0,14813.0,2230.0,2230.0,0.0,12583.0,7.0,6.0,7.0,1895.0,2230.0,1
MN,485,22,1004850022.0,91 MERCER STREET,10012.0,40.7232362,-74.000083,3.0,5000.0,27500.0,7700.0,7700.0,0.0,19800.0,6.0,10.0,11.0,1901.0,7700.0,1
MN,485,29,1004850029.0,79 MERCER STREET,10012.0,40.7228657,-74.0003968,5.0,2450.0,13475.0,13475.0,2200.0,11275.0,0.0,6.0,5.0,6.0,1893.0,13475.0,1
MN,485,32,1004850032.0,71 MERCER STREET,10012.0,40.72269,-74.0005448,4.0,2517.0,14323.0,2400.0,2400.0,0.0,11923.0,6.0,6.0,7.0,1901.0,2400.0,1
MN,485,33,1004850033.0,69 MERCER STREET,10012.0,40.7226324,-74.0005953,5.0,2600.0,14091.0,14091.0,5000.0,9091.0,0.0,5.0,0.0,8.0,1876.0,14091.0,1
MN,485,34,1004850034.0,454 BROOME STREET,10013.0,40.7224265,-74.0006061,3.0,2500.0,12415.0,2400.0,2400.0,0.0,10015.0,5.0,4.0,6.0,1880.0,2400.0,1
MN,485,35,1004850035.0,456 BROOME STREET,10013.0,40.7224677,-74.0006855,2.0,2500.0,10630.0,2000.0,2000.0,0.0,8630.0,5.0,4.0,5.0,1867.0,2000.0,1
MN,485,36,1004850036.0,458 BROOME STREET,10013.0,40.7225061,-74.0007648,2.0,2500.0,10630.0,2126.0,2126.0,0.0,8504.0,5.0,4.0,5.0,1867.0,2126.0,1
MN,1141,120,1011410120.0,131 WEST 69 STREET,10023.0,40.7761287,-73.9811853,1.0,1808.0,5667.0,0.0,0.0,0.0,4458.0,5.0,1.0,1.0,1892.0,0.0,0
MN,1141,122,1011410122.0,125 WEST 69 STREET,10023.0,40.7760601,-73.9810192,1.0,1640.0,5049.0,0.0,0.0,0.0,3892.0,3.5,2.0,2.0,1882.0,0.0,0
MN,1141,126,1011410126.0,115 WEST 69 STREET,10023.0,40.7759283,-73.9807088,1.0,2109.0,6514.0,0.0,0.0,0.0,5211.0,4.5,1.0,1.0,1891.0,0.0,0
MN,1141,149,1011410149.0,146 WEST 70 STREET,10023.0,40.7765432,-73.981391,2.0,1607.0,4478.0,0.0,0.0,0.0,4478.0,4.0,8.0,8.0,1889.0,0.0,0
MN,1142,20,1011420020.0,133 WEST 70 STREET,10023.0,40.7767874,-73.9807916,8.0,2000.0,6396.0,6396.0,0.0,0.0,0.0,5.0,0.0,1.0,1886.0,6396.0,1
MN,1142,21,1011420021.0,129 WEST 70 STREET,10023.0,40.7767352,-73.9806652,2.0,1816.0,5771.0,0.0,0.0,0.0,5771.0,4.0,5.0,5.0,1886.0,0.0,0
MN,1142,22,1011420022.0,127 WEST 70 STREET,10023.0,40.7767133,-73.9806074,2.0,2008.0,6600.0,0.0,0.0,0.0,6600.0,4.0,10.0,10.0,1886.0,0.0,0
MN,1142,23,1011420023.0,125 WEST 70 STREET,10023.0,40.7766858,-73.9805461,2.0,2008.0,5016.0,0.0,0.0,0.0,5016.0,4.0,10.0,10.0,1886.0,0.0,0
MN,1142,27,1011420027.0,113 WEST 70 STREET,10023.0,40.7765293,-73.9801742,2.0,1908.0,5836.0,0.0,0.0,0.0,5836.0,4.0,10.0,10.0,1885.0,0.0,0
MN,1142,28,1011420028.0,111 WEST 70 STREET,10023.0,40.7765046,-73.9801128,2.0,1858.0,7512.0,0.0,0.0,0.0,7512.0,4.0,10.0,10.0,1885.0,0.0,0
MN,1142,29,1011420029.0,109 WEST 70 STREET,10023.0,40.7764799,-73.9800515,2.0,2008.0,7790.0,0.0,0.0,0.0,7790.0,4.0,10.0,10.0,1886.0,0.0,0
MN,1142,30,1011420030.0,105 WEST 70 STREET,10023.0,40.7764277,-73.9799287,2.0,1808.0,6750.0,0.0,0.0,0.0,6750.0,4.0,9.0,9.0,1886.0,0.0,0
MN,485,38,1004850038.0,462 BROOME STREET,10013.0,40.7225802,-74.0009127,2.0,2513.0,14980.0,2996.0,2996.0,0.0,11984.0,5.0,4.0,5.0,1866.0,2996.0,1
MN,485,39,1004850039.0,464 BROOME STREET,10013.0,40.7226187,-74.0009921,2.0,2525.0,12625.0,2525.0,2525.0,0.0,10100.0,5.0,5.0,6.0,1860.0,2525.0,1
MN,485,40,1004850040.0,468 BROOME STREET,10013.0,40.722679,-74.0011076,5.0,5000.0,23823.0,23823.0,5000.0,18823.0,0.0,5.0,0.0,8.0,1860.0,23823.0,1
MN,485,7501,1004857501.0,73 MERCER STREET,10012.0,40.7227779,-74.000469,4.0,5008.0,27175.0,8804.0,8804.0,0.0,18371.0,6.0,10.0,23.0,1876.0,8804.0,1
MN,485,7502,1004857502.0,60 GREENE STREET,10012.0,40.7228163,-74.0008803,4.0,5025.0,23372.0,8271.0,8271.0,0.0,15101.0,5.0,5.0,7.0,1871.0,8271.0,1
MN,485,7503,1004857503.0,70 GREENE STREET,10012.0,40.7231347,-74.0006133,4.0,2483.0,12495.0,3324.0,3324.0,0.0,9171.0,5.0,3.0,4.0,1860.0,3324.0,1
MN,485,7504,1004857504.0,83 MERCER STREET,10012.0,40.7229782,-74.0002994,4.0,2500.0,16187.0,4852.0,4852.0,0.0,11335.0,5.0,4.0,5.0,1872.0,4852.0,1
MN,486,2,1004860002.0,64 WOOSTER STREET,10012.0,40.7232637,-74.0015802,5.0,6517.0,48754.0,29654.0,0.0,29654.0,19100.0,8.0,5.0,10.0,1899.0,29654.0,1
MN,486,5,1004860005.0,70 WOOSTER STREET,10012.0,40.7234091,-74.0014611,3.0,5862.0,14600.0,5667.0,5667.0,0.0,8933.0,4.0,5.0,6.0,1869.0,5667.0,1
MN,486,8,1004860008.0,76 WOOSTER STREET,10012.0,40.7235656,-74.0013313,4.0,2500.0,10000.0,7500.0,5000.0,0.0,2500.0,3.0,1.0,3.0,1871.0,7500.0,1
MN,486,11,1004860011.0,84 WOOSTER STREET,10012.0,40.7238263,-74.0010751,5.0,9942.0,65972.0,62972.0,9425.0,53547.0,3000.0,7.0,1.0,25.0,1896.0,62972.0,1
MN,486,14,1004860014.0,90 WOOSTER STREET,10012.0,40.7239828,-74.0010715,5.0,2763.0,16123.0,16123.0,2687.0,13436.0,0.0,6.0,0.0,6.0,1890.0,16123.0,1
MN,486,17,1004860017.0,83 GREENE STREET,10012.0,40.7237934,-74.0006855,5.0,4943.0,12747.0,12747.0,12747.0,0.0,0.0,3.0,0.0,5.0,1880.0,12747.0,1
MN,486,19,1004860019.0,81 GREENE STREET,10012.0,40.7237001,-74.0007684,3.0,2500.0,10991.0,1760.0,1760.0,0.0,9231.0,5.0,7.0,8.0,1877.0,1760.0,1
MN,486,20,1004860020.0,79 GREENE STREET,10012.0,40.7236424,-74.0008153,5.0,2500.0,10175.0,10175.0,2300.0,7875.0,0.0,4.0,0.0,3.0,1838.0,10175.0,1
MN,486,21,1004860021.0,77 GREENE STREET,10012.0,40.7235848,-74.0008659,4.0,2500.0,12945.0,4189.0,2189.0,0.0,8756.0,5.0,4.0,6.0,1878.0,4189.0,1
MN,486,22,1004860022.0,75 GREENE STREET,10012.0,40.7235217,-74.0009019,5.0,2250.0,11223.0,11223.0,2211.0,9012.0,0.0,6.0,0.0,5.0,1877.0,11223.0,1
MN,486,23,1004860023.0,71 GREENE STREET,10012.0,40.7234558,-74.0009777,4.0,3750.0,16477.0,3300.0,3300.0,0.0,13177.0,5.0,4.0,5.0,1877.0,3300.0,1
MN,486,25,1004860025.0,69 GREENE STREET,10012.0,40.723368,-74.0010535,3.0,3760.0,16473.0,6590.0,3295.0,3295.0,9883.0,5.0,4.0,5.0,1877.0,6590.0,1
MN,486,26,1004860026.0,67 GREENE STREET,10012.0,40.7232966,-74.0011148,4.0,2625.0,10821.0,2000.0,2000.0,0.0,8821.0,5.0,4.0,5.0,1873.0,2000.0,1
MN,486,27,1004860027.0,65 GREENE STREET,10012.0,40.7232362,-74.0011581,4.0,2500.0,10500.0,4000.0,4000.0,0.0,6500.0,5.0,3.0,5.0,1873.0,4000.0,1
MN,486,38,1004860038.0,480 BROOME STREET,10013.0,40.7230276,-74.0018291,3.0,2500.0,12525.0,900.0,900.0,0.0,11625.0,6.0,5.0,6.0,1885.0,900.0,1
MN,486,39,1004860039.0,482 BROOME STREET,10013.0,40.7230688,-74.0019121,4.0,2500.0,16250.0,3750.0,3750.0,0.0,12500.0,6.0,5.0,6.0,1884.0,3750.0,1
MN,486,7502,1004867502.0,470 BROOME STREET,10013.0,40.722819,-74.0013998,4.0,5000.0,25923.0,16884.0,16884.0,0.0,9039.0,5.0,4.0,7.0,1867.0,16884.0,1
MN,486,7503,1004867503.0,57 GREENE STREET,10012.0,40.7230935,-74.0012771,4.0,10000.0,53332.0,14444.0,14444.0,0.0,38888.0,6.0,23.0,24.0,1877.0,14444.0,1
MN,487,4,1004870004.0,492 BROOME STREET,10013.0,40.7233076,-74.0024749,3.0,3000.0,16800.0,2800.0,2800.0,0.0,14000.0,6.0,4.0,7.0,1892.0,2800.0,1
MN,487,5,1004870005.0,496 BROOME STREET,10013.0,40.7233542,-74.0025651,6.0,1500.0,3832.0,3832.0,0.0,0.0,0.0,2.0,0.0,1.0,1885.0,3832.0,1
MN,487,6,1004870006.0,498 BROOME STREET,10013.0,40.7233844,-74.00263,4.0,1500.0,8567.0,1645.0,1645.0,0.0,6922.0,5.0,4.0,5.0,1885.0,1645.0,1
MN,487,7,1004870007.0,500 BROOME STREET,10013.0,40.7234173,-74.002695,4.0,1500.0,7500.0,7500.0,1500.0,1500.0,0.0,5.0,3.0,8.0,1874.0,7500.0,1
MN,487,8,1004870008.0,375 WEST BROADWAY,10012.0,40.7234338,-74.0022873,5.0,11140.0,61040.0,61040.0,11200.0,44800.0,0.0,5.0,0.0,12.0,1876.0,61040.0,1
MN,487,10,1004870010.0,379 WEST BROADWAY,10012.0,40.7235628,-74.0021791,5.0,11004.0,55120.0,55120.0,11024.0,44096.0,0.0,5.0,0.0,13.0,1867.0,55120.0,1
MN,487,18,1004870018.0,395 WEST BROADWAY,10012.0,40.7241337,-74.0019085,5.0,4338.0,3950.0,3950.0,3950.0,0.0,0.0,1.0,0.0,1.0,1937.0,3950.0,1
MN,1142,31,1011420031.0,103 WEST 70 STREET,10023.0,40.7764057,-73.9798746,4.0,1707.0,5630.0,700.0,700.0,0.0,4930.0,4.0,14.0,15.0,1886.0,700.0,1
MN,646,7501,1006467501.0,415 WEST 13 STREET,10014.0,40.740893,-74.0065064,5.0,15487.0,80330.0,80330.0,27182.0,42614.0,0.0,5.0,0.0,4.0,1901.0,80330.0,1
MN,646,7503,1006467503.0,29 9 AVENUE,10014.0,40.7405912,-74.0060517,5.0,10330.0,73409.0,25386.0,25386.0,0.0,0.0,6.0,0.0,2.0,1903.0,25386.0,1
MN,697,5,1006970005.0,553 WEST 25 STREET,10001.0,40.7501072,-74.0053524,5.0,7406.0,40926.0,40926.0,13500.0,27426.0,0.0,6.0,0.0,8.0,1891.0,40926.0,1
MN,697,13,1006970013.0,521 WEST 25 STREET,10001.0,40.7497258,-74.0044429,5.0,24687.0,81065.0,81065.0,18000.0,0.0,0.0,4.0,0.0,1.0,1901.0,81065.0,1
MN,697,27,1006970027.0,507 WEST 25 STREET,10001.0,40.7495144,-74.0035622,10.0,9875.0,6350.0,6350.0,0.0,0.0,0.0,1.0,0.0,1.0,1934.0,6350.0,1
MN,697,7501,1006977501.0,543 WEST 25 STREET,10001.0,40.7499343,-74.0049409,5.0,6458.0,73489.0,73489.0,0.0,0.0,0.0,20.0,0.0,21.0,2007.0,73489.0,1
MN,698,1,1006980001.0,244 11 AVENUE,10001.0,40.7509417,-74.0049446,5.0,34198.0,154433.0,154433.0,0.0,154433.0,0.0,7.0,0.0,2.0,1912.0,154433.0,1
MN,698,44,1006980044.0,510 WEST 27 STREET,10001.0,40.7503379,-74.0032194,6.0,7406.0,40000.0,40000.0,0.0,0.0,0.0,6.0,0.0,2.0,1910.0,40000.0,1
MN,698,57,1006980057.0,542 WEST 27 STREET,10001.0,40.7507249,-74.0041398,5.0,9326.0,49242.0,49242.0,16355.0,0.0,0.0,6.0,0.0,5.0,1907.0,49242.0,1
MN,699,63,1006990063.0,554 WEST 28 STREET,10001.0,40.7516224,-74.0043491,5.0,2469.0,4937.0,4937.0,4937.0,0.0,0.0,2.0,0.0,1.0,1885.0,4937.0,1
MN,712,11,1007120011.0,439 WEST 14 STREET,10014.0,40.7420568,-74.0068746,5.0,15487.0,46330.0,46330.0,0.0,0.0,0.0,3.0,0.0,3.0,1893.0,46330.0,1
MN,712,14,1007120014.0,421 WEST 14 STREET,10014.0,40.7417604,-74.0065931,5.0,17208.0,53685.0,53685.0,16698.0,33396.0,0.0,3.0,0.0,28.0,1914.0,53685.0,1
MN,712,21,1007120021.0,413 WEST 14 STREET,10014.0,40.7415957,-74.0061998,5.0,8603.0,38468.0,38468.0,8357.0,25162.0,0.0,4.0,0.0,2.0,1914.0,38468.0,1
MN,712,24,1007120024.0,409 WEST 14 STREET,10014.0,40.7415079,-74.0059904,5.0,5162.0,18489.0,18489.0,4845.0,13644.0,0.0,4.0,0.0,3.0,1876.0,18489.0,1
MN,712,26,1007120026.0,407 WEST 14 STREET,10014.0,40.7414777,-74.0058605,5.0,2950.0,12969.0,12969.0,5880.0,7089.0,0.0,4.0,0.0,1.0,1876.0,12969.0,1
MN,712,27,1007120027.0,405 WEST 14 STREET,10014.0,40.7414448,-74.0057811,4.0,2950.0,8590.0,8590.0,4295.0,4295.0,0.0,4.0,0.0,1.0,1878.0,8590.0,1
MN,717,39,1007170039.0,159 9 AVENUE,10011.0,40.7444586,-74.0032191,4.0,2627.0,6032.0,1500.0,1500.0,0.0,4532.0,4.0,3.0,4.0,1861.0,1500.0,1
MN,717,42,1007170042.0,165 9 AVENUE,10011.0,40.7445574,-74.0030964,4.0,1386.0,4915.0,1200.0,1200.0,0.0,3715.0,5.0,4.0,5.0,1845.0,1200.0,1
MN,717,45,1007170045.0,402 WEST 20 STREET,10011.0,40.7446425,-74.003248,2.0,1971.0,6545.0,0.0,0.0,0.0,6545.0,5.0,5.0,5.0,1897.0,0.0,0
MN,717,46,1007170046.0,404 WEST 20 STREET,10011.0,40.744637,-74.0033562,1.0,2700.0,4562.0,0.0,0.0,0.0,3437.0,3.0,2.0,2.0,1830.0,0.0,0
MN,717,47,1007170047.0,406 WEST 20 STREET,10011.0,40.7446727,-74.0034212,2.0,2227.0,3696.0,0.0,0.0,0.0,2772.0,3.0,3.0,3.0,1840.0,0.0,0
MN,717,48,1007170048.0,408 WEST 20 STREET,10011.0,40.7447001,-74.0034862,2.0,2227.0,4410.0,0.0,0.0,0.0,3528.0,4.0,3.0,3.0,1840.0,0.0,0
MN,717,50,1007170050.0,412 WEST 20 STREET,10011.0,40.744755,-74.0036197,2.0,2229.0,4730.0,0.0,0.0,0.0,4730.0,3.5,4.0,4.0,1840.0,0.0,0
MN,717,51,1007170051.0,414 WEST 20 STREET,10011.0,40.7447852,-74.0036919,2.0,2227.0,4730.0,0.0,0.0,0.0,4730.0,3.5,5.0,5.0,1840.0,0.0,0
MN,717,52,1007170052.0,416 WEST 20 STREET,10011.0,40.7448154,-74.0037641,2.0,2248.0,4730.0,0.0,0.0,0.0,4730.0,3.5,5.0,5.0,1840.0,0.0,0
MN,717,53,1007170053.0,418 WEST 20 STREET,10011.0,40.7448429,-74.003829,2.0,2227.0,5230.0,0.0,0.0,0.0,5230.0,3.5,5.0,5.0,1840.0,0.0,0
MN,717,61,1007170061.0,434 WEST 20 STREET,10011.0,40.7450954,-74.0044606,2.0,2800.0,11125.0,0.0,0.0,0.0,11125.0,4.0,7.0,7.0,1857.0,0.0,0
MN,717,62,1007170062.0,436 WEST 20 STREET,10011.0,40.7451393,-74.0045328,2.0,2574.0,5247.0,0.0,0.0,0.0,5247.0,5.0,7.0,7.0,1835.0,0.0,0
MN,717,63,1007170063.0,438 WEST 20 STREET,10011.0,40.7451832,-74.0045905,1.0,1533.0,4151.0,0.0,0.0,0.0,4151.0,5.0,1.0,1.0,1854.0,0.0,0
MN,717,64,1007170064.0,440 WEST 20 STREET,10011.0,40.7452024,-74.004641,1.0,1533.0,3971.0,0.0,0.0,0.0,3971.0,5.0,2.0,2.0,1854.0,0.0,0
MN,717,65,1007170065.0,442 WEST 20 STREET,10011.0,40.7452244,-74.0046916,2.0,1533.0,3119.0,0.0,0.0,0.0,3119.0,4.0,3.0,3.0,1854.0,0.0,0
MN,717,66,1007170066.0,444 WEST 20 STREET,10011.0,40.7452545,-74.0047601,2.0,2300.0,5400.0,0.0,0.0,0.0,4050.0,2.0,3.0,3.0,1854.0,0.0,0
MN,717,67,1007170067.0,446 WEST 20 STREET,10011.0,40.745282,-74.0048251,1.0,1533.0,3392.0,0.0,0.0,0.0,3392.0,4.0,2.0,2.0,1855.0,0.0,0
MN,1142,32,1011420032.0,101 WEST 70 STREET,10023.0,40.7763755,-73.979806,4.0,2510.0,12200.0,3300.0,2200.0,1100.0,8900.0,6.0,10.0,17.0,1886.0,3300.0,1
MN,1142,33,1011420033.0,100 WEST 71 STREET,10023.0,40.776628,-73.9796182,4.0,2510.0,12150.0,2300.0,2300.0,0.0,9850.0,5.0,10.0,13.0,1886.0,2300.0,1
MN,1142,34,1011420034.0,102 WEST 71 STREET,10023.0,40.7766582,-73.9796904,4.0,1808.0,4775.0,900.0,900.0,0.0,3875.0,4.0,8.0,9.0,1886.0,900.0,1
MN,1142,35,1011420035.0,104 WEST 71 STREET,10023.0,40.7766829,-73.9797481,4.0,1808.0,5170.0,750.0,750.0,0.0,4420.0,4.0,16.0,17.0,1886.0,750.0,1
MN,1142,36,1011420036.0,106 WEST 71 STREET,10023.0,40.7767049,-73.9798059,2.0,1908.0,5225.0,900.0,900.0,0.0,4325.0,4.0,8.0,9.0,1886.0,900.0,1
MN,1142,37,1011420037.0,110 WEST 71 STREET,10023.0,40.7767571,-73.9799286,2.0,1808.0,6582.0,0.0,0.0,0.0,6582.0,4.0,10.0,10.0,1884.0,0.0,0
MN,1142,38,1011420038.0,114 WEST 71 STREET,10023.0,40.7768065,-73.9800441,4.0,1908.0,8446.0,1565.0,0.0,1565.0,6881.0,4.0,8.0,9.0,1884.0,1565.0,1
MN,1142,39,1011420039.0,116 WEST 71 STREET,10023.0,40.7768312,-73.9801055,1.0,1959.0,5800.0,0.0,0.0,0.0,5200.0,4.0,1.0,1.0,1884.0,0.0,0
MN,1142,41,1011420041.0,120 WEST 71 STREET,10023.0,40.7768834,-73.9802319,2.0,2109.0,7431.0,0.0,0.0,0.0,7431.0,4.0,10.0,10.0,1886.0,0.0,0
MN,1142,42,1011420042.0,124 WEST 71 STREET,10023.0,40.7769383,-73.9803618,2.0,1908.0,5996.0,0.0,0.0,0.0,5996.0,4.0,8.0,8.0,1886.0,0.0,0
MN,1142,43,1011420043.0,126 WEST 71 STREET,10023.0,40.776963,-73.9804196,2.0,2008.0,6500.0,0.0,0.0,0.0,6500.0,4.0,10.0,10.0,1886.0,0.0,0
MN,1142,44,1011420044.0,128 WEST 71 STREET,10023.0,40.7769905,-73.9804846,2.0,1883.0,5648.0,0.0,0.0,0.0,5648.0,4.0,10.0,10.0,1883.0,0.0,0
MN,1142,45,1011420045.0,130 WEST 71 STREET,10023.0,40.7770152,-73.9805424,2.0,1883.0,5648.0,0.0,0.0,0.0,5648.0,4.0,10.0,10.0,1883.0,0.0,0
MN,1142,46,1011420046.0,134 WEST 71 STREET,10023.0,40.7770646,-73.9806615,2.0,1883.0,5648.0,0.0,0.0,0.0,5648.0,4.0,10.0,10.0,1883.0,0.0,0
MN,1142,47,1011420047.0,136 WEST 71 STREET,10023.0,40.777092,-73.9807229,2.0,2008.0,6200.0,0.0,0.0,0.0,6200.0,4.0,10.0,10.0,1885.0,0.0,0
MN,1142,48,1011420048.0,140 WEST 71 STREET,10023.0,40.7771579,-73.9808817,3.0,8034.0,57086.0,0.0,0.0,0.0,57086.0,9.0,80.0,80.0,1912.0,0.0,0
MN,1142,64,1011420064.0,160 WEST 71 STREET,10023.0,40.77746,-73.9815785,4.0,14745.0,235400.0,24900.0,24900.0,0.0,210500.0,19.0,302.0,309.0,1922.0,24900.0,1
MN,1142,120,1011420120.0,131 WEST 70 STREET,10023.0,40.7767627,-73.9807266,1.0,2008.0,6956.0,0.0,0.0,0.0,5956.0,5.0,1.0,1.0,1886.0,0.0,0
MN,1142,129,1011420129.0,107 WEST 70 STREET,10023.0,40.7764524,-73.9799901,2.0,2008.0,7790.0,0.0,0.0,0.0,7790.0,4.0,10.0,10.0,1886.0,0.0,0
MN,1142,136,1011420136.0,108 WEST 71 STREET,10023.0,40.7767323,-73.9798673,2.0,2008.0,5040.0,0.0,0.0,0.0,5040.0,4.0,12.0,12.0,1884.0,0.0,0
MN,717,68,1007170068.0,448 WEST 20 STREET,10011.0,40.7453039,-74.0048756,2.0,1533.0,3920.0,0.0,0.0,0.0,3920.0,4.0,5.0,5.0,1855.0,0.0,0
MN,717,69,1007170069.0,450 WEST 20 STREET,10011.0,40.7453259,-74.0049298,2.0,1533.0,4330.0,0.0,0.0,0.0,4330.0,4.0,4.0,4.0,1855.0,0.0,0
MN,717,70,1007170070.0,452 WEST 20 STREET,10011.0,40.7453479,-74.0049839,2.0,1533.0,3920.0,0.0,0.0,0.0,3920.0,4.0,4.0,4.0,1853.0,0.0,0
MN,717,71,1007170071.0,454 WEST 20 STREET,10011.0,40.7453698,-74.0050344,2.0,1533.0,3506.0,0.0,0.0,0.0,3506.0,4.0,4.0,4.0,1853.0,0.0,0
MN,717,72,1007170072.0,456 WEST 20 STREET,10011.0,40.7453918,-74.005085,2.0,1533.0,3392.0,0.0,0.0,0.0,3392.0,4.0,3.0,3.0,1853.0,0.0,0
MN,717,73,1007170073.0,458 WEST 20 STREET,10011.0,40.7454192,-74.0051535,3.0,2300.0,6680.0,0.0,0.0,0.0,6680.0,5.0,19.0,19.0,1845.0,0.0,0
MN,717,7502,1007177502.0,428 WEST 20 STREET,10011.0,40.7450213,-74.0042007,2.0,2382.0,6400.0,0.0,0.0,0.0,6400.0,4.0,5.0,5.0,1857.0,0.0,0
MN,717,7503,1007177503.0,410 WEST 20 STREET,10011.0,40.7447276,-74.0035511,2.0,2227.0,4420.0,0.0,0.0,0.0,4420.0,,3.0,3.0,1840.0,0.0,0
MN,717,7504,1007177504.0,420 WEST 20 STREET,10011.0,40.744917,-74.0040167,4.0,10889.0,36424.0,1453.0,0.0,0.0,34971.0,5.0,37.0,38.0,1896.0,1453.0,1
MN,718,97,1007180097.0,421 WEST 20 STREET,10011.0,40.7452189,-74.0036378,8.0,3095.0,5390.0,5390.0,0.0,0.0,0.0,4.0,0.0,1.0,1892.0,5390.0,1
MN,718,98,1007180098.0,419 WEST 20 STREET,10011.0,40.7451613,-74.0035403,8.0,1738.0,5264.0,5264.0,0.0,0.0,0.0,4.0,0.0,1.0,1892.0,5264.0,1
MN,718,99,1007180099.0,417 WEST 20 STREET,10011.0,40.7451256,-74.0034248,8.0,2878.0,7388.0,7388.0,0.0,0.0,0.0,4.0,0.0,1.0,1892.0,7388.0,1
MN,719,1,1007190001.0,473 WEST 21 STREET,10011.0,40.7464567,-74.0048252,1.0,1058.0,2960.0,0.0,0.0,0.0,2220.0,3.0,1.0,1.0,1853.0,0.0,0
MN,719,2,1007190002.0,471 WEST 21 STREET,10011.0,40.7464869,-74.0047169,1.0,1945.0,3546.0,0.0,0.0,0.0,2573.0,3.0,2.0,2.0,1853.0,0.0,0
MN,719,3,1007190003.0,469 WEST 21 STREET,10011.0,40.7464595,-74.004652,1.0,1945.0,2785.0,0.0,0.0,0.0,2785.0,3.0,1.0,1.0,1853.0,0.0,0
