restaurant_id,name,cuisine,address,zipcode,inspection_grade,inspection_score,inspection_date,lat,lon
50129420,SUSHI & CO,Japanese,"980 6 AVENUE, MANHATTAN, NY 10018",10018,A,5.0,2026-03-18,40.751162138093,-73.986775746534
50123476,STARBUCKS MARQUIS,Coffee/Tea,"1535 BROADWAY, MANHATTAN, NY 10036",10036,A,2.0,2026-03-18,40.75825992874,-73.985467647469
40798329,HUDSON HOUND,American,"575 HUDSON STREET, MANHATTAN, NY 10014",10014,A,13.0,2026-03-18,40.73615164257,-74.005910597295
50059267,DIG INN,American,"856 8 AVENUE, MANHATTAN, NY 10019",10019,,,2026-03-18,40.763200488149,-73.985423246596
50079833,AMAZON CAFETERIA,Coffee/Tea,"450 WEST   33 STREET, MANHATTAN, NY 10001",10001,A,5.0,2026-03-18,40.753556325005,-73.998812517372
50130211,GREEN MANDALA,"Juice, Smoothies, Fruit Salads","240 EAST   28 STREET, MANHATTAN, NY 10016",10016,A,2.0,2026-03-18,40.741274391134,-73.979246355932
50171553,SHELLY'S,Coffee/Tea,"99 ALLEN STREET, MANHATTAN, NY 10002",10002,N,33.0,2026-03-18,40.718680978551,-73.990653035546
41098952,CHIPOTLE MEXICAN GRILL,Tex-Mex,"200 VARICK STREET, MANHATTAN, NY 10014",10014,A,2.0,2026-03-18,40.728340069398,-74.005343445984
50089204,DUNKIN,Donuts,"101 EAST   16 STREET, MANHATTAN, NY 10003",10003,A,10.0,2026-03-18,40.73586033704,-73.989153127274
50000832,AMC THEATRES,American,"312 WEST   34 STREET, MANHATTAN, NY 10001",10001,A,8.0,2026-03-18,40.752458277368,-73.994138480611
50145228,SIP & GUZZLE,American,"29 CORNELIA STREET, MANHATTAN, NY 10014",10014,A,13.0,2026-03-18,40.731351177437,-74.002352521821
50104682,SOOTHR,Thai,"204 EAST   13 STREET, MANHATTAN, NY 10003",10003,Z,31.0,2026-03-18,40.732420955586,-73.987288239306
50168936,FAT BOYS BURGERS,Hamburgers,"231 1 AVENUE, MANHATTAN, NY 10003",10003,N,38.0,2026-03-18,40.731078174866,-73.982763879463
50118276,IPIZZANY,Pizza,"658 9 AVENUE, MANHATTAN, NY 10036",10036,,37.0,2026-03-18,40.76084055745,-73.990852853086
50157459,JERK HOUSE,Caribbean,"503 WEST   57 STREET, MANHATTAN, NY 10019",10019,Z,32.0,2026-03-18,40.769266790925,-73.988909390534
50179242,OLIO E PIU,Italian,"5 BRYANT PARK, MANHATTAN, NY 10018",10018,Z,30.0,2026-03-18,40.753936992473,-73.985948643127
40815605,CHOP'T,Salads,"24 EAST   17 STREET, MANHATTAN, NY 10003",10003,A,12.0,2026-03-18,40.737353640751,-73.99090300022
50102460,GONG CHA,Coffee/Tea,"1600 BROADWAY, MANHATTAN, NY 10019",10019,,,2026-03-18,40.760343102519,-73.984712755771
50155608,BAR VIVANT,French,"164 EAST   88 STREET, MANHATTAN, NY 10128",10128,A,12.0,2026-03-18,40.780511598308,-73.953983498093
50064432,CAFE 37,Sandwiches,"47 WEST   37 STREET, MANHATTAN, NY 10018",10018,A,10.0,2026-03-18,40.750991706433,-73.984711300795
50174225,MADMAN ESPRESSO& BAGELS,American,"256 5 AVENUE, MANHATTAN, NY 10001",10001,A,12.0,2026-03-18,40.744945291917,-73.987112613141
50115902,AVOCA,American,"1678 1 AVENUE, MANHATTAN, NY 10128",10128,,28.0,2026-03-18,40.777838693314,-73.948655971649
40364439,SEVILLA,Spanish,"62 CHARLES STREET, MANHATTAN, NY 10014",10014,A,13.0,2026-03-18,40.734908378121,-74.00297328507
50002464,SUBWAY,Sandwiches,"334 GRAND STREET, MANHATTAN, NY 10002",10002,A,10.0,2026-03-18,40.717006620018,-73.990058053102
50165644,JEONG YUK JEOM,Korean,"1250 BROADWAY, MANHATTAN, NY 10001",10001,A,13.0,2026-03-18,40.747563892784,-73.988017974625
50000587,CHIPOTLE MEXICAN GRILL,Tex-Mex,"2298 BROADWAY, MANHATTAN, NY 10024",10024,A,0.0,2026-03-18,40.786315653789,-73.978120027156
50099626,I'MILKY,Coffee/Tea,"992 6 AVENUE, MANHATTAN, NY 10018",10018,A,9.0,2026-03-18,40.751453057972,-73.986562742494
41298603,THE SMITH,American,"55 3 AVENUE, MANHATTAN, NY 10003",10003,Z,27.0,2026-03-18,40.730988349684,-73.988840014972
40976304,ART BAR,American,"52 8 AVENUE, MANHATTAN, NY 10014",10014,Z,21.0,2026-03-18,40.738578108589,-74.003630206504
50008894,IVAN RAMEN,Japanese,"25 CLINTON STREET, MANHATTAN, NY 10002",10002,A,11.0,2026-03-18,40.720568686445,-73.984310650575
50168307,MAPO ASIAN RESTAURANT & BAR,Chinese,"728 8 AVENUE, MANHATTAN, NY 10036",10036,N,34.0,2026-03-18,40.759319725048,-73.988257700502
50107525,TARA ROSE,American,"384 3 AVENUE, MANHATTAN, NY 10016",10016,A,12.0,2026-03-18,40.741680932408,-73.981075851859
50057837,BO'S BAGELS,Bagels/Pretzels,"235 WEST  116 STREET, MANHATTAN, NY 10026",10026,B,17.0,2026-03-18,40.803852971172,-73.95401786895
50060154,DUNKIN,Donuts,"5 PARK PLACE, MANHATTAN, NY 10007",10007,A,2.0,2026-03-18,40.712711205167,-74.008054764601
50064186,WASABI SUSHI & BENTO,Japanese,"185 GREENWICH STREET, MANHATTAN, NY 10007",10007,A,7.0,2026-03-17,40.711783119412,-74.012083781597
50145771,LUCKY TIGER NYC,Asian/Asian Fusion,"66 PEARL STREET, MANHATTAN, NY 10004",10004,A,13.0,2026-03-17,40.703603820115,-74.010931770411
50052171,OSAMIL,Korean,"5 WEST   31 STREET, MANHATTAN, NY 10001",10001,A,12.0,2026-03-17,40.746743033122,-73.986437381191
50017536,ELI'S ESSENTIALS,Sandwiches/Salads/Mixed Buffet,"26 EAST   91 STREET, MANHATTAN, NY 10128",10128,B,21.0,2026-03-17,40.784267615779,-73.957068332628
50116106,GOLDEN WUISH,Asian/Asian Fusion,"6 PLATT STREET, MANHATTAN, NY 10038",10038,,24.0,2026-03-17,40.707644454874,-74.006575331596
40514147,CREATIVE EDGE CATERERS,American,"110 BARROW STREET, MANHATTAN, NY 10014",10014,A,9.0,2026-03-17,40.731847689049,-74.00850089398
41641339,SMILE TO GO,American,"22 HOWARD STREET, MANHATTAN, NY 10013",10013,A,10.0,2026-03-17,40.719414211989,-74.000317461194
50001895,JAMBA JUICE,American,"30 ROCKEFELLER PLAZA, MANHATTAN, NY 10112",10112,A,2.0,2026-03-17,40.758747437799,-73.978692223615
50148024,THE FAMOUS COZY SOUP 'N BURGER,American,"739 BROADWAY, MANHATTAN, NY 10003",10003,B,19.0,2026-03-17,40.729942920976,-73.992960624684
50145297,KARAOKE K,American,"2 WEST   32 STREET, MANHATTAN, NY 10001",10001,N,15.0,2026-03-17,40.747308389619,-73.985903129221
50086635,INSOMNIA COOKIES,Bakery Products/Desserts,"17 WEST  125 STREET, MANHATTAN, NY 10027",10027,Z,3.0,2026-03-17,40.806691545191,-73.942911804528
41638655,"DUNKIN',' BASKIN ROBBINS",American,"4942 BROADWAY, MANHATTAN, NY 10034",10034,A,9.0,2026-03-17,40.867776345085,-73.920869117333
50110918,IL POSTINO RISTORANTE,Italian,"133 EAST   61 STREET, MANHATTAN, NY 10065",10065,A,11.0,2026-03-17,40.763646998225,-73.967662348156
50036468,CHOP'T,Salads,"1 NEW YORK PLAZA, MANHATTAN, NY 10004",10004,,,2026-03-17,40.702533192425,-74.012561775828
50128089,GROUND CENTRAL COFFEE COMPANY,Coffee/Tea,"135 W 51ST ST, MANHATTAN, NY 10019",10019,A,13.0,2026-03-17,40.761174293084,-73.981510685706
50154440,BAGEL EXPRESS II,Bagels/Pretzels,"1228 2 AVENUE, MANHATTAN, NY 10065",10065,A,12.0,2026-03-17,40.763985568121,-73.961864623756
40392496,TARTINE,French,"253 WEST   11 STREET, MANHATTAN, NY 10014",10014,,27.0,2026-03-17,40.736214877103,-74.003294493571
41692932,GOURMET 45,Sandwiches,"721 3 AVENUE, MANHATTAN, NY 10017",10017,,28.0,2026-03-17,40.752776379499,-73.972966138331
50129928,RIGOR HILL MARKET,American,"227 WEST BROADWAY, MANHATTAN, NY 10013",10013,A,11.0,2026-03-17,40.719339935851,-74.006204916406
50125243,STAGE STAR DELI,American,"105 WEST   55 STREET, MANHATTAN, NY 10019",10019,,33.0,2026-03-17,40.763199408659,-73.978546398084
50158528,ACE'S PIZZA,American,"30 ROCKEFELLER PLAZA, MANHATTAN, NY 10112",10112,,37.0,2026-03-17,40.758747437799,-73.978692223615
50124043,K32 (ROOFTOP),American,"17 WEST   32 STREET, MANHATTAN, NY 10001",10001,A,10.0,2026-03-17,40.74745938878,-73.986209865388
50170257,THE FITCH COFFEE BAR,Coffee/Tea,"33 WHITEHALL STREET, MANHATTAN, NY 10004",10004,A,13.0,2026-03-17,40.703304419929,-74.013037997991
50141311,EXQUISITE VIBEZ RESTAURANT BAR & LOUNGE,Caribbean,"2308 AC POWELL BOULEVARD, MANHATTAN, NY 10030",10030,C,43.0,2026-03-17,40.815612250299,-73.94348216258
41468117,MILA'S BISTRO,French,"81 LUDLOW STREET, MANHATTAN, NY 10002",10002,,23.0,2026-03-17,40.718013892768,-73.989419385831
50082812,SPACE KARAOKE,American,"34 WEST   32 STREET, MANHATTAN, NY 10001",10001,,,2026-03-17,40.747819056202,-73.987101227901
41378724,SCHNIPPER'S QUALITY KITCHEN,Hamburgers,"620 8 AVENUE, MANHATTAN, NY 10018",10018,,23.0,2026-03-17,40.756031723639,-73.990651383744
50076675,ELIM BISTRO,Sandwiches,"11 PARK PLACE, MANHATTAN, NY 10007",10007,B,27.0,2026-03-17,40.712820978699,-74.008296457327
50102974,GREGORYS COFFEE,Coffee/Tea,"775 6 AVENUE, MANHATTAN, NY 10001",10001,,,2026-03-16,40.744890795166,-73.991360297187
50133265,BIRD & BRANCH,Coffee/Tea,"25 11 AVENUE, MANHATTAN, NY 10011",10011,A,6.0,2026-03-16,40.743081996014,-74.008650293747
50054637,BURGER KING,Hamburgers,"1886 3 AVENUE, MANHATTAN, NY 10029",10029,A,10.0,2026-03-16,40.790402732936,-73.94553323905
50153660,CHOPT CREATIVE SALAD CO.,Soups/Salads/Sandwiches,"410 10 AVENUE, MANHATTAN, NY 10001",10001,,,2026-03-16,40.753797866397,-73.999086826144
50058195,LIAN JIANG,Chinese,"88 DIVISION STREET, MANHATTAN, NY 10002",10002,B,26.0,2026-03-16,40.714303286953,-73.993809983219
50108040,LIGHTHOUSE FISH MARKET,Seafood,"510 EAST  117 STREET, MANHATTAN, NY 10035",10035,A,12.0,2026-03-16,40.795627278708,-73.93245473741
40576150,FELICE 64,Italian,"1166 1 AVENUE, MANHATTAN, NY 10065",10065,,21.0,2026-03-16,40.762637169816,-73.959750018443
50152161,CRAVATH,American,"375 9 AVENUE, MANHATTAN, NY 10001",10001,A,9.0,2026-03-16,40.751670654827,-73.997556526155
50127623,ARTHUR & SONS,Italian,"38 8 AVENUE, MANHATTAN, NY 10014",10014,A,11.0,2026-03-16,40.737987960675,-74.004315793613
50175872,CHOP'T,Salads,"370 GREENWICH STREET, MANHATTAN, NY 10013",10013,,,2026-03-16,40.719699209356,-74.010259812663
40576403,MAYA,Mexican,"1191 1 AVENUE, MANHATTAN, NY 10065",10065,A,11.0,2026-03-16,40.763051532927,-73.959479025574
40402369,COLONY CLUB,American,"564 PARK AVENUE, MANHATTAN, NY 10065",10065,,39.0,2026-03-16,40.765044244954,-73.968253706291
41595314,PITA GRILL,Jewish/Kosher,"1083 2 AVENUE, MANHATTAN, NY 10022",10022,,36.0,2026-03-16,40.759455030607,-73.965195362651
50056930,TUBBY HOOK TAVERN,American,"4946 BROADWAY, MANHATTAN, NY 10034",10034,,31.0,2026-03-16,40.867811944328,-73.92074976012
50054524,LE CAFE COFFEE,Coffee/Tea,"661 LEXINGTON AVENUE, MANHATTAN, NY 10022",10022,A,12.0,2026-03-16,40.759804953541,-73.969931118424
50136319,MARACA NYC,Latin American,"3795 10 AVENUE, MANHATTAN, NY 10034",10034,N,54.0,2026-03-14,40.862026011886,-73.920687991243
50079271,STARBUCKS COFFEE #53473,Coffee/Tea,"55 BROADWAY, MANHATTAN, NY 10006",10006,A,11.0,2026-03-13,40.706631127508,-74.012631080595
50180151,DANNY'S,American,"46 WEST   22 STREET, MANHATTAN, NY 10010",10010,A,10.0,2026-03-13,40.741503775195,-73.991588087091
50170393,ARVINE,New American,"19 GREENWICH AVENUE, MANHATTAN, NY 10014",10014,N,30.0,2026-03-13,40.734524149598,-73.999902574961
41535378,ELIEZER KITCHEN,American,"100 CHURCH STREET, MANHATTAN, NY 10007",10007,A,12.0,2026-03-13,40.712960869325,-74.00949044575
50131025,BEDFORD STUDIO,Coffee/Tea,"62 BEDFORD STREET, MANHATTAN, NY 10014",10014,A,5.0,2026-03-13,40.731208375944,-74.004737506912
50165217,PERLE,Seafood,"22 GREENWICH AVENUE, MANHATTAN, NY 10011",10011,N,23.0,2026-03-13,40.734922140424,-74.000108250692
50154963,OXFORD CAFE,Other,"86 BROAD STREET, MANHATTAN, NY 10004",10004,A,7.0,2026-03-13,40.704100559536,-74.011584661571
50130935,EAST SEASON RESTAURANT HOUSE,Chinese,"244 CANAL STREET, MANHATTAN, NY 10013",10013,B,25.0,2026-03-13,40.718181811483,-74.00021283935
40586000,ZARO'S BREAD BASKET,Bakery Products/Desserts,"89 EAST   42 STREET, MANHATTAN, NY 10017",10017,A,9.0,2026-03-13,40.752093933162,-73.977604354379
50094883,LEVAIN BAKERY,Bakery Products/Desserts,"1484 3 AVENUE, MANHATTAN, NY 10028",10028,A,11.0,2026-03-13,40.777325374404,-73.955083350116
40715360,STARBUCKS,Coffee/Tea,"100 WILLIAM STREET, MANHATTAN, NY 10038",10038,,,2026-03-13,40.708489788781,-74.007477145324
50089328,SHAKE SHACK,Hamburgers,"500 WEST   33 STREET, MANHATTAN, NY 10001",10001,,,2026-03-12,40.753984513583,-73.99983035853
50018160,JOE COFFEE,Coffee/Tea,"187 COLUMBUS AVENUE, MANHATTAN, NY 10023",10023,A,13.0,2026-03-12,40.775084548238,-73.980477804397
50132006,ALI BABA MEDITERRANEAN CUISINE,Mediterranean,"224 EAST   53 STREET, MANHATTAN, NY 10022",10022,A,13.0,2026-03-12,40.757386486132,-73.968679690719
50111188,BLUESTONE LANE,American,"55 HUDSON YARDS, MANHATTAN, NY 10001",10001,,,2026-03-12,40.755439214916,-74.002219825347
41291910,FIVE GUYS FAMOUS BURGERS AND FRIES,Hamburgers,"43 WEST   55 STREET, MANHATTAN, NY 10019",10019,A,2.0,2026-03-12,40.762279485776,-73.976362739705
50054116,ALLORA,Italian,"145 EAST   47 STREET, MANHATTAN, NY 10017",10017,A,12.0,2026-03-12,40.754373872143,-73.973145958228
50079366,MARINARA,Pizza,"985 1 AVENUE, MANHATTAN, NY 10022",10022,A,12.0,2026-03-12,40.756473936366,-73.964265667901
50165133,PITA YEERO,Other,"230 PARK AVENUE, MANHATTAN, NY 10169",10169,A,12.0,2026-03-12,40.75450075314,-73.975950427165
41704745,SUBWAY,Sandwiches,"3419 BROADWAY, MANHATTAN, NY 10031",10031,A,7.0,2026-03-12,40.822547135229,-73.953293115451
50120780,BAGEL PUB,Bagels/Pretzels,"418 6 AVENUE, MANHATTAN, NY 10011",10011,A,6.0,2026-03-12,40.734049302811,-73.99923143019
50158425,VIVA EVENTS & CATERING,Armenian,"222 EAST   58 STREET, MANHATTAN, NY 10022",10022,A,11.0,2026-03-12,40.76061915369,-73.966353483093
50182404,WETZEL'S PRETZELS,Hotdogs/Pretzels,"1000 S 8TH AVE, MANHATTAN, NY 10019",10019,,,2026-03-12,40.766812226924,-73.982808747226
50158052,STARBUCKS CORPORATION,Coffee/Tea,"230 PARK AVE, MANHATTAN, NY 10169",10169,A,3.0,2026-03-12,40.75450075314,-73.975950427165
41215734,GYU-KAKU,Japanese,"805 3 AVENUE, MANHATTAN, NY 10022",10022,,22.0,2026-03-12,40.755498696318,-73.970979817697
40400686,PEKING DUCK HOUSE,Chinese,"236 EAST   53 STREET, MANHATTAN, NY 10022",10022,A,13.0,2026-03-12,40.757306835748,-73.968488420896
50117959,SOL MAYA RESTAURANT,Mexican,"2061 2 AVENUE, MANHATTAN, NY 10029",10029,A,12.0,2026-03-12,40.790522031794,-73.942517636923
50110616,AVA SOCIAL,American,"45 WEST   38 STREET, MANHATTAN, NY 10018",10018,A,11.0,2026-03-12,40.751589996785,-73.984213084688
50124827,MAISON CLOSE,French,"15 WATTS STREET, MANHATTAN, NY 10013",10013,A,5.0,2026-03-12,40.723413278484,-74.003705139615
50109521,BURGERMANIA,Hamburgers,"274 WEST   40 STREET, MANHATTAN, NY 10018",10018,A,12.0,2026-03-12,40.755548575012,-73.989817662377
41635072,PUGLIA,Italian,"189 HESTER STREET, MANHATTAN, NY 10013",10013,A,12.0,2026-03-12,40.71808572214,-73.997720097043
50048150,INTERCONTINENTAL BARCLAY - BAR,American,"111 EAST   48 STREET, MANHATTAN, NY 10017",10017,A,7.0,2026-03-12,40.755543331821,-73.973979274354
50134545,PELOTON,American,"441 9 AVENUE, MANHATTAN, NY 10001",10001,A,4.0,2026-03-12,40.753751141047,-73.996047728584
50177568,LA MERCERIE,French,"53 HOWARD STREET, MANHATTAN, NY 10013",10013,A,4.0,2026-03-12,40.72018547558,-74.001948079959
50177279,KENNEDY CHICKEN & BURGER,Chicken,"1502 AMSTERDAM AVENUE, MANHATTAN, NY 10031",10031,A,8.0,2026-03-12,40.818380341857,-73.952624051867
50110739,BONSAII CAFE,Coffee/Tea,"127 EAST   55 STREET, MANHATTAN, NY 10022",10022,A,12.0,2026-03-12,40.75980784632,-73.970501451288
50119699,GUMPTION COFFEE,Coffee/Tea,"940 BROADWAY, MANHATTAN, NY 10010",10010,A,13.0,2026-03-12,40.740696628025,-73.989339987746
50166885,LOU YAU KEE HAINAN  CHICKEN RICE II,Chinese,"230 PARK AVENUE, MANHATTAN, NY 10169",10169,N,45.0,2026-03-12,40.75450075314,-73.975950427165
50120970,BLANK STREET,Coffee/Tea,"19 8 AVENUE, MANHATTAN, NY 10014",10014,A,13.0,2026-03-12,40.737817776835,-74.004535901892
50132987,PLATFORM/GOOD TO GO,American,"25 11 AVENUE, MANHATTAN, NY 10011",10011,A,7.0,2026-03-12,40.743081996014,-74.008650293747
50153276,LALIKO STORIES OF GEORGIA,Eastern European,"80 CARMINE STREET, MANHATTAN, NY 10014",10014,A,13.0,2026-03-12,40.729660334606,-74.004582249405
50151240,JOE COFFEE,American,"186 5 AVENUE, MANHATTAN, NY 10010",10010,A,4.0,2026-03-12,40.741531092894,-73.989971378974
50112510,ADEMI COFFEE AND TEA,Eastern European,"465 BROOME STREET, MANHATTAN, NY 10013",10013,A,11.0,2026-03-12,40.722449918613,-74.001223003021
41667036,UNCLE PAULS PIZZA NY,Pizza,"70 VANDERBILT AVENUE, MANHATTAN, NY 10017",10017,,35.0,2026-03-12,40.754660115073,-73.976755272267
50060048,CAFE BELLE,Coffee/Tea,"280 MULBERRY STREET, MANHATTAN, NY 10012",10012,A,5.0,2026-03-12,40.724404097388,-73.995169176251
50037094,AMATA,Italian,"209 EAST   56 STREET, MANHATTAN, NY 10022",10022,A,13.0,2026-03-12,40.759392597961,-73.96757417942
41424155,THE FACULTY CLUB (COLUMBIA UNIVERSITY),American,"630 WEST  168 STREET, MANHATTAN, NY 10032",10032,,18.0,2026-03-12,40.84148004837,-73.940742253472
41235305,DA GENNARO,Italian,"129 MULBERRY STREET, MANHATTAN, NY 10013",10013,,20.0,2026-03-12,40.718324519188,-73.997835527382
50165044,LANZHOU HAND PULLED NOODLES & DUMPLINGS,Chinese,"76 MOTT STREET, MANHATTAN, NY 10013",10013,A,12.0,2026-03-12,40.716383971332,-73.998012350741
50036334,JUICE GENERATION,"Juice, Smoothies, Fruit Salads","599 LEXINGTON AVENUE, MANHATTAN, NY 10022",10022,A,8.0,2026-03-12,40.758268177392,-73.971054408587
50074795,MANHATTANVILLE COFFEE,Coffee/Tea,"142 EDGECOMBE AVENUE, MANHATTAN, NY 10030",10030,A,3.0,2026-03-12,40.821310945351,-73.944731035597
50125222,CINNABON / AUNTIE ANNE'S,Bakery Products/Desserts,"688 6 AVENUE, MANHATTAN, NY 10010",10010,,,2026-03-12,40.74200344303,-73.993442916853
50112960,CAFE CHINA,Chinese,"59 WEST   37 STREET, MANHATTAN, NY 10018",10018,,24.0,2026-03-12,40.751109767831,-73.984989184819
50047518,YOSWEETS,Frozen Desserts,"756 WEST  181 STREET, MANHATTAN, NY 10033",10033,A,10.0,2026-03-12,40.850733700492,-73.937726577223
50153306,SUBWAY,Sandwiches,"925 8 AVENUE, MANHATTAN, NY 10019",10019,A,10.0,2026-03-12,40.765225925628,-73.983971579744
50137596,THAI TERMINAL,Other,"349 EAST   12 STREET, MANHATTAN, NY 10003",10003,,20.0,2026-03-11,40.730521266632,-73.984734056087
50135953,WOLF FOREST,Coffee/Tea,"213 PEARL STREET, MANHATTAN, NY 10038",10038,A,10.0,2026-03-11,40.70704610958,-74.006315579749
50110603,LE PAIN QUOTIDIEN,Sandwiches/Salads/Mixed Buffet,"370 LEXINGTON AVENUE, MANHATTAN, NY 10017",10017,A,10.0,2026-03-11,40.75063901798,-73.976641186014
50167279,NOONA NOODLES,Chinese,"46 WEST   36 STREET, MANHATTAN, NY 10018",10018,A,13.0,2026-03-11,40.750549918,-73.985624531752
41483315,MANHATTAN WEST,American,"25 EAST   78 STREET, MANHATTAN, NY 10075",10075,A,2.0,2026-03-11,40.775835080161,-73.963085409582
50117985,MCDONALD'S,Sandwiches,"39 UNION SQUARE WEST, MANHATTAN, NY 10003",10003,A,2.0,2026-03-11,40.736897977495,-73.990502523184
50134578,THAI FOOD NEAR ME,Thai,"625 2 AVENUE, MANHATTAN, NY 10016",10016,,22.0,2026-03-11,40.744929735632,-73.975780668235
50135573,I LOVE BIBIMBAP,Korean,"1049 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10032",10032,,63.0,2026-03-11,40.836470533812,-73.940031183172
41084188,UVA,Italian,"1486 2 AVENUE, MANHATTAN, NY 10075",10075,A,2.0,2026-03-11,40.77232744295,-73.955772708486
50150896,KOREATGO,Korean,"225 PEARL STREET, MANHATTAN, NY 10038",10038,A,11.0,2026-03-11,40.707251992578,-74.005839494754
40512204,STARBUCKS,Coffee/Tea,"38 PARK ROW, MANHATTAN, NY 10038",10038,A,5.0,2026-03-11,40.711802776132,-74.006658706681
50143867,VANDERBILT BAR & GRILL,Other,"230 PARK AVENUE, MANHATTAN, NY 10169",10169,,27.0,2026-03-11,40.75450075314,-73.975950427165
50100172,277 PARK AVENUE CAFE',American,"277 PARK AVENUE, MANHATTAN, NY 10172",10172,A,7.0,2026-03-11,40.7555573125,-73.97513791153
50115927,SUSHI W,Japanese,"2673 BROADWAY, MANHATTAN, NY 10025",10025,A,7.0,2026-03-11,40.798275216375,-73.969151583865
50054114,PROVA PIZZA BAR,Pizza,"89 EAST   42 STREET, MANHATTAN, NY 10017",10017,B,25.0,2026-03-11,40.752093933162,-73.977604354379
50080876,DUNKIN,Donuts,"800 2 AVENUE, MANHATTAN, NY 10017",10017,A,4.0,2026-03-11,40.750278379374,-73.971851915755
50164674,MARLOW EAST,American,"1022 LEXINGTON AVENUE, MANHATTAN, NY 10021",10021,N,36.0,2026-03-11,40.771001143831,-73.961795605142
50120274,SUPER NICE COFFEE AND BAKERY,Coffee/Tea,"196 WEST  108 STREET, MANHATTAN, NY 10025",10025,A,10.0,2026-03-11,40.801660923586,-73.964602515389
50134704,NUEVO RINCON DEL SABOR RESTAURANT,Latin American,"1047 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10032",10032,A,5.0,2026-03-11,40.836404652582,-73.940016787255
50090321,FIELDTRIP,American,"109 LENOX AVENUE, MANHATTAN, NY 10026",10026,A,11.0,2026-03-11,40.801674683133,-73.949945055411
50158635,NAYA,Middle Eastern,"1314 YORK AVENUE, MANHATTAN, NY 10021",10021,,28.0,2026-03-11,40.76567643557,-73.954589442466
50118554,ROTHSCHILD TLV,Jewish/Kosher,"1129 LEXINGTON AVENUE, MANHATTAN, NY 10075",10075,A,9.0,2026-03-11,40.774505306468,-73.959208461956
50046741,STOP809,Latin American,"537 WEST  207 STREET, MANHATTAN, NY 10034",10034,A,11.0,2026-03-11,40.865491983203,-73.919790820518
50155938,STARSTRUCK COFFEE,Coffee/Tea,"454 9 AVENUE, MANHATTAN, NY 10018",10018,A,13.0,2026-03-11,40.754250673267,-73.995657882826
50168755,COCO BUBBLE TEA / CRAB HOUSE TIME SQUARE / PRONTO PASTA,Other,"218 WEST   40 STREET, MANHATTAN, NY 10018",10018,A,11.0,2026-03-11,40.755068135915,-73.988684368187
50041069,MCDONALD'S,Hamburgers,"1651 BROADWAY, MANHATTAN, NY 10019",10019,A,11.0,2026-03-11,40.762157230549,-73.983575238929
40402397,THE RIVER CLUB,American,"447 EAST   52 STREET, MANHATTAN, NY 10022",10022,A,10.0,2026-03-10,40.75468158264,-73.964183616201
41312044,IGGY'S,American,"132 LUDLOW STREET, MANHATTAN, NY 10002",10002,A,6.0,2026-03-10,40.72023978634,-73.988257397272
41004963,CHIPOTLE MEXICAN GRILL,Tex-Mex,"304 WEST   34 STREET, MANHATTAN, NY 10001",10001,A,4.0,2026-03-10,40.752389649949,-73.993976067892
50143089,PIZZA PARK,Pizza,"1233 1 AVENUE, MANHATTAN, NY 10065",10065,A,12.0,2026-03-10,40.764324766383,-73.958543269375
40977865,BOBBY VAN'S STEAKHOUSE,Steakhouse,"131 EAST   54 STREET, MANHATTAN, NY 10022",10022,A,8.0,2026-03-10,40.759190398067,-73.970981812748
50055210,"RESTAURANT ASSOCIATES, INC",American,"1133 AVENUE OF AMERICAS, MANHATTAN, NY 10036",10036,A,9.0,2026-03-10,40.755934826188,-73.983324114204
50117860,KONA COFFEE ROASTERS,Coffee/Tea,"201 WEST   21 STREET, MANHATTAN, NY 10011",10011,A,12.0,2026-03-10,40.742945041819,-73.996889220771
41236763,BOBBY VAN'S GRILL,Steakhouse,"135 WEST   50 STREET, MANHATTAN, NY 10020",10020,,,2026-03-10,40.760367337647,-73.981532569014
50124268,SOFIA PIZZA SHOPPE,Pizza,"989 1 AVENUE, MANHATTAN, NY 10022",10022,A,12.0,2026-03-10,40.756569980432,-73.9641934255
50088108,SIX HAPPINESS TO GO,Chinese,"711 2 AVENUE, MANHATTAN, NY 10016",10016,A,12.0,2026-03-10,40.747487446102,-73.973921079324
50116411,JUMIEKA,Caribbean,"601 LEXINGTON AVENUE, MANHATTAN, NY 10022",10022,,18.0,2026-03-10,40.758457530151,-73.970913550161
50130131,THE OFFICE OF MR. MOTO,Japanese,"120 SAINT MARKS PLACE, MANHATTAN, NY 10009",10009,A,12.0,2026-03-10,40.727260458982,-73.984539977193
50135264,SOGNO TOSCANO,Italian,"508 WEST   28 STREET, MANHATTAN, NY 10001",10001,A,2.0,2026-03-10,40.751020148087,-74.002371265258
50127356,LITTLE ITALY PIZZA,Pizza,"62 WEST   48 STREET, MANHATTAN, NY 10036",10036,,20.0,2026-03-10,40.758215251503,-73.980356430819
50124853,PRAWNAHOLIC,Asian/Asian Fusion,"135 WEST   50 STREET, MANHATTAN, NY 10020",10020,,,2026-03-10,40.760367337647,-73.981532569014
50130079,LENWICH,Soups/Salads/Sandwiches,"792 LEXINGTON AVENUE, MANHATTAN, NY 10065",10065,A,12.0,2026-03-10,40.763767599208,-73.967070261602
50168832,LITTLE ITALY PIZZA,Pizza,"359 EAST   68 STREET, MANHATTAN, NY 10065",10065,A,12.0,2026-03-10,40.765678057521,-73.958892596624
