order_id,user_id,restaurant_id,order_time,reservation_time,party_size,cuisine,estimated_travel_minutes,estimated_wait_minutes,actual_wait_minutes,order_status,total_amount,discount_used,discount_amount,created_at
1200,238,50087293,2026-05-16 22:33:45,2026-05-17 00:03:45,2,Asian/Asian Fusion,41.2,0.0,2.3,completed,27.44,False,0.0,2026-05-16 22:33:45
1201,238,50146125,2026-05-25 20:32:52,2026-05-25 20:47:52,2,Sandwiches,32.2,0.0,0.0,completed,176.48,False,0.0,2026-05-25 20:32:52
1202,238,41429791,2026-05-17 18:26:07,2026-05-17 20:26:07,2,Sandwiches,25.7,0.0,0.0,completed,80.71,False,0.0,2026-05-17 18:26:07
1203,238,50143911,2026-05-27 20:19:16,2026-05-27 21:19:16,2,New American,18.4,0.0,1.4,completed,226.44,False,0.0,2026-05-27 20:19:16
1204,238,41306211,2026-05-28 19:18:14,2026-05-28 19:48:14,1,Sandwiches,36.0,0.0,0.0,completed,80.9,False,0.0,2026-05-28 19:18:14
1205,239,41067696,2026-03-30 20:56:27,2026-03-30 22:26:27,4,French,17.6,0.0,3.4,no_show,146.38,True,29.28,2026-03-30 20:56:27
1206,240,50062581,2026-04-04 12:33:54,2026-04-04 12:48:54,3,Chicken,29.3,0.0,0.0,cancelled,54.24,False,0.0,2026-04-04 12:33:54
1207,240,50069543,2026-03-30 17:28:18,2026-03-30 17:58:18,3,Thai,24.1,0.0,0.0,completed,24.04,False,0.0,2026-03-30 17:28:18
1208,240,50162035,2026-05-30 08:17:19,2026-05-30 08:47:19,2,Chicken,11.6,0.0,5.0,completed,43.43,False,0.0,2026-05-30 08:17:19
1209,240,41642682,2026-03-10 09:03:47,2026-03-10 09:33:47,2,Chicken,16.7,0.0,0.0,completed,66.5,False,0.0,2026-03-10 09:03:47
1210,240,50179302,2026-04-12 18:24:07,2026-04-12 19:24:07,3,Chicken,44.3,0.0,0.0,no_show,64.96,False,0.0,2026-04-12 18:24:07
1211,240,41617898,2026-04-24 15:33:59,2026-04-24 16:18:59,3,Chicken,44.2,0.0,0.0,completed,13.57,False,0.0,2026-04-24 15:33:59
1212,240,50145702,2026-04-15 09:52:23,2026-04-15 10:37:23,4,Chicken,35.0,0.0,4.0,completed,38.59,False,0.0,2026-04-15 09:52:23
1213,240,50170491,2026-03-28 15:46:12,2026-03-28 17:16:12,1,Chinese,14.2,0.0,0.0,completed,8.96,False,0.0,2026-03-28 15:46:12
1214,240,50165224,2026-04-23 20:48:39,2026-04-23 21:18:39,1,American,30.1,0.0,0.0,completed,6.83,False,0.0,2026-04-23 20:48:39
1215,241,50137811,2026-05-09 13:19:43,2026-05-09 14:49:43,1,"Juice, Smoothies, Fruit Salads",9.8,0.0,6.6,completed,31.13,False,0.0,2026-05-09 13:19:43
1216,241,41598066,2026-05-09 19:29:06,2026-05-09 20:14:06,5,Korean,19.5,0.0,2.5,completed,160.8,False,0.0,2026-05-09 19:29:06
1217,241,50013416,2026-05-17 15:38:55,2026-05-17 15:53:55,4,"Juice, Smoothies, Fruit Salads",33.7,0.0,4.8,cancelled,67.48,False,0.0,2026-05-17 15:38:55
1218,241,50150129,2026-04-12 19:33:08,2026-04-12 20:33:08,4,"Juice, Smoothies, Fruit Salads",29.7,0.0,0.0,completed,76.45,False,0.0,2026-04-12 19:33:08
1219,241,50044616,2026-05-09 19:23:57,2026-05-09 20:08:57,1,Chicken,40.4,0.9,2.1,completed,13.67,False,0.0,2026-05-09 19:23:57
1220,241,50167775,2026-05-05 19:56:44,2026-05-05 21:56:44,2,"Juice, Smoothies, Fruit Salads",7.5,0.0,3.5,completed,45.05,True,11.26,2026-05-05 19:56:44
1221,241,50058180,2026-03-06 13:57:21,2026-03-06 14:57:21,3,Chicken,34.0,0.0,0.0,completed,57.44,False,0.0,2026-03-06 13:57:21
1222,241,50151262,2026-05-29 18:01:12,2026-05-29 18:31:12,2,Chicken,16.1,0.0,2.7,completed,12.21,True,1.83,2026-05-29 18:01:12
1223,241,50119193,2026-04-21 17:10:15,2026-04-21 17:55:15,2,Chicken,11.8,0.0,0.0,completed,13.68,False,0.0,2026-04-21 17:10:15
1224,241,50147844,2026-05-27 20:53:20,2026-05-27 21:53:20,2,Chicken,35.1,0.0,0.0,cancelled,28.67,False,0.0,2026-05-27 20:53:20
1225,241,40605319,2026-05-24 17:32:50,2026-05-24 18:17:50,1,American,28.5,0.0,2.3,cancelled,8.37,True,1.26,2026-05-24 17:32:50
1226,241,50173787,2026-04-22 14:38:35,2026-04-22 15:08:35,2,"Juice, Smoothies, Fruit Salads",8.8,0.0,0.0,cancelled,50.57,True,12.64,2026-04-22 14:38:35
1227,242,50110046,2026-05-05 21:23:02,2026-05-05 22:53:02,1,"Juice, Smoothies, Fruit Salads",43.7,0.0,0.0,completed,45.69,True,11.42,2026-05-05 21:23:02
1228,242,50140134,2026-03-10 20:36:56,2026-03-10 22:06:56,4,"Juice, Smoothies, Fruit Salads",43.8,0.0,1.9,completed,154.07,True,30.81,2026-03-10 20:36:56
1229,242,50001085,2026-03-22 17:13:22,2026-03-22 17:28:22,2,Donuts,27.1,0.0,0.3,completed,119.36,True,29.84,2026-03-22 17:13:22
1230,243,41671103,2026-03-26 21:03:22,2026-03-26 21:18:22,4,Irish,43.0,0.0,0.0,completed,116.48,False,0.0,2026-03-26 21:03:22
1231,243,50121127,2026-03-03 14:44:30,2026-03-03 16:14:30,2,Donuts,12.9,0.0,0.0,completed,8.91,False,0.0,2026-03-03 14:44:30
1232,243,41549759,2026-05-07 12:25:58,2026-05-07 13:10:58,1,Tex-Mex,6.0,0.0,0.2,no_show,100.35,False,0.0,2026-05-07 12:25:58
1233,243,50170859,2026-03-28 14:43:21,2026-03-28 15:28:21,2,Chinese,34.8,0.0,0.0,completed,286.08,True,71.52,2026-03-28 14:43:21
1234,243,50046198,2026-04-21 19:02:56,2026-04-21 19:32:56,1,Bakery Products/Desserts,37.1,0.0,0.0,completed,24.53,False,0.0,2026-04-21 19:02:56
1235,244,50177571,2026-04-19 13:13:59,2026-04-19 15:13:59,2,Other,31.4,0.0,4.7,completed,142.15,True,28.43,2026-04-19 13:13:59
1236,244,50125635,2026-04-12 10:48:14,2026-04-12 11:03:14,2,Coffee/Tea,24.9,0.0,1.4,no_show,9.17,False,0.0,2026-04-12 10:48:14
1237,244,50083924,2026-03-30 20:19:41,2026-03-30 21:49:41,2,Indian,37.5,0.0,0.0,completed,116.4,False,0.0,2026-03-30 20:19:41
1238,244,50173121,2026-03-07 12:12:53,2026-03-07 12:57:53,5,Other,26.8,0.0,0.4,completed,426.74,False,0.0,2026-03-07 12:12:53
1239,244,50134006,2026-05-25 18:42:08,2026-05-25 19:27:08,1,Other,9.9,0.0,0.0,completed,55.76,False,0.0,2026-05-25 18:42:08
1240,245,41549888,2026-03-05 11:21:11,2026-03-05 11:51:11,1,Italian,10.5,0.0,0.0,completed,14.58,True,2.92,2026-03-05 11:21:11
1241,245,50108317,2026-03-24 19:44:34,2026-03-24 21:44:34,2,Chicken,42.6,0.0,2.6,cancelled,26.84,True,6.71,2026-03-24 19:44:34
1242,245,50083132,2026-04-29 15:31:55,2026-04-29 17:31:55,5,Korean,34.1,0.0,1.3,completed,61.1,False,0.0,2026-04-29 15:31:55
1243,245,50008977,2026-04-10 10:04:28,2026-04-10 10:49:28,2,Korean,9.3,21.8,29.2,completed,86.24,False,0.0,2026-04-10 10:04:28
1244,245,41185899,2026-03-25 14:47:41,2026-03-25 16:47:41,4,Korean,8.4,0.0,1.3,completed,166.65,False,0.0,2026-03-25 14:47:41
1245,245,50011207,2026-05-17 20:38:41,2026-05-17 22:08:41,2,Chicken,36.9,0.0,2.5,completed,18.64,False,0.0,2026-05-17 20:38:41
1246,245,50144001,2026-03-12 16:54:17,2026-03-12 17:39:17,3,Korean,42.8,0.0,0.0,completed,98.39,True,14.76,2026-03-12 16:54:17
1247,246,50099404,2026-03-23 19:37:58,2026-03-23 20:37:58,2,Italian,21.9,0.5,4.0,completed,16.14,False,0.0,2026-03-23 19:37:58
1248,246,41717184,2026-05-03 15:28:13,2026-05-03 15:43:13,5,Italian,21.5,0.0,0.0,completed,123.25,False,0.0,2026-05-03 15:28:13
1249,246,50166388,2026-03-10 20:46:08,2026-03-10 21:16:08,2,Italian,10.9,0.0,6.2,completed,17.98,False,0.0,2026-03-10 20:46:08
1250,246,50149191,2026-03-04 22:30:12,2026-03-04 22:45:12,2,Sandwiches,42.7,0.0,6.7,no_show,28.83,True,5.77,2026-03-04 22:30:12
1251,247,41644212,2026-05-18 12:08:46,2026-05-18 12:53:46,3,Italian,14.7,0.0,0.0,completed,65.45,True,9.82,2026-05-18 12:08:46
1252,247,50141924,2026-04-06 12:33:03,2026-04-06 13:18:03,2,Coffee/Tea,41.4,0.0,1.3,completed,31.85,False,0.0,2026-04-06 12:33:03
1253,247,50136418,2026-04-05 19:21:31,2026-04-05 20:21:31,2,Pizza,39.6,0.0,5.9,completed,31.08,False,0.0,2026-04-05 19:21:31
1254,247,50147799,2026-05-07 12:14:59,2026-05-07 12:44:59,3,Mediterranean,22.5,0.0,0.0,completed,26.29,False,0.0,2026-05-07 12:14:59
1255,247,50142024,2026-04-28 18:33:03,2026-04-28 20:03:03,1,French,24.4,29.3,28.6,cancelled,15.07,False,0.0,2026-04-28 18:33:03
1256,247,50122701,2026-03-09 18:29:52,2026-03-09 19:14:52,1,Mediterranean,15.0,0.0,0.0,completed,20.65,False,0.0,2026-03-09 18:29:52
1257,248,41706329,2026-05-26 08:58:14,2026-05-26 09:58:14,2,Indian,22.2,0.0,0.0,completed,19.13,True,4.78,2026-05-26 08:58:14
1258,248,50156522,2026-03-20 12:36:32,2026-03-20 13:06:32,2,Pizza,26.3,0.0,0.0,completed,54.13,True,13.53,2026-03-20 12:36:32
1259,248,50176558,2026-03-05 17:10:14,2026-03-05 17:25:14,3,Indian,23.2,0.0,0.0,completed,76.96,True,19.24,2026-03-05 17:10:14
1260,249,50093376,2026-05-06 19:12:53,2026-05-06 19:42:53,2,Hamburgers,32.7,0.0,0.0,no_show,29.8,False,0.0,2026-05-06 19:12:53
1261,250,50169698,2026-03-02 08:00:11,2026-03-02 09:00:11,4,Pizza,38.6,0.0,0.5,completed,257.93,True,25.79,2026-03-02 08:00:11
1262,250,50080692,2026-04-12 22:34:03,2026-04-12 22:49:03,2,"Juice, Smoothies, Fruit Salads",13.6,0.0,1.3,no_show,71.83,False,0.0,2026-04-12 22:34:03
1263,250,50174319,2026-04-03 10:45:41,2026-04-03 11:45:41,1,"Juice, Smoothies, Fruit Salads",7.9,0.0,1.6,no_show,86.67,True,8.67,2026-04-03 10:45:41
1264,250,50178995,2026-03-08 11:04:31,2026-03-08 11:19:31,4,"Juice, Smoothies, Fruit Salads",27.4,0.0,2.3,completed,140.33,True,35.08,2026-03-08 11:04:31
1265,250,50158701,2026-04-05 12:48:05,2026-04-05 13:48:05,1,"Juice, Smoothies, Fruit Salads",11.8,0.0,2.5,completed,10.35,True,1.04,2026-04-05 12:48:05
1266,250,50053477,2026-04-29 21:43:01,2026-04-29 22:13:01,3,"Juice, Smoothies, Fruit Salads",33.0,0.0,0.0,completed,74.21,False,0.0,2026-04-29 21:43:01
1267,250,40400710,2026-05-21 17:39:06,2026-05-21 18:09:06,2,Italian,36.0,0.0,0.0,completed,93.53,True,18.71,2026-05-21 17:39:06
1268,250,50152572,2026-04-29 19:25:27,2026-04-29 20:10:27,2,Pizza,25.4,0.0,0.0,completed,116.77,True,11.68,2026-04-29 19:25:27
1269,250,50133853,2026-03-28 15:26:31,2026-03-28 15:41:31,1,French,36.3,0.0,0.0,completed,11.66,False,0.0,2026-03-28 15:26:31
1270,250,50075331,2026-03-13 10:35:02,2026-03-13 11:35:02,2,American,42.8,5.0,6.5,completed,76.12,False,0.0,2026-03-13 10:35:02
1271,250,50066413,2026-03-01 20:00:09,2026-03-01 20:30:09,5,American,36.8,0.0,0.0,completed,59.69,False,0.0,2026-03-01 20:00:09
1272,250,50094976,2026-03-09 19:19:52,2026-03-09 20:04:52,4,Pizza,24.6,0.0,0.0,completed,248.57,False,0.0,2026-03-09 19:19:52
1273,250,50143089,2026-05-01 09:23:56,2026-05-01 10:23:56,2,Pizza,29.6,0.0,0.0,completed,17.17,False,0.0,2026-05-01 09:23:56
1274,250,50140110,2026-04-06 17:31:33,2026-04-06 18:31:33,4,"Juice, Smoothies, Fruit Salads",36.5,0.0,4.3,completed,103.61,False,0.0,2026-04-06 17:31:33
1275,250,50133334,2026-03-25 15:53:50,2026-03-25 17:53:50,2,Pizza,33.6,0.0,2.4,completed,35.37,False,0.0,2026-03-25 15:53:50
1276,250,50119562,2026-05-09 18:09:35,2026-05-09 18:24:35,2,"Juice, Smoothies, Fruit Salads",42.6,0.0,0.0,completed,51.33,False,0.0,2026-05-09 18:09:35
1277,250,50176532,2026-03-18 10:47:18,2026-03-18 11:47:18,1,Pizza,5.2,0.0,0.0,completed,28.85,False,0.0,2026-03-18 10:47:18
1278,250,50004456,2026-03-18 19:37:42,2026-03-18 20:22:42,1,Pizza,20.4,0.0,0.0,completed,55.35,True,5.53,2026-03-18 19:37:42
1279,250,50111716,2026-05-18 14:14:33,2026-05-18 14:29:33,4,Pizza,31.6,0.0,0.0,completed,128.06,True,25.61,2026-05-18 14:14:33
1280,251,50134578,2026-05-28 14:57:22,2026-05-28 15:27:22,4,Thai,29.8,3.2,1.6,completed,92.92,False,0.0,2026-05-28 14:57:22
1281,251,50105790,2026-04-06 14:48:29,2026-04-06 15:48:29,2,Thai,32.7,0.0,0.0,completed,25.45,False,0.0,2026-04-06 14:48:29
1282,252,41139219,2026-05-31 10:13:02,2026-05-31 11:13:02,2,Korean,5.6,0.0,0.0,completed,186.4,False,0.0,2026-05-31 10:13:02
1283,252,40512865,2026-05-10 09:32:27,2026-05-10 10:17:27,3,Pizza,7.0,0.0,0.0,completed,35.37,False,0.0,2026-05-10 09:32:27
1284,252,50087667,2026-04-14 11:14:45,2026-04-14 11:59:45,3,Korean,26.2,1.1,0.0,completed,6.72,False,0.0,2026-04-14 11:14:45
1285,252,50044603,2026-05-13 10:04:49,2026-05-13 10:49:49,2,Pizza,35.1,1.8,3.4,completed,105.44,False,0.0,2026-05-13 10:04:49
1286,252,50106587,2026-04-25 13:30:40,2026-04-25 14:15:40,1,Pizza,10.7,0.0,3.8,completed,19.56,True,2.93,2026-04-25 13:30:40
1287,252,50104400,2026-04-06 13:52:34,2026-04-06 15:22:34,2,Korean,34.5,0.0,1.9,completed,107.41,False,0.0,2026-04-06 13:52:34
1288,252,50125809,2026-05-30 12:22:00,2026-05-30 13:22:00,3,Pizza,11.5,0.0,1.6,completed,251.21,True,25.12,2026-05-30 12:22:00
1289,252,50108824,2026-05-09 10:24:39,2026-05-09 11:24:39,2,Pizza,11.9,0.0,3.1,completed,125.53,True,31.38,2026-05-09 10:24:39
1290,254,41662070,2026-04-25 21:17:40,2026-04-25 22:17:40,3,French,27.1,0.0,0.0,completed,47.88,False,0.0,2026-04-25 21:17:40
1291,255,50095294,2026-04-10 18:35:35,2026-04-10 18:50:35,2,Donuts,25.3,0.0,0.0,completed,26.6,False,0.0,2026-04-10 18:35:35
1292,257,50065982,2026-03-06 19:40:11,2026-03-06 21:10:11,2,Latin American,21.3,0.0,0.0,completed,28.06,False,0.0,2026-03-06 19:40:11
1293,257,50155349,2026-04-07 20:02:45,2026-04-07 20:17:45,1,Japanese,29.6,0.0,0.0,completed,6.18,False,0.0,2026-04-07 20:02:45
1294,257,50132385,2026-03-08 17:55:46,2026-03-08 18:10:46,3,Japanese,31.9,0.0,4.5,completed,0.9,False,0.0,2026-03-08 17:55:46
1295,257,50038886,2026-05-08 13:32:55,2026-05-08 14:02:55,2,Japanese,13.3,0.0,0.5,no_show,45.14,False,0.0,2026-05-08 13:32:55
1296,257,50161085,2026-05-15 08:49:15,2026-05-15 09:04:15,5,Korean,10.2,0.0,2.0,completed,23.36,True,3.5,2026-05-15 08:49:15
1297,257,41448576,2026-03-20 19:14:59,2026-03-20 20:14:59,2,Coffee/Tea,15.9,0.0,0.0,completed,58.43,False,0.0,2026-03-20 19:14:59
1298,257,50055651,2026-05-14 08:31:13,2026-05-14 09:16:13,2,Korean,8.2,0.0,0.0,completed,26.99,False,0.0,2026-05-14 08:31:13
1299,257,50133344,2026-04-01 09:01:33,2026-04-01 10:01:33,2,Korean,42.5,0.0,2.1,completed,57.09,False,0.0,2026-04-01 09:01:33
1300,257,50059509,2026-04-05 19:13:09,2026-04-05 20:43:09,4,Korean,17.8,7.1,6.6,completed,112.95,True,11.3,2026-04-05 19:13:09
1301,257,50002294,2026-03-09 18:29:56,2026-03-09 19:29:56,1,Korean,39.9,0.0,3.5,completed,27.14,True,2.71,2026-03-09 18:29:56
1302,257,50105680,2026-04-05 19:57:19,2026-04-05 21:27:19,4,Japanese,20.7,0.0,1.5,completed,101.85,False,0.0,2026-04-05 19:57:19
1303,257,50148373,2026-04-18 19:59:18,2026-04-18 21:29:18,2,Japanese,32.2,0.0,0.0,completed,17.88,True,3.58,2026-04-18 19:59:18
1304,257,50131013,2026-03-21 16:58:54,2026-03-21 17:28:54,1,American,5.3,0.0,1.4,completed,15.16,False,0.0,2026-03-21 16:58:54
1305,258,50051433,2026-03-13 14:38:25,2026-03-13 14:53:25,4,Italian,42.3,0.0,1.9,completed,97.52,False,0.0,2026-03-13 14:38:25
1306,258,50141883,2026-05-18 18:01:24,2026-05-18 18:46:24,2,"Juice, Smoothies, Fruit Salads",9.9,0.0,0.0,completed,87.83,False,0.0,2026-05-18 18:01:24
1307,258,40549610,2026-04-12 17:06:14,2026-04-12 17:36:14,3,Coffee/Tea,44.2,0.0,0.0,cancelled,36.46,True,9.11,2026-04-12 17:06:14
1308,258,50143155,2026-05-11 17:40:57,2026-05-11 19:40:57,1,Bakery Products/Desserts,15.7,0.0,2.8,completed,46.35,False,0.0,2026-05-11 17:40:57
1309,258,50168213,2026-04-12 10:40:41,2026-04-12 11:40:41,2,Korean,24.9,0.0,5.3,completed,53.74,True,8.06,2026-04-12 10:40:41
1310,258,50110819,2026-04-03 20:23:25,2026-04-03 21:53:25,3,Bakery Products/Desserts,35.1,0.0,2.2,completed,94.38,False,0.0,2026-04-03 20:23:25
1311,259,50143551,2026-04-05 20:06:57,2026-04-05 21:06:57,2,Indian,40.7,0.0,0.0,completed,36.12,False,0.0,2026-04-05 20:06:57
1312,259,50055399,2026-05-01 18:52:07,2026-05-01 19:37:07,3,Hamburgers,29.5,0.0,2.7,completed,6.91,False,0.0,2026-05-01 18:52:07
1313,259,50129611,2026-03-31 14:06:08,2026-03-31 14:51:08,2,Korean,41.5,0.0,0.8,completed,18.55,True,1.86,2026-03-31 14:06:08
1314,259,50164294,2026-03-24 12:02:23,2026-03-24 13:02:23,4,American,21.0,0.0,0.0,completed,106.8,True,16.02,2026-03-24 12:02:23
1315,260,41582081,2026-03-25 20:12:48,2026-03-25 20:42:48,2,Italian,36.5,0.0,0.0,completed,56.6,False,0.0,2026-03-25 20:12:48
1316,260,50000161,2026-04-06 10:04:27,2026-04-06 10:34:27,5,Italian,11.4,0.0,6.1,completed,54.46,False,0.0,2026-04-06 10:04:27
1317,260,40996589,2026-05-28 17:14:54,2026-05-28 17:59:54,2,Latin American,40.6,0.0,0.0,completed,64.09,True,16.02,2026-05-28 17:14:54
1318,261,50032842,2026-03-28 17:18:25,2026-03-28 18:03:25,5,"Juice, Smoothies, Fruit Salads",37.7,0.0,0.0,completed,112.96,False,0.0,2026-03-28 17:18:25
1319,261,50102670,2026-04-04 18:21:36,2026-04-04 19:21:36,3,Mexican,44.9,0.0,0.0,completed,67.82,True,13.56,2026-04-04 18:21:36
1320,261,50106850,2026-05-07 08:01:35,2026-05-07 09:01:35,2,Mexican,9.2,0.0,0.0,completed,5.27,True,1.05,2026-05-07 08:01:35
1321,261,41701618,2026-05-14 18:49:10,2026-05-14 19:34:10,1,Italian,35.0,0.0,0.0,completed,66.75,False,0.0,2026-05-14 18:49:10
1322,262,50098846,2026-04-25 19:04:54,2026-04-25 19:34:54,2,Thai,12.6,2.4,0.0,completed,57.53,False,0.0,2026-04-25 19:04:54
1323,262,50113149,2026-03-21 17:31:51,2026-03-21 18:01:51,1,Bakery Products/Desserts,40.6,0.0,0.0,completed,14.31,False,0.0,2026-03-21 17:31:51
1324,263,50144305,2026-05-25 15:40:41,2026-05-25 16:10:41,2,Indian,43.4,0.0,0.0,completed,36.74,False,0.0,2026-05-25 15:40:41
1325,263,50097025,2026-03-28 16:51:55,2026-03-28 17:51:55,1,Chinese,37.3,0.0,1.7,completed,9.63,False,0.0,2026-03-28 16:51:55
1326,263,41699341,2026-03-26 09:46:10,2026-03-26 10:31:10,2,Mexican,41.3,0.0,0.0,completed,24.39,False,0.0,2026-03-26 09:46:10
1327,263,50117774,2026-05-05 12:31:32,2026-05-05 13:16:32,4,Indian,12.3,0.0,0.0,completed,50.87,False,0.0,2026-05-05 12:31:32
1328,263,50168179,2026-05-30 10:33:49,2026-05-30 11:33:49,2,Korean,7.8,0.0,1.9,completed,45.94,False,0.0,2026-05-30 10:33:49
1329,263,40727750,2026-05-26 18:06:08,2026-05-26 18:36:08,4,Indian,9.1,0.1,3.8,completed,136.17,True,20.43,2026-05-26 18:06:08
1330,263,50120019,2026-05-19 18:34:10,2026-05-19 19:04:10,2,Indian,6.7,0.0,5.7,completed,34.01,False,0.0,2026-05-19 18:34:10
1331,264,50168755,2026-04-07 20:07:18,2026-04-07 20:22:18,3,Other,28.8,0.0,0.8,completed,83.34,True,16.67,2026-04-07 20:07:18
1332,264,50167263,2026-03-23 08:06:03,2026-03-23 08:36:03,2,Jewish/Kosher,30.8,0.0,0.0,completed,50.57,True,5.06,2026-03-23 08:06:03
1333,265,50155847,2026-05-15 13:49:37,2026-05-15 14:34:37,2,Mexican,26.5,0.0,1.4,completed,52.18,False,0.0,2026-05-15 13:49:37
1334,265,50093772,2026-05-20 13:31:34,2026-05-20 15:01:34,2,French,7.1,0.0,2.5,completed,164.3,False,0.0,2026-05-20 13:31:34
1335,265,41476195,2026-03-20 16:12:36,2026-03-20 16:57:36,2,Indian,11.2,0.0,0.0,completed,512.95,False,0.0,2026-03-20 16:12:36
1336,266,50055122,2026-05-28 16:45:14,2026-05-28 18:15:14,2,Mexican,17.1,0.0,1.0,completed,93.6,False,0.0,2026-05-28 16:45:14
1337,266,50123287,2026-04-13 11:46:25,2026-04-13 12:31:25,5,Coffee/Tea,44.4,0.0,1.7,completed,141.61,False,0.0,2026-04-13 11:46:25
1338,266,50117413,2026-03-15 09:26:08,2026-03-15 09:41:08,2,Sandwiches,29.6,2.4,1.9,completed,37.97,False,0.0,2026-03-15 09:26:08
1339,266,50106106,2026-05-19 13:13:55,2026-05-19 13:43:55,1,Japanese,41.5,0.0,0.0,completed,38.78,True,7.76,2026-05-19 13:13:55
1340,266,50117510,2026-05-06 20:54:39,2026-05-06 21:24:39,2,Coffee/Tea,19.4,0.0,2.6,completed,56.77,False,0.0,2026-05-06 20:54:39
1341,267,41008413,2026-04-20 13:30:35,2026-04-20 14:30:35,2,Latin American,21.7,0.0,0.0,completed,29.31,False,0.0,2026-04-20 13:30:35
1342,268,50139333,2026-05-14 20:43:39,2026-05-14 21:13:39,2,Coffee/Tea,32.1,0.0,0.6,completed,43.66,False,0.0,2026-05-14 20:43:39
1343,268,50066450,2026-05-25 15:11:44,2026-05-25 15:56:44,2,Mediterranean,17.6,0.0,0.0,cancelled,59.24,False,0.0,2026-05-25 15:11:44
1344,268,50171357,2026-03-15 17:52:20,2026-03-15 18:37:20,2,"Juice, Smoothies, Fruit Salads",5.2,0.0,0.4,completed,36.13,False,0.0,2026-03-15 17:52:20
1345,268,50078895,2026-04-17 19:01:41,2026-04-17 19:31:41,2,"Juice, Smoothies, Fruit Salads",6.3,0.0,0.0,completed,97.34,True,19.47,2026-04-17 19:01:41
1346,269,50095294,2026-05-28 21:00:07,2026-05-28 21:45:07,2,Donuts,7.7,0.0,3.4,completed,60.37,False,0.0,2026-05-28 21:00:07
1347,269,41145134,2026-03-16 13:08:06,2026-03-16 13:23:06,4,Donuts,11.3,0.0,0.0,completed,309.88,False,0.0,2026-03-16 13:08:06
1348,270,50047742,2026-03-22 16:44:33,2026-03-22 17:14:33,1,Donuts,39.6,0.0,0.0,completed,8.6,False,0.0,2026-03-22 16:44:33
1349,270,50005320,2026-05-02 12:02:27,2026-05-02 12:47:27,4,Chinese,38.8,0.0,0.0,completed,107.42,False,0.0,2026-05-02 12:02:27
1350,270,50106956,2026-03-22 12:35:34,2026-03-22 14:35:34,1,French,15.2,0.0,0.1,completed,42.29,False,0.0,2026-03-22 12:35:34
1351,270,50186403,2026-04-02 12:01:20,2026-04-02 12:31:20,2,Japanese,24.2,0.0,1.2,completed,14.73,False,0.0,2026-04-02 12:01:20
1352,270,41353418,2026-03-08 15:40:21,2026-03-08 16:10:21,5,Donuts,13.2,0.0,0.0,completed,24.45,False,0.0,2026-03-08 15:40:21
1353,270,40884395,2026-03-19 19:24:24,2026-03-19 20:09:24,2,American,23.5,0.0,0.0,completed,36.34,True,9.09,2026-03-19 19:24:24
1354,271,50152572,2026-03-26 11:49:18,2026-03-26 12:04:18,1,Pizza,11.2,0.0,2.1,completed,32.69,False,0.0,2026-03-26 11:49:18
1355,273,50150588,2026-03-11 13:53:24,2026-03-11 14:53:24,4,Chinese,43.5,0.0,0.0,completed,22.24,True,3.34,2026-03-11 13:53:24
1356,273,50122847,2026-04-19 20:24:18,2026-04-19 21:24:18,1,Chinese,29.7,0.0,0.0,completed,14.94,False,0.0,2026-04-19 20:24:18
1357,273,50131504,2026-04-30 13:18:30,2026-04-30 14:48:30,1,Chinese,20.5,0.0,0.9,completed,9.89,False,0.0,2026-04-30 13:18:30
1358,274,50070746,2026-04-01 17:52:27,2026-04-01 18:37:27,3,Asian/Asian Fusion,23.9,0.0,3.2,completed,337.02,True,50.55,2026-04-01 17:52:27
1359,274,50136510,2026-04-26 15:42:04,2026-04-26 16:12:04,2,Bakery Products/Desserts,7.4,0.0,0.0,completed,46.62,False,0.0,2026-04-26 15:42:04
1360,274,50141730,2026-05-15 10:24:59,2026-05-15 11:24:59,3,Asian/Asian Fusion,44.7,0.0,1.1,completed,48.58,True,12.15,2026-05-15 10:24:59
1361,274,50097403,2026-04-12 11:18:34,2026-04-12 11:48:34,2,Salads,36.2,0.0,0.0,cancelled,35.47,False,0.0,2026-04-12 11:18:34
1362,274,50135613,2026-05-11 09:44:00,2026-05-11 11:14:00,2,Mediterranean,24.9,7.5,10.4,completed,144.26,False,0.0,2026-05-11 09:44:00
1363,274,50055609,2026-05-20 08:59:04,2026-05-20 09:14:04,1,Asian/Asian Fusion,9.2,0.0,0.0,completed,149.79,False,0.0,2026-05-20 08:59:04
1364,274,50160415,2026-04-28 11:49:44,2026-04-28 12:19:44,1,Mediterranean,33.8,0.0,1.7,completed,54.59,False,0.0,2026-04-28 11:49:44
1365,275,50162663,2026-03-14 17:26:54,2026-03-14 18:11:54,1,Japanese,20.7,0.0,0.0,completed,11.88,False,0.0,2026-03-14 17:26:54
1366,275,50179015,2026-05-03 19:51:03,2026-05-03 20:36:03,2,Latin American,32.7,0.0,0.0,completed,114.6,False,0.0,2026-05-03 19:51:03
1367,276,41139219,2026-04-22 21:58:14,2026-04-22 22:13:14,2,Korean,41.5,0.0,0.0,completed,7.17,False,0.0,2026-04-22 21:58:14
1368,276,50058724,2026-05-13 17:33:38,2026-05-13 17:48:38,2,Indian,34.2,10.2,5.6,completed,25.08,False,0.0,2026-05-13 17:33:38
