,restaurant_id,original_name,original_address,matched_name,google_id,matched_address,latitude,longitude,day,hour,busyness_score,typical_time_spent,rating,reviews,weekday,demand_month,taxi_zone_id,taxi_zone_name,estimated_area_sqft,capacity,turnover_rate,takeaway_ratio,eat_in_ratio,dropoff_count
716,50105206,JAJAJA MEXICANA,"63 CARMINE STREET, MANHATTAN, NY 10014",Jajaja Mexicana,0x89c259d36038eb87:0xa61e45feac17ec2a,,40.7298848,-74.00460389999999,7,6,0,People typically spend 1-2.5 hours here,4.6,1792,6,6,249,West Village,449.28,30.10176,1.8,0.4,0.6,30
717,50105374,LE PAIN QUOTIDIEN,"1309 LEXINGTON AVENUE, MANHATTAN, NY 10128",Le Pain Quotidien,0x89c258a72a81fc09:0x620fcd7770aff2a8,,40.7806119,-73.9545766,7,6,0,People typically spend 25 min to 1.5 hr here,4.1,545,6,6,236,Upper East Side North,3184.0,159.2,0.8,0.05,0.95,115
718,50105429,THE GOOD GOOD,"1694 PARK AVENUE, MANHATTAN, NY 10035",The Good Good,0x89c2f7773bc0daaf:0xe65f2b5b16afb783,,40.8013042,-73.9422367,7,6,0,People typically spend 1.5-3 hours here,4.8,406,6,6,74,East Harlem North,1940.0,116.4,1.2,0.2,0.8,101
719,50105549,16 HANDLES,"155 CHAMBERS STREET, MANHATTAN, NY 10007",16 Handles,0x89c25b2f07938be7:0x22fc2a3da577239,,40.7159923,-74.0100384,7,6,0,,3.7,110,6,6,231,TriBeCa/Civic Center,1431.2,118.7896,3.0,0.8,0.1999999999999999,50
720,50105559,LE PAIN QUOTIDIEN,"60 WEST   65 STREET, MANHATTAN, NY 10023",Le Pain Quotidien,0x89c258f572c0118b:0x8893581423f011,,40.7726566,-73.9816386,7,6,0,People typically spend 45 min to 2 hr here,4.0,567,6,6,142,Lincoln Square East,1716.0,85.80000000000001,0.8,0.05,0.95,99
721,50105604,GRIND NYC COFFEE SHOP,"602 9 AVENUE, MANHATTAN, NY 10036",GRIND THE NYC COFFEE SHOP & BAGEL HOUSE,0x89c259125a931087:0x3d471d4575240620,,40.7590839,-73.9918101,7,6,0,People typically spend 20-45 min here,4.8,2582,6,6,48,Clinton East,790.4000000000001,65.60320000000002,3.0,0.7,0.3,130
722,50105982,CKA KA QELLUE,"118 EAST   31 STREET, MANHATTAN, NY 10016",Çka Ka Qëllue,0x89c259a4ac77af25:0x35e85afb73a6833e,,40.7446105,-73.98189529999999,7,6,0,People typically spend 1-2 hours here,4.7,1829,6,6,170,Murray Hill,930.0,55.8,1.2,0.2,0.8,92
723,50105997,LE PAIN QUOTIDIEN,"250 WEST   55 STREET, MANHATTAN, NY 10019",Le Pain Quotidien,0x89c25857f8c6efb3:0xc6a38927744d8304,,40.7651275,-73.9834024,7,6,0,,4.1,893,6,6,163,Midtown North,369.6,18.48,0.8,0.05,0.95,74
724,50106065,CALAVERAS CORNER,"936 AMSTERDAM AVENUE, MANHATTAN, NY 10025",Calaveras Corner,0x89c2f7d1f7867cb3:0x57894ef6d72e9219,,40.8006579,-73.9658425,7,6,0,People typically spend 1-2.5 hours here,4.4,241,6,6,24,Bloomingdale,956.0,64.052,1.8,0.4,0.6,25
725,50106067,EMPANADA MAMA,"200B WEST   40 STREET, MANHATTAN, NY 10018",Empanada Mama Times Square (40th St),0x89c2591e85be6f21:0x2b1c229c9b94d65a,,40.7548424,-73.98834339999999,7,6,0,,4.2,631,6,6,100,Garment District,1209.833333333333,72.58999999999999,1.2,0.2,0.8,73
726,50106095,BLUE WILLOW,"40 WEST   56 STREET, MANHATTAN, NY 10019",Blue Willow 夜来湘,0x89c259bdd1c5dd0d:0x86238121a190886,,40.762918,-73.9765271,7,6,0,People typically spend 45 min to 1.5 hr here,4.5,2125,6,6,161,Midtown Center,1000.0,60.0,1.2,0.3,0.7,88
727,50106171,SMOOVE ICE CREAM,"279 GRAND STREET, MANHATTAN, NY 10002",Smoove Ice Cream,0x89c259e6a686f617:0x2e0ca7f1b8d4bd44,,40.7176943,-73.9927292,7,6,0,,4.7,598,6,6,148,Lower East Side,1047.375,86.932125,3.0,0.7,0.3,43
728,50106213,ROYAL SEAFOOD CAFE,"103 MOTT STREET, MANHATTAN, NY 10013",Royal Seafood,0x89c25a278199977f:0x356aea835ff05c30,,40.7173032,-73.9976916,7,6,0,People typically spend 1-2 hours here,3.9,1420,6,6,144,Little Italy/NoLiTa,987.5,59.25,1.2,0.3,0.7,16
729,50106343,SUPREME RESTAURANT,"100 MOTT STREET, MANHATTAN, NY 10013",Supreme Restaurant,0x89c25a2786883d1d:0xc96f10e2474bd8db,,40.717267,-73.99723399999999,7,6,0,People typically spend 45 min to 1.5 hr here,4.2,1988,6,6,144,Little Italy/NoLiTa,987.5,59.25,1.2,0.3,0.7,16
730,50106381,FRENCHETTE BAKERY,"220 CHURCH STREET, MANHATTAN, NY 10013",Frenchette Bakery,0x89c25b4f39932b41:0xce7975e874539251,,40.7169382,-74.0069604,7,6,0,,4.5,300,6,6,231,TriBeCa/Civic Center,8000.0,664.0,3.0,0.7,0.3,50
731,50106481,OSTERIA LA BAIA,"129 WEST   52 STREET, MANHATTAN, NY 10019",Osteria La Baia,0x89c25930bc53d1a3:0xe92edb888b740614,,40.7618881,-73.9809702,7,6,0,People typically spend 1.5-4 hours here,4.9,6855,6,6,230,Times Sq/Theatre District,8000.0,440.0,1.0,0.1,0.9,118
732,50106592,POPEYES LOUISIANA KITCHEN,"39 1 AVENUE, MANHATTAN, NY 10003",Popeyes Louisiana Kitchen,0x89c259d251903aa5:0x21db198a6ee1d98b,,40.72434,-73.98812,7,6,0,People typically spend 10 min to 1 hr here,3.9,501,6,6,79,East Village,783.2,52.4744,2.0,0.5,0.5,63
733,50106774,LONGO BROS,"474 9 AVENUE, MANHATTAN, NY 10018",Longo Bros,0x89c259a292452753:0xe71aa23cd4076c0,,40.7548972,-73.9950052,7,6,0,People typically spend 1-2.5 hours here,4.4,657,6,6,68,East Chelsea,2330.4,128.172,1.0,0.1,0.9,303
734,50107169,YARD HOUSE #8389,"575 7 AVENUE, MANHATTAN, NY 10018",Yard House,0x89c259bee9101fd3:0xac438967ec6b2531,,40.75509,-73.98727,7,6,0,People typically spend 1-2 hours here,4.5,4471,6,6,100,Garment District,1037.25,62.235,1.2,0.2,0.8,73
735,50107397,NY SAL'S PIZZA,"536 EAST   14 STREET, MANHATTAN, NY 10009",New York Sal's Pizza II,0x89c2592ffc2aea17:0x70abdaefbf9cc28f,,40.7295,-73.9787559,7,6,0,,4.4,82,6,6,79,East Village,1416.1,94.8787,1.8,0.5,0.5,63
736,50107403,WINGSTOP,"4051 BROADWAY, MANHATTAN, NY 10032",Wingstop,0x89c2f7af78ffeff1:0x9f37e8735ff22d04,,40.8430212,-73.9394592,7,6,0,,4.1,462,6,6,244,Washington Heights South,1118.25,74.92275000000001,2.0,0.5,0.5,149
737,50107405,THE LITTLE BEET,"1291 1 AVENUE, MANHATTAN, NY 10021",Little Beet,0x89c2596f16a8b997:0x82264eff4b71edb4,,40.7662649,-73.95746609999999,7,6,0,,4.2,133,6,6,141,Lenox Hill West,1240.0,74.39999999999999,1.2,0.2,0.8,83
738,50107525,TARA ROSE,"384 3 AVENUE, MANHATTAN, NY 10016",Tara Rose | NYC,0x89c259d6e8ee1fa7:0x6ce5c49aa0b108d2,,40.7417855,-73.9812353,7,6,0,People typically spend 1-3 hours here,4.7,1256,6,6,107,Gramercy,720.4000000000001,43.224,1.2,0.2,0.8,46
739,50107573,TACO BELL,"1501 BROADWAY, MANHATTAN, NY 10036",Taco Bell Cantina,0x89c2595de397df0b:0x978cf66cb3ed7d6c,,40.7572062,-73.9865921,7,6,0,,3.7,602,6,6,230,Times Sq/Theatre District,3814.461111111111,255.5688944444445,1.8,0.4,0.6,118
740,50107638,TERRIFIC WINGS TACOS 'N' THINGS,"2131 3 AVENUE, MANHATTAN, NY 10035",Terrific Wings Tacos & Things,0x89c2f608e9dbffff:0xa729dcf71461f7fb,,40.798183,-73.9395856,7,6,0,,4.0,153,6,6,74,East Harlem North,1104.0,66.24,1.2,0.2,0.8,101
741,50107674,WIMPY'S RESTAURANT,"2334 2 AVENUE, MANHATTAN, NY 10035",Wimpys,0x89c2f5e29e91ede9:0x4fb1b432604493b4,,40.7992828,-73.93577549999999,7,6,0,People typically spend 15 min to 1 hr here,4.0,222,6,6,74,East Harlem North,768.0,51.456,1.8,0.4,0.6,101
742,50107686,NOI DUE CAFE,"491 COLUMBUS AVENUE, MANHATTAN, NY 10024",Noi Due Cafe,0x89c2588a934f97df:0xf8b6aae16508c16d,,40.7849326,-73.97305949999999,7,6,0,People typically spend 45 min to 4 hr here,4.6,2025,6,6,239,Upper West Side South,1600.0,88.0,1.0,0.1,0.9,75
743,50107871,CHAMPION PIZZA,"2 WEST   14 STREET, MANHATTAN, NY 10011",Champion Pizza - 5th Ave,0x89c2599817371b6f:0xdbc7105203dc91cb,,40.7359258,-73.9939151,7,6,0,,4.0,814,6,6,113,Greenwich Village North,2112.6,141.5442,1.8,0.5,0.5,25
744,50107904,BANH,"942 AMSTERDAM AVENUE, MANHATTAN, NY 10025",Bánh,0x89c2f79ec93dfdb3:0x7f9cb46cb7b7e20f,,40.8008758,-73.96567759999999,5,6,0,People typically spend 45 min to 1.5 hr here,4.5,649,4,6,24,Bloomingdale,1360.0,81.6,1.1,0.2,0.8,15
745,50107906,OM RESTAURANT,"1531 YORK AVENUE, MANHATTAN, NY 10028",OM,0x89c258bbff0ebe97:0x4346de8c4f4dd66,,40.7726799,-73.9497983,7,6,0,,4.3,348,6,6,262,Yorkville East,1200.0,66.0,1.0,0.15,0.85,38
746,50107981,COUNTER & BODEGA,"216 7TH AVE, MANHATTAN, NY 10011",Counter & Bodega,0x89c259e3e27aa855:0x7b7351162221a009,,40.7438248,-73.9962761,7,6,0,,4.4,752,6,6,90,Flatiron,1166.666666666667,70.0,1.2,0.2,0.8,31
747,50108065,CHICK-FIL-A,"1536 3 AVENUE, MANHATTAN, NY 10028",Chick-fil-A,0x89c2598c60fbd071:0xc5dd2304200fed3f,,40.7792555,-73.9539523,1,5,0,People typically spend 10-45 min here,4.4,1516,0,6,236,Upper East Side North,682.0,45.694,2.0,0.5,0.5,59
748,50108087,5IVE SPICE,"227 MULBERRY STREET, MANHATTAN, NY 10012",5ive Spice Tacos & Banh Mi,0x89c25908d8f65f3b:0x24607f742277ab9b,,40.7225831,-73.9962714,7,6,0,,4.6,979,6,6,144,Little Italy/NoLiTa,7068.3,424.098,1.1,0.2,0.8,16
749,50108317,KFC,"242 EAST   14 STREET, MANHATTAN, NY 10003",KFC,0x89c2599e5a0fa77f:0xb5c1843dfce31246,,40.7323158,-73.9853406,7,6,0,People typically spend 20 min here,3.4,1551,6,6,79,East Village,663.96,44.48532000000001,2.0,0.5,0.5,63
750,50108333,HAY HAY ROASTED,"81 MOTT STREET, MANHATTAN, NY 10013",Hay Hay Roasted,0x89c25b49006982c7:0xd4c262d1f1f9f62f,,40.7165791,-73.9980362,7,6,0,People typically spend 15-45 min here,4.3,664,6,6,45,Chinatown,460.0,27.6,1.2,0.3,0.7,14
751,50108675,ROCCO'S PIZZA,"148 8 AVENUE, MANHATTAN, NY 10011",ROCCO'S PIZZA,0x89c259bc8389fd35:0x5670b57af9fe0810,,40.741757,-74.000708,7,6,0,,3.7,323,6,6,90,Flatiron,2400.0,160.8,1.8,0.5,0.5,31
752,50108809,ZUCKER'S BAGELS & SMOKED FISH,"125 FULTON STREET, MANHATTAN, NY 10038",Zucker’s Bagels & Smoked Fish,0x89c25b8289d83995:0xa5b607526ac39aff,,40.7102112,-74.007182,7,5,0,,4.0,557,6,6,209,Seaport,662.3333333333334,54.97366666666667,3.0,0.8,0.1999999999999999,18
753,50108855,STOUT NYC,"109 WEST   39 STREET, MANHATTAN, NY 10018",Stout NYC,0x89c25965a69ec0fd:0x9a38c950d92a7e95,,40.7533433,-73.986043,7,6,0,People typically spend 45 min to 2.5 hr here,4.6,882,6,6,100,Garment District,2973.725,178.4235,1.2,0.2,0.8,73
754,50108977,CHEF YU,"520 8 AVENUE, MANHATTAN, NY 10018",Chef Yu,0x89c259adab5d38ad:0xf6f61c1def7a611e,,40.7535052,-73.99231139999999,7,6,0,People typically spend 45 min to 1.5 hr here,4.1,1550,6,6,100,Garment District,1480.11,88.80659999999997,1.2,0.3,0.7,73
755,50109092,MILK & HOPS,"166 9 AVENUE, MANHATTAN, NY 10011",Milk & Hops,0x89c259b913afa637:0xa67ff555a81db866,,40.7446831,-74.00232079999999,7,6,0,People typically spend 45 min to 2.5 hr here,4.7,755,6,6,68,East Chelsea,666.6666666666666,39.99999999999999,1.2,0.2,0.8,303
756,50109386,UPSIDE PIZZA,"51 SPRING STREET, MANHATTAN, NY 10012",Upside Pizza,0x89c25959c45a8427:0x7de477bb7792163e,,40.7220642,-73.9963255,7,6,0,People typically spend 20 min to 1.5 hr here,4.3,942,6,6,144,Little Italy/NoLiTa,200.0,13.4,1.8,0.5,0.5,16
757,50109521,BURGERMANIA,"274 WEST   40 STREET, MANHATTAN, NY 10018",Burgermania,0x89c2597a0754e1c3:0x9ece873ac705a039,,40.7557265,-73.99051519999999,7,6,0,,4.5,1570,6,6,100,Garment District,8000.0,664.0,2.5,0.6,0.4,73
758,50109601,INSOMNIA COOKIES,"125 CHURCH STREET, MANHATTAN, NY 10007",Insomnia Cookies,0x89c25b4093a82cd1:0xf07ff5b01c7f9421,,40.7140133,-74.0083461,7,6,0,,4.4,250,6,6,231,TriBeCa/Civic Center,741.6666666666666,44.49999999999999,1.2,0.2,0.8,50
759,50109699,MR. LEE'S BAKERY,"283 WEST  118 STREET, MANHATTAN, NY 10026",Lee Lee's Baked Goods,0x89c2f614041f2bc3:0x19b5d50daffec30e,,40.8056949,-73.9539762,7,6,0,,4.8,426,6,6,41,Central Harlem,2055.6,170.6148,3.0,0.7,0.3,44
760,50109998,BAYA BAR,"232 MULBERRY STREET, MANHATTAN, NY 10012",Baya Bar - Acai & Smoothie Shop,0x89c2591527bdf88f:0x3fc4ccaa0ded6e50,,40.7224981,-73.995728,7,6,0,,4.6,226,6,6,144,Little Italy/NoLiTa,1152.0,95.616,3.0,0.8,0.1999999999999999,16
761,50110113,NELLY'S CHICKEN & PIZZA,"2236 AMSTERDAM AVENUE, MANHATTAN, NY 10032",Nelly’s Chicken & Pizza,0x89c2f526eff6e53d:0x43672c80aaf30036,,40.841938,-73.93564049999999,7,6,0,People typically spend 15 min to 2.5 hr here,4.6,108,6,6,244,Washington Heights South,520.0,34.84,2.0,0.5,0.5,149
762,50110386,MAGNOLIA BAKERY,"383 WEST   31 STREET, MANHATTAN, NY 10001",Magnolia Bakery - Moynihan Train Hall,0x89c259b4d0b1ca29:0x862edab9491c5a0e,,40.7516267,-73.9954372,7,6,0,,4.0,541,6,6,68,East Chelsea,1185.0,98.355,3.0,0.7,0.3,303
763,50110540,ELECTRIC BURRITO,"81 SAINT MARKS PLACE, MANHATTAN, NY 10003",Electric Burrito,0x89c2596e2ea06b97:0x88932bc92af52c34,,40.7278725,-73.9854694,7,6,0,,4.4,545,6,6,79,East Village,426.6666666666667,28.58666666666667,1.8,0.4,0.6,63
764,50110563,WOK IN THE CLOUDS,"127 EAST   28 STREET, MANHATTAN, NY 10016",WOK IN THE CLOUDS,0x89c2595d488e448b:0xa1354a0b7af59a9b,,40.742965,-73.9827576,7,6,0,,4.5,398,6,6,170,Murray Hill,933.84,51.3612,1.0,0.15,0.85,92
765,50110603,LE PAIN QUOTIDIEN,"370 LEXINGTON AVENUE, MANHATTAN, NY 10017",Le Pain Quotidien,0x89c259604c2b8811:0xcd8ad1ad0d301a69,,40.7508041,-73.97693679999999,7,6,0,,3.8,240,6,6,170,Murray Hill,658.8166666666667,54.68178333333334,2.5,0.6,0.4,92
766,50110682,SPICE MANTRA,"1047 2 AVENUE, MANHATTAN, NY 10022",Spice Mantra,0x89c25947c6b3fe6d:0xe17bf696afeb6796,,40.7582549,-73.96627749999999,7,6,0,People typically spend 45 min to 1.5 hr here,4.7,475,6,6,229,Sutton Place/Turtle Bay North,1980.8,108.944,1.0,0.15,0.85,48
767,50110716,GABBY O'HARAS,"123 WEST   39 STREET, MANHATTAN, NY 10018",Gabby O'Haras,0x89c259ab069e08bf:0x33ff503d7d6129d7,,40.7535778,-73.9863984,7,6,0,People typically spend 45 min to 2.5 hr here,4.4,974,6,6,100,Garment District,1020.033333333333,56.10183333333334,1.0,0.1,0.9,73
768,50110739,BONSAII CAFE,"127 EAST   55 STREET, MANHATTAN, NY 10022",BONSAII Tapas & Wine Bar,0x89c259956941f975:0x50d2166699841d27,,40.7600087,-73.9704053,7,6,0,People typically spend 10-45 min here,4.8,807,6,6,162,Midtown East,8000.0,664.0,3.0,0.7,0.3,108
769,50110918,IL POSTINO RISTORANTE,"133 EAST   61 STREET, MANHATTAN, NY 10065",IL Postino,0x89c258e268d64569:0x460d8901d76d8d8,,40.7638212,-73.96758419999999,7,6,0,People typically spend 4 hours here,4.4,313,6,6,237,Upper East Side South,2124.0,116.82,1.0,0.1,0.9,131
770,50111048,SUGARFISH,"152 EAST   53 STREET, MANHATTAN, NY 10022",SUGARFISH by sushi nozawa,0x89c2597eb1eeaec5:0x6ed870b0000a14b5,,40.7579493,-73.9703377,7,6,0,People typically spend 1-2 hours here,4.4,615,6,6,162,Midtown East,5790.3,318.4665,1.0,0.15,0.85,108
771,50111188,BLUESTONE LANE,"55 HUDSON YARDS, MANHATTAN, NY 10001",Bluestone Lane 55 Hudson Yards Café,0x89c259abb076cfd5:0xab8f3a2dd95dfb59,,40.7551684,-74.0015389,7,6,0,People typically spend 45 min to 4 hr here,4.6,1173,6,6,246,West Chelsea/Hudson Yards,8000.0,480.0,1.2,0.2,0.8,114
772,50111267,CAFE LUNA,"628 HUDSON STREET, MANHATTAN, NY 10014",Cafe Luna,0x89c2596fcedfcf91:0xf0952161b4afbde,,40.7383306,-74.0053786,7,6,0,People typically spend 45 min to 2.5 hr here,4.5,835,6,6,249,West Village,200.0,12.0,1.2,0.2,0.8,30
773,50111282,ORIENTAL CHINESE FOOD TAKEOUT,"3774 BROADWAY, MANHATTAN, NY 10032",Oriental Chinese Restaurant,0x89c2f685d4dcfcd3:0x7774ae4e1bf0a08f,,40.833751,-73.9448045,7,6,0,,3.5,83,6,6,244,Washington Heights South,1000.0,60.0,1.2,0.3,0.7,149
774,50112310,DOABA DELI,"945 COLUMBUS AVE, MANHATTAN, NY 10025",Doaba Deli,0x89c2f623027112af:0x294c0106338dcd94,,40.7994716,-73.9624662,7,6,0,People typically spend 15-45 min here,4.6,637,6,6,24,Bloomingdale,480.0,26.4,1.0,0.15,0.85,25
775,50112425,SURAM,"21 WEST END AVENUE, MANHATTAN, NY 10023",Suram Sushi & Ramen,0x89c2591f9e2e1e1d:0xbb4c158ed3eb5822,,40.7726985,-73.98988969999999,7,6,0,People typically spend 30 min to 3 hr here,4.5,399,6,6,143,Lincoln Square West,2913.6,160.248,1.0,0.15,0.85,52
776,50112658,DYCKMAN PALACE PIZZA,"121 DYCKMAN STREET, MANHATTAN, NY 10040",Pizza Palace,0x89c2f40630e07791:0x129adb03217cd9e9,,40.8624803,-73.9250818,7,6,0,People typically spend 20 min here,4.8,664,6,6,127,Inwood,3000.0,201.0,1.8,0.5,0.5,16
777,50112960,CAFE CHINA,"59 WEST   37 STREET, MANHATTAN, NY 10018",Café China,0x89c25900adca7485:0x1d4ea398ad50e0c,,40.7515713,-73.9858221,7,6,0,People typically spend 1-2 hours here,4.3,3114,6,6,164,Midtown South,2282.805,136.9683,1.2,0.3,0.7,49
778,50112974,TAVERN ON READE,"59 READE STREET, MANHATTAN, NY 10007",Tavern On Reade,0x89c25b6875773f13:0x6e28f99635c65280,,40.7147693,-74.00662849999999,7,6,0,People typically spend 1-3 hours here,4.4,236,6,6,231,TriBeCa/Civic Center,876.6666666666666,52.6,1.2,0.2,0.8,50
779,50113001,PAQUITA,"242 WEST   10 STREET, MANHATTAN, NY 10014",Paquita,0x89c2591e21e388d5:0x88f3d13c973880eb,,40.7336769,-74.0057112,7,6,0,,4.4,241,6,6,249,West Village,910.8,75.5964,3.0,0.7,0.3,30
780,50113149,LE PAIN QUOTIDIEN,"1400 BROADWAY, MANHATTAN, NY 10018",Le Pain Quotidien,0x89c2595d8af37405:0x4aa354a70c04e8d0,,40.7529355,-73.98706969999999,7,5,0,,3.8,256,6,6,100,Garment District,1020.033333333333,84.66276666666668,3.0,0.7,0.3,63
781,50113210,FLAME,"381 3 AVENUE, MANHATTAN, NY 10016",Flame Hibachi,0x89c25909bc9a3bc9:0x9f6c11efbf007e55,,40.7414918,-73.9809179,7,6,0,,4.4,610,6,6,137,Kips Bay,872.5,52.35,1.1,0.2,0.8,188
782,50113211,BONDI SUSHI,"1140 3 AVENUE, MANHATTAN, NY 10065",Bondi Sushi,0x89c2599eb75263d3:0xcf5950ab4caf3856,,40.766525,-73.9632017,7,6,0,,4.4,424,6,6,237,Upper East Side South,5843.55,321.39525,1.0,0.15,0.85,131
783,50113213,GUAC TIME,"599 AVENUE OF THE AMERICAS, MANHATTAN, NY 10011",Guac Time Mexican Grill,0x89c259199a5be157:0x4679dcec7410d12,,40.7395675,-73.9955213,7,6,0,People typically spend 15 min to 2.5 hr here,4.1,567,6,6,90,Flatiron,2866.5,192.0555,1.8,0.4,0.6,31
784,50113217,ARI SUSHI,"402 WEST   44 STREET, MANHATTAN, NY 10036",Ari Sushi,0x89c259cdd828bb21:0x528faa1bc2200e2a,,40.7598385,-73.99216,7,6,0,People typically spend 30 min to 1 hr here,4.5,339,6,6,48,Clinton East,600.0,33.0,1.0,0.15,0.85,130
785,50113394,CHELSEA BAGEL & PIZZERIA,"62 EAST   34 STREET, MANHATTAN, NY 10016",Chelsea Bagel & pizzeria,0x89c259bd9165e9e9:0x12f8ea4feca30105,,40.7501243,-73.9717727,7,6,0,,4.1,355,6,6,164,Midtown South,3939.75,236.385,1.2,0.2,0.8,49
786,50113410,THE MARY LANE,"99 BANK STREET, MANHATTAN, NY 10014",The Mary Lane,0x89c2596adc65fabd:0xfcbb8a5e97323af4,,40.7365543,-74.0064596,7,6,0,People typically spend 1-2.5 hours here,4.6,460,6,6,158,Meatpacking/West Village West,480.24,28.8144,1.2,0.2,0.8,21
787,50113612,ELLA'S CAFE,"1465 2 AVENUE, MANHATTAN, NY 10075",Ella's Cafe Espresso & Wine Bar,0x89c259b2c6173e25:0xa70ce622ea83bdb3,,40.771602,-73.95658279999999,7,6,0,People typically spend 20 min to 1.5 hr here,4.7,545,6,6,141,Lenox Hill West,780.0,64.74000000000001,3.0,0.7,0.3,83
788,50113658,STEAK & HOAGIES,"1657 MADISON AVENUE, MANHATTAN, NY 10029",Steak & Hoagies,0x89c2f77022009ac5:0x50b60c17f4e9fe4f,,40.7963698,-73.9472158,7,6,0,,3.7,37,6,6,75,East Harlem South,1440.0,86.39999999999999,1.2,0.3,0.7,186
789,50113868,DAILY PROVISIONS,"29 BEDFORD STREET, MANHATTAN, NY 10014",Daily Provisions,0x89c259aeb903543f:0xd09e2fef0cf5d06d,,40.7292206,-74.0037316,7,6,0,People typically spend 15 min to 3.5 hr here,4.5,306,6,6,249,West Village,1200.0,72.0,1.2,0.2,0.8,30
790,50113973,BELLA UNION,"411 3 AVENUE, MANHATTAN, NY 10016",Bella Union,0x89c259512ff26285:0x1d631662c3bf97ab,,40.7423712,-73.9801834,7,6,0,People typically spend 1-2.5 hours here,4.4,469,6,6,137,Kips Bay,844.3333333333334,50.66,1.2,0.2,0.8,188
791,50114313,EL GALLO TAQUERIA,"502 AMSTERDAM AVENUE, MANHATTAN, NY 10024",El Gallo Taqueria,0x89c259d241073f3b:0x5b45f64e2e4b189a,,40.7866992,-73.9760929,7,6,0,,4.8,2626,6,6,239,Upper West Side South,1000.0,67.0,1.8,0.4,0.6,75
792,50114358,DUNKIN DONUTS,"1006 1 AVENUE, MANHATTAN, NY 10022",Dunkin',0x89c2596132edcf39:0x9ecda36bbb94b233,,40.7571581,-73.9634713,7,5,0,,4.0,35,6,6,229,Sutton Place/Turtle Bay North,3325.0,199.5,1.2,0.2,0.8,78
793,50114601,EMMETT'S ON GROVE,"39 GROVE STREET, MANHATTAN, NY 10014",Emmett's on Grove,0x89c2593b38964921:0xca15ababdded7d73,,40.732921,-74.0045142,7,6,0,People typically spend 1.5-4 hours here,4.3,396,6,6,249,West Village,1080.0,72.36,1.8,0.5,0.5,30
794,50114708,HOUSE OF JOY,"28 PELL STREET, MANHATTAN, NY 10013",House of Joy,0x89c25b173ebfe4f9:0xd51988199685508e,,40.7150183,-73.9984912,7,6,0,People typically spend 1-2.5 hours here,4.1,1426,6,6,45,Chinatown,380.0,22.8,1.2,0.3,0.7,14
795,50115043,ALL & SUNDRY,"312 W 58TH ST, MANHATTAN, NY 10019",all & sundry,0x89c259f705817e09:0xb5be362fc8a2a805,,40.7675444,-73.9832993,7,6,0,People typically spend 3.5 hours here,4.5,348,6,6,48,Clinton East,1008.9,60.534,1.2,0.2,0.8,130
796,50115279,ZOU ZOU'S,"438 WEST   33 STREET, MANHATTAN, NY 10001",Zou Zou’s,0x89c25995efe75629:0xd56e6bee5941d92d,,40.7529706,-73.9986785,7,6,0,People typically spend 1.5-4 hours here,4.3,1390,6,6,68,East Chelsea,2230.75,133.845,1.2,0.2,0.8,303
797,50115702,SEFTON,"1373 1 AVENUE, MANHATTAN, NY 10021",Sefton,0x89c2599c61417dc9:0x602bd1fb40604082,,40.7690659,-73.955394,7,6,0,People typically spend 30 min to 2 hr here,4.5,283,6,6,141,Lenox Hill West,960.0,57.6,1.2,0.2,0.8,83
798,50115750,STARBUCKS COFFEE #62547,"435 WEST   31 STREET, MANHATTAN, NY 10001",Starbucks Coffee Company,0x89c25995985f2ec9:0x740c92b5a122770a,,40.7521,-73.99831,7,4,0,,3.8,100,6,6,68,East Chelsea,2923.965,242.689095,3.0,0.7,0.3,286
799,50115793,TU SABOR LATINO,"3881 BROADWAY, MANHATTAN, NY 10032",Tu Sabor Latino Restaurant,0x89c2f7f0ef5cbdcd:0x8f6b05b1d5097e5e,,40.8374253,-73.9427358,7,6,0,,3.2,19,6,6,244,Washington Heights South,3000.0,180.0,1.2,0.2,0.8,149
800,50115887,TERIYAKI R US,"150 WEST   49 STREET, MANHATTAN, NY 10019",Teriyaki R Us - Times Square,0x89c259776e122ccd:0xfede966819bf9032,,40.7601233,-73.9832438,7,6,0,,4.6,1129,6,6,230,Times Sq/Theatre District,1200.0,72.0,1.1,0.2,0.8,118
801,50115902,AVOCA,"1678 1 AVENUE, MANHATTAN, NY 10128",Avoca,0x89c25995b4dced0d:0xd24249747e8e7113,,40.7778508,-73.94831239999999,7,6,0,People typically spend 45 min to 3.5 hr here,4.8,1809,6,6,262,Yorkville East,320.0,19.2,1.2,0.2,0.8,38
802,50115905,JIANG KITCHEN,"65 SAINT MARKS PLACE, MANHATTAN, NY 10003",Jiang's Kitchen 疆湖 - Halal Chinese Food,0x89c2594d16902583:0x520c4b13fed36ee2,,40.7281888,-73.9860631,7,6,0,People typically spend 45 min to 2 hr here,4.6,676,6,6,79,East Village,1500.0,90.0,1.2,0.3,0.7,63
803,50115927,SUSHI W,"2673 BROADWAY, MANHATTAN, NY 10025",Sushi W - UWS,0x89c2f789140f4531:0x573f174d4f33cdc0,,40.7984531,-73.9693977,7,6,0,People typically spend 1-3 hours here,4.8,635,6,6,151,Manhattan Valley,400.0,22.0,1.0,0.15,0.85,38
